# Column descriptions:
# id	Object ID, according to EcoCyc
# complex-count-avg	A floating point number
# complex-count-std	A floating point number
# complex-concentration-avg	A floating point number in mM units
# complex-concentration-std	A floating point number in mM units
# relative-complex-mass-to-total-protein-mass	A floating point number
# relative-complex-mass-to-total-cell-dry-mass	A floating point number
id	complex-count-avg	complex-count-std	complex-concentration-avg	complex-concentration-std	relative-complex-mass-to-total-protein-mass	relative-complex-mass-to-total-cell-dry-mass
ADENYLOSUCCINATE-SYN-DIMER	1990.209647923142	520.1092808239174	0.003360061697592744	0.0005540719518905836	0.001825199637363959	0.0009608862342349477
ADENYLYLSULFKIN-CPLX	326.73415315060754	111.18026428064998	0.0005502143547761632	0.00014150492329146447	0.00014126245721316586	7.43683856667715e-05
ADHC-CPLX	157.3521062447019	172.0021943113532	0.0002645008507715359	0.00027962880649698907	0.0001199659365823152	6.315671704029764e-05
ADHE-CPLX	57.1455281152868	20.633610857345364	9.6581621380758e-05	2.8606056714370515e-05	0.002128419922528695	0.0011205181955783034
AERGLYC3PDEHYDROG-CPLX	7256.629276066686	1486.910244813534	0.012322015688961765	0.0013195971642887983	0.007978617169157516	0.004200386220296676
AGMATIN-CPLX	515.7548211359141	248.61120888829242	0.0008719869957691432	0.00038726680988302044	0.0003351774547234088	0.0001764559863351585
AIRS-CPLX	643.6580389940661	196.91803689992182	0.0010857657695580584	0.00023492547952422028	0.0004593638915727037	0.0002418346085989213
AKBLIG-CPLX	38.02995648488274	54.00861704321969	6.447952616399054e-05	8.978018918914163e-05	3.176243495518986e-05	1.672150590513125e-05
ALAS-CPLX	560.9161842328341	151.6657809069838	0.0009451332080231068	0.00015086762813657623	0.00104337706939337	0.0005492915090342918
ALD-CPLX	320.4053936140153	103.47608669294722	0.0005485751475853083	0.00016530005014379578	0.0006488116019241006	0.00034157038174804076
ALKAPHOSPHA-CPLX	14.786350946595084	23.92144544467537	2.4722186523504895e-05	3.862055577070592e-05	1.4160770083837076e-05	7.4550141043074265e-06
ALPHA-SUBUNIT-CPLX	0.07723085617406047	0.29310396736489774	1.2870104863687605e-07	4.96023631071542e-07	1.276123858780286e-07	6.71822316846233e-08
ALPHAGALACTOSID-CPLX	14.991934444758407	23.937721551509256	2.572587094513225e-05	4.0200655287935636e-05	1.4709229832759721e-05	7.743753709544723e-06
AMINEOXID-CPLX	4.728933597061316	9.555252523178915	8.111781692227627e-06	1.6707481310985087e-05	7.729079575696308e-06	4.069015802742085e-06
AMP-NUCLEOSID-CPLX	206.90789714608647	83.9344346354198	0.00035022097325743096	0.00012398759592234445	0.0006492329808542546	0.0003417922189679771
ANGLYC3PDEHYDROG-CPLX	204.4481130262786	122.06450796894154	0.0003488042820226413	0.000200168974414718	0.0002939527035059801	0.00015475299278657463
ANSA-CPLX	115.01419836111896	44.81802169056261	0.00019401396676301316	6.243210742263191e-05	0.00016541498686899908	8.708361571237863e-05
ANSB-CPLX	3.3729324667985305	8.95589306298666	5.75492009969529e-06	1.5041602693703313e-05	4.816040046093461e-06	2.5354303655785005e-06
ANTHRANSYN-CPLX	297.4143814636903	134.24897223956305	0.0005058319325721975	0.00020787776997264367	0.000658845744782605	0.00034685291060006744
APHA-CPLX	15.013224074597344	13.596072653938045	2.5387543268263603e-05	2.221040972099561e-05	1.5185664827795158e-05	7.994575493017419e-06
APORNAP-CPLX	2228.8578988414806	640.984787889917	0.0037294191557491413	0.0005705660254547499	0.008177376274284213	0.004305024027655071
APP-UBIOX-CPLX	10.26152924554959	21.57705470953407	1.7535990222248383e-05	3.598116727367977e-05	1.0332771325927805e-05	5.4397434260511925e-06
ARABISOM-CPLX	2.3391172647640577	5.186722380653621	3.94529571903023e-06	8.274628721067327e-06	7.622319071186849e-06	4.012811156936176e-06
ARGDECARBOXBIO-CPLX	142.69505283978526	68.86792485558053	0.00024074473743795354	0.00010636779986425929	0.0004083718052974464	0.00021498954860998758
ARGDECARBOXDEG-CPLX	0.0660796835264199	0.44785346241914264	1.1197748032669979e-07	7.786958948047247e-07	5.402121708775788e-07	2.843976231072052e-07
AROC-CPLX	64.43973551850806	27.550353238344165	0.0001092606834392639	4.1259407903834535e-05	9.771012790364325e-05	5.144002602561596e-05
AROD-CPLX	246.04580729019497	182.13234079255497	0.0004128828826802646	0.00028081393189139287	0.00013089063729522033	6.89080848979683e-05
AROF-CPLX	139.18541961005934	80.9830309542184	0.00023475918252634166	0.00012284693053573372	0.0001046134352605688	5.507430957146561e-05
AROG-CPLX	323.66003729867197	191.77163219958706	0.0005496204144892937	0.00029811982710337186	0.00047663330500374737	0.00025092618482954544
AROH-CPLX	265.9058626730715	98.39888833599504	0.00044914300601316484	0.00013539170752275583	0.00019953936942889526	0.00010504858172613906
ASNS-CPLX	1514.9512675897147	438.18558352268053	0.0025647100183751113	0.0005559769416187072	0.0015425727346922483	0.0008120957706372643
ASNSYNA-CPLX	1083.062905905623	293.4623281291559	0.0018307698088556382	0.0003391613681299436	0.0007687928507558431	0.00040473516000497935
ASNSYNB-CPLX	251.949072619384	130.12712082081808	0.0004225844065366457	0.00019224249050527775	0.00030577429731572497	0.0001609765348725825
ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX	4865.332823961571	1263.4506074423366	0.008224033581987944	0.0013907794318644509	0.0037715551114401867	0.0019855556148780174
ASPAMINOTRANS-DIMER	3655.5627872280306	1013.659438114598	0.006180645603842575	0.0011930188041123844	0.0030855699728106153	0.0016244150234022876
ASPARTASE-CPLX	380.1052297259113	101.14883557695588	0.0006427013026905946	0.00011352907367995232	0.0007709295391743142	0.00040586003119502814
ASPCARBCAT-TRIMER	686.6422560045211	186.84082482692787	0.0011562440395172244	0.00019484596988269753	0.0006868981801626516	0.00036162126713578437
ASPCARBREG-DIMER	1.000831873410568	0.8182182364744136	1.7635736458228404e-06	1.5237053745752175e-06	3.3197953280130967e-07	1.747724230195635e-07
ASPCARBTRANS-CPLX	790.6641989262504	230.07429730724394	0.0013267409925783547	0.00023954439476013672	0.002368716265293408	0.0012470235066538023
ASPKINIHOMOSERDEHYDROGI-CPLX	365.1681740604691	105.93556083535212	0.0006218401709702894	0.00015032374092848152	0.0012607997450364504	0.0006637548541715372
ASPKINIIHOMOSERDEHYDROGII-CPLX	54.172907601017236	29.27348903568937	9.151057906827034e-05	4.40237244692826e-05	9.326871123949256e-05	4.910181816839343e-05
ASPKINIII-CPLX	562.1904402373552	134.10710000674294	0.0009485271568431027	0.0001120952615557558	0.0005284283231499064	0.00027819395265053434
ASPS-CPLX	414.8022356597909	137.03411324977446	0.0006996128682976789	0.00017882787371257565	0.0005296217341247863	0.00027882223032168444
ATPA-CPLX	104.42296467928793	45.14273352943783	0.00017536537552807383	6.458214510654046e-05	0.00016756483302745042	8.82154138659013e-05
ATPASE-1-CPLX	5.509753037581238	17.27410792397066	9.578954416189442e-06	2.90212568919703e-05	8.258458868617004e-06	4.347710398578834e-06
ATPD-CPLX	214.8657406046906	72.5522563229842	0.0003632247252428201	9.725887247815131e-05	0.0003141247381128403	0.00016537266965558652
ATPE-CPLX	4.902320429499858	8.062485580385621	8.694121028011066e-06	1.4352867929069781e-05	3.919867596949239e-06	2.0636355261235837e-06
ATPF-CPLX	9.275411133088443	12.713467241520855	1.533360378302213e-05	2.060457766103159e-05	3.1022623713878135e-06	1.6332028270380357e-06
ATPSYN-CPLX	771.2560384289347	197.87539859007993	0.001299706202532061	0.00018843303691608003	0.003959072784797535	0.002084275309598684
F-O-CPLX	0.014433455778468494	0.26868108950261566	2.2212008624664448e-08	4.090284609683333e-07	2.060506707894317e-08	1.0847649159211452e-08
F-1-CPLX	61.97978411980785	30.548003671368342	0.00010414486491432972	4.5727405682675554e-05	0.00022967779039180042	0.00012091511666949374
B1-CPLX	162.9189511161345	51.856485202191294	0.0002746689265942968	6.321734361335866e-05	0.00027069964396465705	0.00014251129365421418
B2-CPLX	2.2605255721955357e-06	0.0015035027310462427	3.138240275710825e-12	2.087281331047069e-09	1.90484640018682e-12	1.002816703883952e-12
BADH-CPLX	31.661361966657246	24.010127623415492	5.3469182180313884e-05	3.815266756242329e-05	6.489895979773024e-05	3.416640887342621e-05
BETAGALACTOSID-CPLX	0.014026561175473297	0.11760024131463037	2.2147778501803245e-08	1.901649916621865e-07	6.328828925181218e-08	3.331846264125647e-08
BIOTIN-CARBOXYL-CPLX	829.8751037016107	225.56222754552002	0.0013974688414528393	0.00022513754760128464	0.0007929667008025497	0.00041746161428583145
BIOTIN-SYN-CPLX	248.28363040406896	142.59791220557537	0.00042245711671391983	0.0002286220026528256	0.00018587286207799207	9.785377491447467e-05
BRANCHED-CHAINAMINOTRANSFER-CPLX	152.59222153150608	66.40309026801138	0.0002566641704461227	9.656690689178393e-05	0.0003023115841596633	0.0001591535707777784
CARBODEHYDRAT-CPLX	14.573814071771688	27.62849549150405	2.4357167093557975e-05	4.526252233410243e-05	6.710083804026693e-06	3.5325599599417494e-06
CARBPSYN-CPLX	1695.152015823679	484.16146032464525	0.002861181998798777	0.000558887639801847	0.0026148288582100343	0.0013765908141221517
CARNDEHYDRA-CPLX	10.812713195818027	21.614614487123145	1.834434958479813e-05	3.5168563505522856e-05	9.450474979573333e-06	4.975253736061874e-06
CFA-CPLX	375.18599604408024	131.69998419601416	0.0006362528835333483	0.00019049783138647456	0.00031912500846212376	0.00016800508906205693
CHEZ-CPLX	777.4449867194122	249.1608074458117	0.0013227062418612095	0.00035747774909272045	0.00036088337895877196	0.000189989009370228
CHORISMUTPREPHENDEHYDRAT-CPLX	1028.1122576999153	308.7695399700805	0.0017316348286916536	0.0003509282646257225	0.000858621279752742	0.0004520258229544481
CHORISMUTPREPHENDEHYDROG-CPLX	164.0659598756711	95.76603936875522	0.0002771914638926173	0.00014654786727484717	0.00013361470187116633	7.034218344730503e-05
CITRATE-SI-SYNTHASE	1956.6263690307997	406.8412654834319	0.0033168903810512243	0.0003082100156253958	0.005459862249784213	0.0028743740516043877
CITRYLY-CPLX	0.22888273523594235	0.8799588539905776	4.1610458512747595e-07	1.6812954116678474e-06	4.403791661729049e-07	2.3183999709234473e-07
CITTRANS-CPLX	0.17672562870867475	0.9269306218198117	3.3404829889496826e-07	1.8163865709273923e-06	5.666463175603847e-07	2.983140227937292e-07
COADTRI-CPLX	13.201930488838656	10.79740141744653	2.2436722531621508e-05	1.759726042563117e-05	1.3685250463339522e-05	7.204674224717798e-06
COBU-CPLX	15.013951963831591	14.32425258913781	2.5504214120879466e-05	2.355976493045591e-05	5.863113153676263e-06	3.086667673935086e-06
CPLX-153	27.09830573608364	35.43633322001499	4.610776168634144e-05	5.872648323439702e-05	2.6792083739771224e-05	1.4104837588723762e-05
CPLX-154	3.9445040972025995	11.337992960597267	6.791389609062736e-06	2.030935238532818e-05	5.080196011473454e-06	2.6744967042017453e-06
CPLX-155	64.12773777903362	75.46708705964271	0.00011046678969666369	0.0001283603025678116	4.503758150123439e-05	2.371027870149696e-05
CPLX-156	9.427639446171234	39.8216013106813	1.5223983309134246e-05	6.138227200548689e-05	5.937241883570142e-06	3.125693145263374e-06
CPLX-157	1944.9576196665726	499.29567816622733	0.0032896787664767166	0.0005222601450126676	0.0022534578630048923	0.0011863450965381287
CPLX-158	29.179291325233116	30.221757007777466	5.0005447876715566e-05	5.157811088990467e-05	4.3723513370023095e-05	2.3018480416926085e-05
CPLX-159	3.358166713760949	10.39204584568562	5.659910808581051e-06	1.7040673656779495e-05	2.186661800861643e-06	1.1511799478603397e-06
CPLX-160	0.1926035603277762	0.5269576026597539	3.426586347055137e-07	9.330612389767746e-07	2.8492468916960427e-07	1.500001457441393e-07
CPLX-165	584.2904775360271	166.59416208798729	0.000996285991806287	0.00024324501115115027	0.0011932609282039649	0.0006281986782648958
CPLX-166	98.6068946029952	49.45627448114339	0.00016707102177593522	7.553846365659781e-05	0.0001298446886010727	6.835743954315442e-05
CPLX-167	143.73471376094943	83.54079051067774	0.00024314934621666372	0.00013240549519330543	0.00019031190514943923	0.00010019073318096321
CPLX-168	6.509511161345013	10.27069547813862	1.0928436261333351e-05	1.6662921039751338e-05	7.5935045838383555e-06	3.997641614014453e-06
CPLX-169	68.29713930488839	76.28291318236047	0.00011436208002014741	0.00011932060701951067	4.446646353004933e-05	2.340961055243438e-05
CPLX-170	6.577437694263916	32.27935330677274	1.0434442777999924e-05	4.920053349653255e-05	4.796032302541956e-06	2.524897180625369e-06
CPLX-171	3.3222966939813507	15.540315050421322	5.418265498516608e-06	2.4718687142775818e-05	1.890312660192996e-06	9.951653377505548e-07
CPLX-3942	35.462501271545634	16.93345810173013	5.965388652132943e-05	2.5042575404373605e-05	2.5690538133622363e-05	1.3524922938478099e-05
CPLX-3945	24.528725628708674	14.911683320467276	4.1203679417136014e-05	2.2647650184518914e-05	9.75430648425232e-05	5.135207477228826e-05
CPLX-3946	149.80415032495054	57.388247800917185	0.0002522695352221732	7.731124378444312e-05	0.00012716321145845154	6.69457613787419e-05
CPLX-64	2.8531404351511727	9.629342457661506	4.778765418551048e-06	1.554975646999031e-05	5.481876085817741e-06	2.8859633548095274e-06
CPLX-722	14.255369313365357	19.178056841589413	2.458773434444128e-05	3.301590558265476e-05	1.2995823280617451e-05	6.841721550487719e-06
CPLX-7524	19.817767730997456	29.01156314165529	3.379299222712919e-05	4.772131457141959e-05	1.7539599174302685e-05	9.233816978468627e-06
CPLX-7	3.2948652161627576	7.503186473706418	5.5395227087848115e-06	1.253525888451494e-05	2.9045182180435643e-06	1.5290993465424143e-06
CPLX-8331	56.825012715456346	23.645823503636283	9.59077230383106e-05	3.374000083269805e-05	5.768863293011721e-05	3.037049324338043e-05
CPLX-8401	11.651987567109353	26.988032293228482	1.867603267619793e-05	4.039473394535117e-05	7.013480400714254e-06	3.692284741441186e-06
CPLX-9493	12.22331053970048	20.24368363025404	2.028913178325407e-05	3.295851191689353e-05	8.255949259262735e-06	4.346389201142422e-06
CPLX-9494	5.171142130545352	8.972709369126402	8.655274863243229e-06	1.4961168802087598e-05	5.535026910621601e-06	2.9139448943884105e-06
CPLX-9495	2.2612783272110764	3.5366648296435246	3.778989967721215e-06	5.851538039724147e-06	2.3081640950142705e-06	1.215145488664326e-06
CPLX0-0	49.31134218705849	37.27266323103847	8.317025007939296e-05	5.815237049879088e-05	2.7871958886811168e-05	1.4673343708405951e-05
CPLX0-10157	1390.3667228030517	372.52568775174797	0.0023492187683498084	0.0004129179730071171	0.0007780659512435923	0.00040961703397917346
CPLX0-1021	1.5539214467363662	5.561126842117377	2.6088627631604766e-06	8.983582081314147e-06	1.9344962579493623e-06	1.018426032084454e-06
