# Column descriptions:
# id	Object ID, according to EcoCyc
# protein-count-avg	A floating point number
# protein-count-std	A floating point number
# protein-concentration-avg	A floating point number in mM units
# protein-concentration-std	A floating point number in mM units
# relative-protein-count-to-protein-rna-counts	A floating point number
# relative-protein-mass-to-total-protein-mass	A floating point number
# relative-protein-mass-to-total-cell-dry-mass	A floating point number
id	protein-count-avg	protein-count-std	protein-concentration-avg	protein-concentration-std	relative-protein-count-to-protein-rna-counts	relative-protein-mass-to-total-protein-mass	relative-protein-mass-to-total-cell-dry-mass
ACRD-MONOMER	5.715616840915513	14.882575550402834	1.0048174394283017e-05	2.762053798059203e-05	1.317325649289193e-06	6.258602212971098e-06	3.29487503114001e-06
ACRF-MONOMER	0.027750211924272395	0.28497393940543486	4.707842982672854e-08	4.962940944110099e-07	6.395821651193711e-09	2.9957453682444874e-08	1.577126373845111e-08
ACS-MONOMER	297.3481706696807	247.4797695622689	0.0005059905476880656	0.00040672228342217347	6.853230069383879e-05	0.00020760939382877968	0.00010929708977810664
ACSERLYA-MONOMER	13480.898699067533	3312.8254295477373	0.022769191162168	0.0030853775672999117	0.0031070546060093184	0.004503704887480844	0.002370999829743036
ACSERLYB-MONOMER	605.2782074032212	248.73906957815132	0.0010183472829011593	0.0003514194588545469	0.00013950349188213428	0.00019149015489739737	0.00010081102914208826
ACYLCOADEHYDROG-MONOMER	17.77679344447584	24.148070843983533	3.009186634704239e-05	3.967075276909218e-05	4.097165121161795e-06	1.5365701190552405e-05	8.089356611254444e-06
ACYLCOASYN-MONOMER	66.67921785815201	43.218452860113956	0.00011339971569287289	6.990605602084666e-05	1.5368112734620598e-05	4.025934721233661e-05	2.119475138154728e-05
ADCLY-MONOMER	1366.4617213902231	337.3990640464835	0.002308680669129908	0.0003124013568388355	0.00031493977368694164	0.00039330571818699527	0.0002070579254538899
ADENODEAMIN-MONOMER	195.85393387962702	128.21720014792356	0.00032976883429471657	0.0001958044043562619	4.514008160359749e-05	6.902768669358646e-05	3.633999950862572e-05
ADENPRIBOSYLTRAN-MONOMER	1896.216987849675	571.5000594373403	0.0031965146232022087	0.0006621808985816782	0.00043703686657766897	0.0003647162161416147	0.000192006827263495
ADENYL-KIN-MONOMER	4696.572446453801	1319.4099110027305	0.007918247527793678	0.0014480589373864364	0.0010824580302810295	0.0010729062427779063	0.0005648373022903748
ADENYLATECYC-MONOMER	74.79577281718	20.32243853442698	0.00012661623479595294	2.4055029559615974e-05	1.723880251824163e-05	7.069426992825292e-05	3.7217381278606e-05
ADENYLOSUCCINATE-SYN-MONOMER	3981.706283130828	1040.3741400280937	0.006722337505752107	0.0011082879758333199	0.0009176968926881414	0.0018257897783894267	0.0009611969171739648
ADENYLYLSULFKIN-MONOMER	654.0697846849392	222.42805076727734	0.0011014643642088778	0.0002830880000991752	0.0001507488916371304	0.00014139248083271433	7.443683730548098e-05
ADHC-MONOMER	314.9972986719412	344.1757263951468	0.0005295046177286371	0.000559569554399147	7.260004170099172e-05	0.00012007766167842787	6.32155353222409e-05
ADHE-MONOMER	2305.6597682961287	825.6512956591492	0.0038981853920012337	0.0011449955889114402	0.0005314045423003128	0.002146892481032829	0.0011302431740487996
ADHP-MONOMER	167.6945532636338	206.60815589631824	0.00027998290483136366	0.00034173106794470787	3.8649955448184487e-05	5.746424387559116e-05	3.0252362410350855e-05
AERGLYC3PDEHYDROG-MONOMER	14516.166311387398	2974.2703224741026	0.024648985948904335	0.0026394804642064246	0.0033456613246795803	0.007980215700447	0.004201227775751551
AGAB-MONOMER	7.6785442215315065	36.212806943815515	1.2187578903871638e-05	5.4999437679154956e-05	1.7697378137412993e-06	1.310738889500964e-06	6.900455872415508e-07
AGAC-MONOMER	7.168890647075445	33.19983824510604	1.1391089441795433e-05	5.068909036786421e-05	1.6522737246377777e-06	1.989085228287165e-06	1.0471646911685695e-06
AGAD-MONOMER	7.145998304605821	34.54576104564883	1.1374608137284865e-05	5.242441742726034e-05	1.6469975364770056e-06	2.008040348136289e-06	1.057143716672652e-06
AGAX-MONOMER	40.71199321842328	29.473215062992438	6.908696239555178e-05	4.779014648706593e-05	9.383230960549517e-06	6.521595109703601e-06	3.43332906597469e-06
AGMATIN-MONOMER	1032.1125108787794	497.32144656697744	0.0017450048247298758	0.000774684291940211	0.00023787953625581127	0.0003353733500955214	0.00017655911651476186
AICARTRANSIMPCYCLO-CPLX	1018.0578626730714	396.398692958673	0.0017093622974138887	0.0005344544816080557	0.00023464024483925268	0.0005652716056509081	0.00029759029826364845
AIRS-MONOMER	1288.063952528963	393.9495409824152	0.002172815258546996	0.0004699612910407166	0.0002968707892461579	0.0004596307619748982	0.00024197510396750674
AKBLIG-MONOMER	76.23084939248375	108.10764354165187	0.0001292570734680474	0.0001796845423056066	1.7569556526769415e-05	3.183381759022154e-05	1.675908567994669e-05
ALARACEBIOSYN-MONOMER	61.27009437694264	26.56067008559986	0.00010377468768345587	4.076944180021937e-05	1.4121427153641694e-05	2.323758421869546e-05	1.2233552064949934e-05
ALARACECAT-MONOMER	140.66992935857587	61.74993817504322	0.0002396846549955183	9.707300329280621e-05	3.2421366089695525e-05	5.293099500589855e-05	2.786580899116444e-05
ALAS-MONOMER	1122.5473727041538	303.4150738888268	0.0018914987586252233	0.00030181677861887266	0.00025872280941220563	0.0010440420698407857	0.0005496416021214264
ALDDEHYDROGB-MONOMER	7.704861260243007	22.696118352974352	1.320011999357458e-05	3.943337273038217e-05	1.7758033200677247e-06	4.201741629128739e-06	2.2120296369731524e-06
ALDHDEHYDROG-MONOMER	58.13551172647641	98.41053205522041	9.93075444049229e-05	0.00015967757314055872	1.3398973875157995e-05	3.0078263507857826e-05	1.5834864725336737e-05
ALDOSE1EPIM-MONOMER	633.3551353489686	205.854818941194	0.0010715351377429442	0.0002704831806897112	0.00014597461448633128	0.00023421748927714657	0.00012330506573435376
ALKAPHOSPHA-MONOMER	29.756297259112745	47.912810491506995	4.975842957447043e-05	7.735232958975477e-05	6.858180787539316e-06	1.4248683990881405e-05	7.501296856806056e-06
ALPHA-AMYL-CYTO-MONOMER	287.9768567391919	171.1142151513251	0.0004934413949260532	0.0002848760218141701	6.63724161963684e-05	0.00015788334862674023	8.31185439689522e-05
ALPHA-AMYL-PERI-MONOMER	32.452939248375245	58.011182599768176	5.5235124194913504e-05	9.507922891456275e-05	7.479698247208063e-06	2.3795880296000717e-05	1.2527470058537076e-05
ALPHACOMP-MONOMER	681.1335179429217	265.82867934200766	0.0011471372813926979	0.0003783160299069889	0.0001569864948527705	0.0004371026197865837	0.0002301150415017358
ALPHAGALACTOSID-MONOMER	30.183785250070642	47.90951879616614	5.178636261895939e-05	8.043863938419604e-05	6.9567074926922354e-06	1.4807303090268636e-05	7.795384907117715e-06
ALTRO-OXIDOREDUCT-MONOMER	23.848962983893756	35.050862214608195	4.0665089195300625e-05	5.798248442321264e-05	5.496668430034141e-06	1.2657285751383534e-05	6.663496634728592e-06
ALTRODEHYDRAT-MONOMER	56.04883413393614	53.293267583073515	9.437945485128584e-05	8.416985627151099e-05	1.2918039972316105e-05	2.9360478189212033e-05	1.545698275686407e-05
AMINEOXID-MONOMER	9.594278609776772	19.212490857780455	1.6463176382623674e-05	3.3585057349074225e-05	2.211273017570078e-06	7.840556578384548e-06	4.127703474558416e-06
AMP-NUCLEOSID-MONOMER	1244.075017801639	503.8228372101697	0.0021058828991785687	0.0007442180297646972	0.00028673229437953387	0.0006506071407893134	0.0003425156529081362
AMPG-MONOMER	20.335138739756992	9.89364914969754	3.4073744542781165e-05	1.4412703503702272e-05	4.686808193994573e-06	1.0489444600421799e-05	5.522224919939289e-06
AMTB-MONOMER	23.98402260525572	43.354469447531834	4.025897060555366e-05	7.03299954868584e-05	5.52779674187789e-06	1.034226803493519e-05	5.444743019941596e-06
AMYLOMALT-MONOMER	61.30462390505792	52.93599663765742	0.00010253839120517405	8.285592994384015e-05	1.412938546055942e-05	4.6616332297493865e-05	2.454142060858397e-05
ANGLYC3PDEHYDROGSUBUNITA-MONOMER	223.01840067815766	130.81599343498206	0.0003798373359132395	0.0002129693207757353	5.140090171435166e-05	0.000127362376196528	6.705061273376358e-05
ANGLYC3PDEHYDROGSUBUNITB-MONOMER	214.56537779033624	126.50232797302955	0.0003659842684594418	0.00020759213061318906	4.9452663374713045e-05	9.426253828379396e-05	4.962502379835883e-05
ANGLYC3PDEHYDROGSUBUNITC-MONOMER	206.21392483752473	122.3790121406613	0.0003519378636825028	0.00020077453047695888	4.7527834700961643e-05	8.813237435991112e-05	4.6397765800121494e-05
ANSA-MONOMER	461.54335348968635	179.365974120116	0.0007786530005801422	0.0002498996106941456	0.00010637572719334422	0.00016594948459593711	8.736500493552486e-05
ANSB-MONOMER	13.912632947160215	36.000309073593435	2.37392631311662e-05	6.043765140030974e-05	3.20655998128531e-06	4.966286612589708e-06	2.6145284842346143e-06
ANSP-MONOMER	16.70628539135349	38.74588218678409	2.767344672231799e-05	6.369974616511598e-05	3.850436245626669e-06	8.777781621365834e-06	4.6211106743766324e-06
ANTHRANSYNCOMPI-MONOMER	1290.939958180277	571.4723793736733	0.0021943704175085696	0.0008747551718264004	0.0002975336461376234	0.0007188168380216294	0.00037842501743470634
ANTHRANSYNCOMPII-MONOMER	595.4107849675049	268.55092031262205	0.0010126646563101702	0.00041581038991928687	0.0001372292651400809	0.0003279557783114449	0.0001726540956760209
APHA-MONOMER	61.054288782141846	54.59246947128354	0.00010326830739325027	8.916079617622681e-05	1.4071688647159574e-05	1.5438888428265302e-05	8.127886428925002e-06
APPA-MONOMER	28.701526985024017	38.43846334459969	4.950699416330059e-05	6.61698207171098e-05	6.615079128551568e-06	1.3082788820894764e-05	6.88750503016557e-06
APPB-MONOMER	10.894067250635773	22.520244399399537	1.8562990130157974e-05	3.71837474809912e-05	2.510846093043072e-06	4.477561737948025e-06	2.357236627082141e-06
APPC-MONOMER	12.09891381746256	23.619500031861985	2.068263880749837e-05	3.9684208060948266e-05	2.788537080755384e-06	6.788386294667115e-06	3.573782730219831e-06
AQPZ-MONOMER	33.65375529810681	63.81101143548142	5.5934367485882365e-05	0.00010174643928547514	7.756460288194725e-06	7.727401927730638e-06	4.068132595884543e-06
ARABISOM-MONOMER	14.59370895733258	31.46636233163586	2.4646540756820297e-05	5.023831913353335e-05	3.3635332218449223e-06	7.925917736895135e-06	4.1726423187659635e-06
ARAE-MONOMER	4.299474427804465	6.829739602732942	7.352550319354141e-06	1.1617816627654361e-05	9.90935554263393e-07	2.153078785022698e-06	1.1334999872888258e-06
ARAF-MONOMER	84.28158010737496	71.70557091516682	0.00014483866080892057	0.00012253132915712245	1.9425075250545125e-05	2.9015957500833323e-05	1.5275607974568824e-05
ARAG-MONOMER	82.99294037863804	69.88778464360566	0.00014263655360543587	0.00011968073051096253	1.9128071757377743e-05	4.422669154445675e-05	2.3283381292032033e-05
ARAH-MONOMER	79.30466233399265	68.40947392265929	0.0001366160090404525	0.00011827881710750469	1.8278003706080012e-05	2.628851069318087e-05	1.3839728831032321e-05
ARAJ-MONOMER	16.81141791466516	14.911251498653632	2.8523147251275563e-05	2.4262616247357718e-05	3.874667010806999e-06	6.829938216143075e-06	3.5956579643229484e-06
ARCA-MONOMER	2310.2529053404915	620.3259518767605	0.003897755685875137	0.0006619507123365281	0.0005324631607150262	0.0006105693107861821	0.00032143752046109565
ARCB-MONOMER	1.0861802769143827	1.180258124865031	1.8256885519129692e-06	1.9987970837870405e-06	2.5034098302190673e-07	9.254145184513516e-07	4.871894852145151e-07
ARCD-MONOMER	20.97685447866629	24.314033265768376	3.540534752803982e-05	3.9935847415901966e-05	4.834709746171114e-06	1.0060112514192272e-05	5.296200717913295e-06
ARGDECARBOXBIO-MONOMER	572.1691189601582	275.61068425217735	0.0009653656476478827	0.0004256539104547441	0.00013187256548440794	0.0004093655165248699	0.00021551269326753033
ARGDECARBOXDEG-MONOMER	0.866000565131393	4.876735872439842	1.4762903197395143e-06	8.45568155243951e-06	1.9959433749652628e-07	7.079695608466331e-07	3.727144096178879e-07
ARGS-MONOMER	483.8852014693416	195.80942594002886	0.000814104598696558	0.00026897345293018683	0.00011152503832026111	0.0003031126182936697	0.00015957527953596704
ARGSUCCINLYA-MONOMER	327.5905962136197	158.05971579885048	0.0005518112304032193	0.00023277484845849898	7.550252350173579e-05	0.0001596312693518979	8.403874630131935e-05
ARGSUCCINSYN-MONOMER	3692.1074857304325	1012.8851145411275	0.0062267539684433305	0.0010907872898435309	0.0008509506543665155	0.0017841432567913226	0.0009392718803241976
ARGSUCCTRAN-MONOMER	10.065103136479232	20.014417692763026	1.729207500138897e-05	3.418497344708966e-05	2.31978785378157e-06	3.7490764177497823e-06	1.9737215848417803e-06
ARGT-MONOMER	772.4124396722237	318.8008091726297	0.0012941576722420506	0.0004203004427239718	0.00017802430550038027	0.0002094339873115802	0.00011025765689898878
AROA-MONOMER	1130.9499248375248	319.82177528651187	0.0019094806861297935	0.00037084187933386626	0.0002606594153381911	0.0005049053978412638	0.0002658101812233957
AROB-MONOMER	50.82097089573326	20.74857638194562	8.528570134067445e-05	2.807727623839603e-05	1.1713130943886972e-05	1.913872571247076e-05	1.007568580523691e-05
AROC-MONOMER	259.152877083922	110.30022259217779	0.0004394510908454131	0.00016517393342577828	5.9729114384626456e-05	9.823853466621671e-05	5.1718208627584245e-05
AROD-MONOMER	492.4785397004804	364.38961974095145	0.0008264161540725531	0.0005618097653202836	0.00011350561630160168	0.00013099355487002467	6.896226641261794e-05
AROE-MONOMER	128.69060412545917	62.06872837595252	0.00021622683517189583	8.951095666741754e-05	2.9660391582483077e-05	3.665743003231223e-05	1.929850257440946e-05
AROF-MONOMER	278.89205312235094	162.03274545625348	0.0004704235724875805	0.00024577906724242485	6.427856610873678e-05	0.00010480931057915764	5.517742919378278e-05
AROG-MONOMER	1296.2587284543656	767.3492488236243	0.0022012592144035263	0.001192835284502518	0.00029875950726508335	0.00047722919937828116	0.0002512398966503381
AROH-MONOMER	532.4477558632382	196.84286465046364	0.0008993920894522422	0.0002708244369589586	0.00012271765326955756	0.00019977801239645318	0.0001051742166088824
AROK-MONOMER	831.6908188753886	274.2173822850023	0.0013991170249436375	0.00033089438696694886	0.0001916866855279596	0.00015737338214275612	8.285006935151843e-05
AROL-MONOMER	83.78753772252048	59.13664907048056	0.00014212123601246528	9.516315898272642e-05	1.9311209201871967e-05	1.5536794879413828e-05	8.179429810386158e-06
AROP-MONOMER	153.476243006499	99.03786700856435	0.00026119604760200534	0.0001610108569838722	3.537294348034321e-05	7.388337867717386e-05	3.8896304851449824e-05
ARSF-MONOMER	6.703966092116417	15.06863671198039	1.1273540031752825e-05	2.51470167991976e-05	1.545118703879985e-06	2.9548692238123704e-06	1.555606906226683e-06
ARTI-MONOMER	195.57220231703872	124.04695403543967	0.00032793408103733715	0.0001900600531512355	4.507514859217602e-05	5.101576032131984e-05	2.6857523318700207e-05
ARTJ-MONOMER	2631.793220683809	839.3660695229651	0.004439844648484499	0.0010517867334311007	0.0006065712257711227	0.0006840134732800744	0.000360102597574095
ARTM-MONOMER	88.12927041537158	57.04062236918597	0.00014799614090877828	8.811723147655838e-05	2.0311884369197224e-05	2.1273069073542646e-05	1.1199322427117177e-05
ARTP-MONOMER	217.04666855043797	134.6605871124356	0.00036389530181935357	0.00020553599798747265	5.002454704931967e-05	5.680979995073775e-05	2.990782686169244e-05
ARTQ-MONOMER	86.66370839220119	55.19555497879609	0.00014561938636908897	8.52371856113005e-05	1.99741041264899e-05	2.2013517038001667e-05	1.1589135268217409e-05
ARYLSULFAT-MONOMER	10.497650183667703	24.16075077599968	1.8221140220372054e-05	4.327884561156166e-05	2.4194805616108806e-06	6.173654967990218e-06	3.250154093951901e-06
ASCF-MONOMER	54.34276801356315	70.96027661735997	9.245812570714374e-05	0.0001175783748859929	1.2524828754296347e-05	2.6864336195964072e-05	1.4142875285600383e-05
ASL-MONOMER	1462.549818592823	427.5476619606529	0.002472299072678292	0.0005154137871384403	0.00033708599491896225	0.0007300912714383203	0.0003843605039684112
ASNS-MONOMER	3030.9997807290197	876.5744558563131	0.005131289995992201	0.001112169267869116	0.000698579674823811	0.0015431313602745594	0.0008123898621005464
ASNSYNA-MONOMER	2167.044713195818	587.023505869424	0.0036631294279119327	0.00067844964541823	0.0004994567801350615	0.0007691189836199439	0.0004049068544175965
ASNSYNB-MONOMER	504.45904718847135	260.3426572945806	0.0008461340362501616	0.0003846047837371096	0.00011626686329290694	0.0003061146625287231	0.0001611557219823579
ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER	9733.08120486013	2527.2759542798563	0.01645219150532654	0.0027818798220613076	0.0022432640036316835	0.003772491368675026	0.0019860485125699975
ASPAMINOTRANS-MONOMER	7313.055084487143	2027.7523993046223	0.012364555116332788	0.002386428912847477	0.0016855004990006576	0.003086384298614968	0.0016248437296323168
ASPARTASE-MONOMER	1522.2002328341339	404.6770302523697	0.0025739142669572827	0.00045423145427437363	0.00035083412094943597	0.0007718317404341254	0.00040633499993451025
ASPCARBCAT-MONOMER	6806.296006781577	1931.3096930570616	0.011433262072951925	0.001991799100822489	0.0015687035285856937	0.0022696109460313614	0.0011948489745813027
ASPCARBREG-MONOMER	4747.470578129415	1380.695960943242	0.007966498306980475	0.0014373566503786948	0.0010941889451102408	0.0007873765346543993	0.00041451864104121605
ASPDECARBOX-MONOMER	3005.8679853065837	894.5562038999401	0.005064022699520795	0.0010031645548116794	0.0006927873413549775	0.0004027306616480813	0.00021201973798376733
ASPKINIHOMOSERDEHYDROGI-MONOMER	1462.3931483469908	423.82764920904174	0.002490369947067016	0.0006015119762690167	0.0003370498858271425	0.0012622847769543173	0.00066453665726752
ASPKINIIHOMOSERDEHYDROGII-MONOMER	108.82424639728737	58.5971752265146	0.00018385332225338033	8.814920084989889e-05	2.508162723881105e-05	9.368056527293905e-05	4.931864095487197e-05
ASPKINIII-MONOMER	1125.0999491381747	268.2581272239477	0.0018983079906435872	0.00022423585936028734	0.0002593111228877059	0.0005287662657943096	0.0002783718643859525
ASPS-MONOMER	830.2443922011868	274.16140661710386	0.0014003277417654972	0.0003577756337996131	0.00019135331556794022	0.0005300302613431597	0.00027903730168834997
ATOA-MONOMER	49.64097654704719	54.648472363502115	8.445764089555312e-05	9.084054746895461e-05	1.1441167853147063e-05	1.1038512875996445e-05	5.8112848873282664e-06
ATOC-MONOMER	12.948317603842893	26.32588221387092	2.205322319344714e-05	4.306422351211757e-05	2.984306220910507e-06	6.543782992587131e-06	3.445009997086638e-06
ATOD-MONOMER	51.420812658943206	54.44024270238452	8.751265627324956e-05	9.061744299359035e-05	1.1851381453356873e-05	1.1715501125940217e-05	6.1676890180288805e-06
ATOS-MONOMER	15.074597343882452	29.269841896097354	2.5534690205774265e-05	4.817304821048833e-05	3.4743675593590466e-06	9.898129940202415e-06	5.210924114550832e-06
ATPA-MONOMER	2814.538647075445	742.3458539209868	0.004740370036610771	0.0007280905283864482	0.0006486900808617365	0.0015054724788267687	0.0007925641400046723
ATPB-MONOMER	1727.1908946029953	440.1541066573295	0.0029126474688410055	0.00042424911745750447	0.0003980800200586618	0.000506991776864434	0.0002669085667598164
ATPC-MONOMER	1132.9985803899406	310.2726850390601	0.0019081687727571265	0.0003227686824830976	0.0002611315859858869	0.00016531741601569949	8.703224900822263e-05
ATPD-MONOMER	3145.910114721673	829.9353977042817	0.005304017318816546	0.0008378688330699125	0.0007250640131813597	0.0015330630624382688	0.0008070893521754833
ATPE-MONOMER	7767.769392483752	1969.7293898472242	0.013094791857161498	0.00185683168014723	0.0017903022794025034	0.0006211064327608129	0.0003269848453929044
ATPF-MONOMER	1561.90279513987	406.2741913984267	0.0026315347647725617	0.0003939306409099674	0.0003599846999899076	0.00026119770863000435	0.00013750894833551537
ATPG-MONOMER	1163.4515964961854	308.3961659639275	0.0019602924894285816	0.00030996041003502576	0.0002681503453484454	0.00035594330317566134	0.00018738827971912856
ATPH-MONOMER	833.4022220966375	215.16850368108024	0.001404134021870807	0.0002043856324800156	0.00019208112683191276	0.0001560192514601119	8.213717991976992e-05
ATPPHOSRIBOSTRANS-MONOMER	811.8307883582933	327.5660615453773	0.001377275655953789	0.0004914313228138043	0.00018710937946913618	0.00026236176439007225	0.000138121771794842
B0070-MONOMER	8.652166148629556	11.55272266558117	1.4443274328490366e-05	1.825458189122907e-05	1.994136539718738e-06	3.580792219927841e-06	1.8851274574837936e-06
B0260-MONOMER	60.54600508618254	60.7422866629744	0.00010132422036095798	9.745318123632773e-05	1.3954540285322314e-05	2.963814359917599e-05	1.5603161215754684e-05
B0270-MONOMER	16.010373551850805	45.22427916064882	2.589014347074251e-05	6.856412111250314e-05	3.6900436683534057e-06	7.853752034761683e-06	4.1346502940337635e-06
B0427-MONOMER	12.000538005086183	8.162295256417002	2.0339759672400316e-05	1.3224761776750903e-05	2.7658635908206906e-06	5.674846339889286e-06	2.9875535901779523e-06
