# Column descriptions:
# id	Object ID, according to EcoCyc
# rna-count-avg	A floating point number
# rna-count-std	A floating point number
# rna-concentration-avg	A floating point number in mM units
# rna-concentration-std	A floating point number in mM units
# relative-rna-count-to-total-rna-counts	A floating point number
# relative-rna-count-to-total-rna-type-counts	A floating point number
# relative-rna-mass-to-total-rna-mass	A floating point number
# relative-rna-mass-to-total-rna-type-mass	A floating point number
# relative-rna-mass-to-total-cell-dry-mass	A floating point number
id	rna-count-avg	rna-count-std	rna-concentration-avg	rna-concentration-std	relative-rna-count-to-total-rna-counts	relative-rna-count-to-total-rna-type-counts	relative-rna-mass-to-total-rna-mass	relative-rna-mass-to-total-rna-type-mass	relative-rna-mass-to-total-cell-dry-mass
EG10043	0.26272280305170953	0.5117259226485611	4.439273800299576e-07	8.81859046827474e-07	1.2705344413442793e-06	5.20099321795219e-05	2.3953443624303333e-06	5.490704785912811e-05	3.1983138542004906e-07
EG10044	0.6173020627295847	0.8321578115746376	1.00909961973448e-06	1.3184287360344814e-06	2.9852891423986377e-06	0.00012220423215614652	2.577242164656658e-06	5.907658251517134e-05	3.4411876013049833e-07
EG10045	0.494392766318169	0.7176802309068333	8.23988494920483e-07	1.2105509407418008e-06	2.3908965261575546e-06	9.787248745664929e-05	6.156363106747954e-06	0.00014111863373056523	8.220104684999513e-07
EG10046	0.020884995761514553	0.14591000043378607	3.22926040439986e-08	2.2796903302445186e-07	1.0100039324379031e-07	4.1344991774930975e-06	2.68278893695357e-07	6.149596812367863e-06	3.5821158575498825e-08
EG10047	0.5816603560327777	0.8032905067553955	9.63603549693747e-07	1.3259967678047947e-06	2.812924903814934e-06	0.00011514841999773828	2.6929863698415013e-06	6.172971778589831e-05	3.595731683063029e-07
EG10048	0.5816603560327777	0.8032905067553955	9.63603549693747e-07	1.3259967678047947e-06	2.812924903814934e-06	0.00011514841999773828	6.027630135587312e-06	0.000138167764736767	8.048217731451953e-07
EG10049	0.03206329471602148	0.17616821463627136	4.996715261316337e-08	2.80097495433923e-07	1.5505894336723907e-07	6.347411660738403e-06	5.111777092200556e-07	1.1717421254699188e-05	6.825351607057391e-08
EG10050	0.00508844306301215	0.07115160441047373	1.0324379981379262e-08	1.4567689747576659e-07	2.4607845566811557e-08	1.0073338725551426e-06	4.667403123552714e-08	1.0698809352937304e-06	6.232014196928002e-09
EG10051	1.2237558632382028	1.2088135878680903	2.016766974512411e-06	1.960896455315435e-06	5.9181158010677645e-06	0.00024226088756667234	8.284030693714337e-06	0.00018988988677384307	1.1061010914291555e-06
EG10052	0.014003955919751343	0.117506787626164	2.1479748520515434e-08	1.8589865252546205e-07	6.772350212634278e-08	2.772293798524704e-06	2.581402998427347e-07	5.917195882204576e-06	3.4467432335149244e-08
EG10053	0.014003955919751343	0.117506787626164	2.1479748520515434e-08	1.8589865252546205e-07	6.772350212634278e-08	2.772293798524704e-06	2.922597470123445e-07	6.699295586970197e-06	3.902313222915137e-08
EG10054	0.2924351511726476	0.5528785352414608	4.959439949228685e-07	9.461049233892233e-07	1.4142241446451105e-06	5.789193858594783e-05	3.1517924479286177e-06	7.22466554265591e-05	4.208339147339513e-07
EG10055	0.014003955919751343	0.117506787626164	2.1479748520515434e-08	1.8589865252546205e-07	6.772350212634278e-08	2.772293798524704e-06	1.196131784682291e-07	2.741821434006235e-06	1.597100157456043e-08
EG10056	0.05708505227465386	0.2483625091880487	9.404344842152482e-08	4.121441978100075e-07	2.760648263432662e-07	1.130084508380054e-05	9.935130284698142e-07	2.277370563433798e-05	1.3265593595318012e-07
EG10057	0.088	0.30750708255460985	1.3732074266176774e-07	4.929386697466846e-07	4.2557033321652916e-07	1.742092417800939e-05	1.073258065862877e-06	2.46016534874084e-05	1.4330366000898952e-07
EG10058	0.088	0.30750708255460985	1.3732074266176774e-07	4.929386697466846e-07	4.2557033321652916e-07	1.742092417800939e-05	1.6373855801817826e-06	3.7532811492569755e-05	2.186271447187717e-07
EG10059	0.088	0.30750708255460985	1.3732074266176774e-07	4.929386697466846e-07	4.2557033321652916e-07	1.742092417800939e-05	1.0625283268825885e-06	2.435570209062931e-05	1.4187100283573056e-07
EG10060	0.06964679287934444	0.2689894321990576	1.1532496651175554e-07	4.5685737152525304e-07	3.3681373696733186e-07	1.3787630659006638e-05	1.0104043346896842e-06	2.3160894956075663e-05	1.349112984616313e-07
EG10061	2.472519920881605	1.7512062211458046	4.120168238334222e-06	2.7913866322277696e-06	1.1957171893341941e-05	0.0004894725235260935	2.1756172105540017e-05	0.0004987037362002921	2.9049295688290695e-06
EG10062	0.22294659508335687	0.49439850539975594	3.672209533867455e-07	8.166997105500504e-07	1.0781756449899408e-06	4.413563328059684e-05	6.406246981569456e-06	0.00014684657251433486	8.553754857107557e-07
EG10063	0.49729980220401243	0.7258680915070044	8.280746118781814e-07	1.2167630979621557e-06	2.404955028778132e-06	9.844797895380874e-05	8.140165353883916e-06	0.0001865921475329917	1.086891890583727e-06
EG10064	0.5080621644532354	0.7336839677594564	8.458470220801168e-07	1.228049515730488e-06	2.4570020979667545e-06	0.00010057855050744493	4.87040392859133e-06	0.00011164135971210586	6.503065114429531e-07
EG10065	0.5080621644532354	0.7336839677594564	8.458470220801168e-07	1.228049515730488e-06	2.4570020979667545e-06	0.00010057855050744493	6.261507293730955e-06	0.00014352879111642324	8.360495400919451e-07
EG10066	0.44252500706414244	0.6758857294122446	7.4791431203337e-07	1.1703088187154443e-06	2.140062667192432e-06	8.760448403338065e-05	6.645719205376685e-06	0.00015233585124174696	8.873503175183111e-07
EG10067	0.70127154563436	0.8607074175151601	1.1600981253025684e-06	1.4116604652181904e-06	3.391367788078239e-06	0.00013882725482604138	8.705470782453962e-06	0.00019955030616285475	1.1623726528661024e-06
EG10068	2.5404012432890646	1.7959029563755842	4.273925431613337e-06	2.9675737076335296e-06	1.2285447768297865e-05	0.0005029106527393135	4.192907805843308e-05	0.0009611152082148527	5.5984581320106786e-06
EG10069	0.4346719412263351	0.6810556468058454	7.287777764621081e-07	1.1583740473121992e-06	2.102085032585989e-06	8.604985148195614e-05	5.3741456667253315e-06	0.00012318833064379312	7.175671611133143e-07
EG10070	0.73458943204295	0.8883725112192586	1.2268568300135243e-06	1.4938904161530656e-06	3.552493970134763e-06	0.00014542303179076384	4.245660847839385e-06	9.73207472888874e-05	5.66889509619569e-07
EG10071	0.5137745125741735	0.7369991237518115	8.304147171574949e-07	1.1801907452371437e-06	2.484627164935805e-06	0.00010170939577441376	1.0953947924911388e-05	0.0002510908044759261	1.4625940201303208e-06
EG10072	1.3555648488273524	1.260106373182107	2.2299508214540317e-06	1.9944368365580974e-06	6.555547550137163e-06	0.0002683544596567735	1.302738487747201e-05	0.0002986189610836973	1.7394436554143894e-06
EG10073	2.1621339361401524	1.76727791225182	3.5315426620405622e-06	2.6883565259071525e-06	1.0456137041612846e-05	0.00042802694732043864	3.405652757614218e-05	0.0007806574365122587	4.547298738383573e-06
EG10074	0.9938762362249223	1.0649571514031024	1.6677217960821366e-06	1.7937672835887532e-06	4.806411829843523e-06	0.00019675275629090595	1.3288747893095599e-05	0.00030461002935452003	1.7743413914959111e-06
EG10075	0.5427499293585759	0.7595410412238439	8.93064105678421e-07	1.2366467936217893e-06	2.6247530487542818e-06	0.00010744551553381484	7.237244349974033e-06	0.00016589502875864097	9.663319910825299e-07
EG10076	0.26097993783554674	0.4993233176231865	4.3408865846672367e-07	8.518604624450288e-07	1.2621058989488941e-06	5.1664905784257554e-05	2.4296628004532655e-06	5.569370891234878e-05	3.244136549886676e-07
EG10077	0.42857530375812375	0.6739708776401715	7.206572286759803e-07	1.1509590510138575e-06	2.072601532144545e-06	8.48429303561093e-05	4.301320067009551e-06	9.859659031952256e-05	5.743212448881175e-07
EG10078	0.6793354054817745	1.0871495735268666	1.1163422053326895e-06	1.7741886186537547e-06	3.285284032689372e-06	0.00013448466579926434	8.932502905757886e-06	0.00020475442789805287	1.1926864564552769e-06
EG10079	0.7914167844023735	1.2485874331390383	1.2844169666963935e-06	2.0050811116749568e-06	3.827312552855365e-06	0.00015667286129861086	1.0249403546573991e-05	0.00023494095458085647	1.3685217822726584e-06
EG10080	0.5768883865498728	0.8372623304078538	9.411968988099062e-07	1.3424350285027709e-06	2.789847532872446e-06	0.00011420373683249442	7.401458824629821e-06	0.00016965921906067285	9.882582509385024e-07
EG10081	0.9938762362249223	1.0649571514031024	1.6677217960821366e-06	1.7937672835887532e-06	4.806411829843523e-06	0.00019675275629090595	6.388370546371427e-06	0.00014643680166953951	8.529885867222709e-07
EG10082	0.2755512856739192	0.5914262146275657	4.5473458053176907e-07	9.698142648251544e-07	1.3325733234374183e-06	5.4549523350890364e-05	1.7798252687309408e-06	4.07978713807742e-05	2.376459896255873e-07
EG10083	0.2755512856739192	0.5914262146275657	4.5473458053176907e-07	9.698142648251544e-07	1.3325733234374183e-06	5.4549523350890364e-05	2.2925339596908148e-06	5.255038641529817e-05	3.0610392557773605e-07
EG10084	0.33314495620231704	0.637201713236927	5.587381300692332e-07	1.0780170471621454e-06	1.6110978411412055e-06	6.59510570714412e-05	5.608941787971519e-06	0.00012857042186566726	7.48917629934102e-07
EG10085	0.06634190449279458	0.26984867102470306	1.0487592450911779e-07	4.2642112506418226e-07	3.2083120910474705e-07	1.3133378272655854e-05	1.1614518367698896e-06	2.6623266611608684e-05	1.5507947662100646e-07
EG10086	0.06634190449279458	0.26984867102470306	1.0487592450911779e-07	4.2642112506418226e-07	3.2083120910474705e-07	1.3133378272655854e-05	1.186563661609439e-06	2.7198889970788745e-05	1.5843245995602464e-07
EG10087	0.04373212771969483	0.2086567232551195	7.054104356995162e-08	3.4299313302456365e-07	2.114897291583902e-07	8.65743274031621e-06	5.43798474158502e-07	1.2465167561981441e-05	7.260910878090117e-08
EG10088	6.717597061316756	3.0628662066248453	1.1302578054162797e-05	4.66730774529915e-06	3.2486477497715325e-05	0.0013298494211774765	9.096228718897888e-05	0.0020850741690408114	1.2145474692043839e-05
EG10089	0.011411133088443062	0.1062116713457804	2.1248261278908312e-08	2.0078584339714357e-07	5.518454216848722e-08	2.259005503624327e-06	2.3165740712265213e-07	5.310144353064778e-06	3.093138115125986e-08
EG10090	0.009756428369595931	0.09829160938267927	1.9309775100750595e-08	1.9826862883545712e-07	4.718234627559249e-08	1.9314318053967108e-06	1.4801457120821944e-07	3.392849593004772e-06	1.9763214890675733e-08
EG10091	1.8901294150890082	1.5874456959102956	3.201904868513958e-06	2.6451330304727495e-06	9.140715965929461e-06	0.000374179559396487	2.3105561282730587e-05	0.0005296349781939981	3.0851028319225643e-06
EG10092	0.41890703588584344	0.6897475678681609	6.932268649240042e-07	1.1514719658395456e-06	2.0258455323714423e-06	8.29289512477493e-05	8.558976328234786e-06	0.00019619230130348326	1.1428124071727713e-06
EG10093	0.055263068663464254	0.2332709473196796	9.371591829276125e-08	4.0246633784869613e-07	2.6725366529180017e-07	1.0940156011708383e-05	3.1130134140354686e-07	7.1357746798932145e-06	4.15656057082322e-08
EG10094	2.3946515964961854	1.8024404326509802	3.9291347058849235e-06	2.7563189393107776e-06	1.158059861202699e-05	0.00047405731699214993	4.112798844804228e-05	0.0009427523096408247	5.491494972994603e-06
EG10095	2.9490794009607235	2.0829028381147956	4.934688910806595e-06	3.3050191342976045e-06	1.4261826174418833e-05	0.0005838146436257514	5.195992117475613e-05	0.0011910462326194383	6.937797268856006e-06
EG10096	4.247692568522181	2.527012396551287	7.032655295832904e-06	3.725716322644593e-06	2.0541953883947265e-05	0.0008408946609968056	6.204143969926639e-05	0.0014221388591327882	8.283902692111523e-06
EG10097	0.7618762362249223	0.9435613881421325	1.244524597733132e-06	1.5025851567938888e-06	3.6844536786363097e-06	0.00015082486527615393	1.658663909115893e-05	0.00038020561915211315	2.2146827166868346e-06
EG10098	5.523483469906753	2.7866747032272907	9.339911821182517e-06	4.470421066272584e-06	2.6711712509138724e-05	0.001093456667360611	0.00010430221470772995	0.002390857358379905	1.3926649694120094e-05
EG10099	5.523483469906753	2.7866747032272907	9.339911821182517e-06	4.470421066272584e-06	2.6711712509138724e-05	0.001093456667360611	5.507465782576014e-05	0.0012624434801499515	7.3536834161398455e-06
EG10100	5.523483469906753	2.7866747032272907	9.339911821182517e-06	4.470421066272584e-06	2.6711712509138724e-05	0.001093456667360611	2.856170402752656e-05	0.0006547028788739615	3.813618414269609e-06
EG10101	5.523483469906753	2.7866747032272907	9.339911821182517e-06	4.470421066272584e-06	2.6711712509138724e-05	0.001093456667360611	9.376812881340507e-05	0.0021493908004086666	1.2520116529804053e-05
EG10102	5.523483469906753	2.7866747032272907	9.339911821182517e-06	4.470421066272584e-06	2.6711712509138724e-05	0.001093456667360611	1.629728203185246e-05	0.00037357286014138067	2.1760471573866416e-06
EG10103	5.523483469906753	2.7866747032272907	9.339911821182517e-06	4.470421066272584e-06	2.6711712509138724e-05	0.001093456667360611	3.206209613951696e-05	0.0007349402761489686	4.280998084704724e-06
EG10104	5.523483469906753	2.7866747032272907	9.339911821182517e-06	4.470421066272584e-06	2.6711712509138724e-05	0.001093456667360611	5.866120073998892e-05	0.001344655660798822	7.832566121740643e-06
EG10105	5.523483469906753	2.7866747032272907	9.339911821182517e-06	4.470421066272584e-06	2.6711712509138724e-05	0.001093456667360611	3.622532689607034e-05	0.0008303715276984289	4.8368813562610724e-06
EG10106	1.7907363662051428	1.4708353114588786	3.0348606802435436e-06	2.484252879795162e-06	8.660048546237263e-06	0.0003545032097552711	8.382668802071249e-06	0.0001921509092060381	1.1192714578056193e-06
EG10107	0.7493710087595365	0.9612935883772651	1.2741530864049704e-06	1.6574200786013872e-06	3.623978067052302e-06	0.0001483492673272534	1.1525962943444349e-05	0.00026420276302825	1.5389706608872476e-06
EG10108	5.177609494207403	2.9361471514570443	8.538037414262437e-06	4.199674081895974e-06	2.503905679221488e-05	0.0010249857093400994	2.9931843515407213e-05	0.0006861097678435353	3.996562302213542e-06
EG10109	0.22178242441367618	0.4654790094521716	3.608722776178918e-07	7.607145200010389e-07	1.0725456847647484e-06	4.390516817870173e-05	4.552819264396222e-06	0.00010436155617747187	6.079019433437655e-07
EG10110	0.22178242441367618	0.4654790094521716	3.608722776178918e-07	7.607145200010389e-07	1.0725456847647484e-06	4.390516817870173e-05	4.015412490852815e-06	9.204290175033598e-05	5.361462677873222e-07
EG10111	0.22178242441367618	0.4654790094521716	3.608722776178918e-07	7.607145200010389e-07	1.0725456847647484e-06	4.390516817870173e-05	1.6042814256803137e-06	3.677398473510766e-05	2.1420700882372997e-07
EG10112	0.07176264481491947	0.26991075970162326	1.1836444777130248e-07	4.511441389583197e-07	3.470460530270989e-07	1.4206495387887852e-05	1.7890793206236709e-06	4.100999648400965e-05	2.3888160997480415e-07
EG10113	1.4284441932749363	1.2502963190687741	2.41709653811989e-06	2.1239524826985634e-06	6.907993992195805e-06	0.0002827820225404598	8.383026433017338e-06	0.00019215910696656922	1.1193192094369715e-06
EG10114	0.0024074597343882453	0.049006773735898936	3.861928708058893e-09	8.175778049960376e-08	1.164253910646571e-08	4.7659288061804836e-07	4.180879848436464e-08	9.583581113926027e-07	5.582398151902846e-09
EG10115	0.0024074597343882453	0.049006773735898936	3.861928708058893e-09	8.175778049960376e-08	1.164253910646571e-08	4.7659288061804836e-07	5.538245564234058e-08	1.2694989456233042e-06	7.394781223891507e-09
EG10116	0.0024074597343882453	0.049006773735898936	3.861928708058893e-09	8.175778049960376e-08	1.164253910646571e-08	4.7659288061804836e-07	2.4747195894234165e-08	5.672651876932177e-07	3.3042973161836822e-09
EG10117	0.33880757276066686	0.583037075742682	5.544524807850112e-07	9.61900353957023e-07	1.638482404955005e-06	6.707205722726112e-05	5.364750141601624e-06	0.00012297296263419903	7.163126509626255e-07
EG10118	0.38634868606951117	0.6344285602930615	6.50829649631981e-07	1.0839926638113725e-06	1.8683924894132965e-06	7.648353598057396e-05	4.951193770379607e-06	0.00011349325699216944	6.610937399651999e-07
EG10119	0.38634868606951117	0.6344285602930615	6.50829649631981e-07	1.0839926638113725e-06	1.8683924894132965e-06	7.648353598057396e-05	3.586714762117773e-06	8.221611981536938e-05	4.789056510900874e-07
EG10120	0.38634868606951117	0.6344285602930615	6.50829649631981e-07	1.0839926638113725e-06	1.8683924894132965e-06	7.648353598057396e-05	3.221474237077009e-06	7.384392945182637e-05	4.301379728524531e-07
EG10121	0.38634868606951117	0.6344285602930615	6.50829649631981e-07	1.0839926638113725e-06	1.8683924894132965e-06	7.648353598057396e-05	5.4880255200613015e-06	0.00012579873049083827	7.327726371338565e-07
EG10122	0.0984820570782707	0.3116410753118334	1.6806002792502925e-07	5.419804181586448e-07	4.762618391664648e-07	1.949600510516985e-05	9.344270537306268e-07	2.141931313291235e-05	1.2476665311931034e-07
EG10123	0.25152415936705286	0.49953787026991864	4.2802888758591475e-07	8.60199459631569e-07	1.2163775035664098e-06	4.979299215080658e-05	2.992611528412958e-06	6.859784630199609e-05	3.995797456801639e-07
EG10124	0.1696795705001413	0.40204482164157773	3.0019020413798483e-07	7.365083577972743e-07	8.20574901792985e-07	3.359062423000183e-05	4.866953450319188e-06	0.00011156226645996355	6.49845796372732e-07
EG10125	0.8826289912404635	0.9704324621320731	1.4439698468616542e-06	1.5670116014972685e-06	4.268417203508784e-06	0.0001747296901558299	3.4456140504610905e-06	7.898175249457634e-05	4.600655891763491e-07
EG10126	0.2868968635207686	0.528426086286435	4.883707525815164e-07	9.117159099597089e-07	1.3874408387194384e-06	5.679555120800022e-05	6.490841762561191e-06	0.00014878568814271696	8.666707576675781e-07
EG10127	0.08750720542526137	0.30791208592684266	1.4026100482225213e-07	4.990746576466624e-07	4.2318716558722444e-07	1.7323368076624667e-05	1.0517857803724435e-06	2.410945711449445e-05	1.4043663557431812e-07
EG10128	0.3187386267307149	0.5868353566955561	5.317907725564654e-07	9.930972679879686e-07	1.5414284498496506e-06	6.309910737362071e-05	2.941121192123684e-06	6.741756408318005e-05	3.9270464836662613e-07
EG10129	0.3038395026843741	0.5499695665344144	4.954755898456712e-07	9.058691893369959e-07	1.4693758909287908e-06	6.014960157441549e-05	2.066097624814672e-06	4.73599215823105e-05	2.7586967290460654e-07
EG10130	0.2538298954506923	0.5040305446511398	4.1241460211722766e-07	8.219219656516717e-07	1.2275281044007713e-06	5.0249447304074564e-05	1.848690586515901e-06	4.237642992073146e-05	2.468410307812601e-07
EG10131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EG10132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EG10133	0.0031308279174908165	0.055866142108256474	5.068494086060015e-09	9.105235922429195e-08	1.5140766819206576e-08	6.197944973295746e-07	5.88851144816549e-08	1.3497883017346317e-06	7.862463552496258e-09
