# Column descriptions:
# id	Object ID, according to EcoCyc
# flux-avg	A floating point number in mmol/g DCW/h units
# flux-std	A floating point number in mmol/g DCW/h units
id	flux-avg	flux-std
CYTIDINEKIN-RXN	4.0567620730262826e-08	1.7610199798746599e-06
CYTIKIN-RXN	4.574255280716257e-08	3.306970465542675e-06
D--TARTRATE-DEHYDRATASE-RXN	0.0	0.0
D-PPENTOMUT-RXN	-0.015367419593599607	0.27842029792679296
DADPKIN-RXN	0.009438640610745352	0.009678990058571571
DAHPSYN-RXN	0.008564709418353003	0.007861042953166258
DALADALALIG-RXN	0.06905963057988693	0.42730072655821927
DALADEHYDROG-RXN	4.095899487114293	12.135902131748662
DAPASYN-RXN	8.874607176395481e-05	4.072438678090419e-05
DARAB5PISOM-RXN	-0.03160429079343295	0.013428380828257874
DARABALDOL-RXN	0.0	0.0
DARABISOM-RXN	0.0	0.0
DARABKIN-RXN	0.0	0.0
DCDPKIN-RXN	0.003374163733884881	0.007612523669808538
DCTP-DEAM-RXN	0.00017420862192219007	0.00010286852047437137
DCTP-PYROPHOSPHATASE-RXN	8.037562923450213e-06	2.5985742146644313e-05
DCUS-RXN	0.0	0.0
DCYSDESULF-RXN	0.0	0.0
DEHYDDEOXGALACTKIN-RXN	0.0	0.0
DEHYDDEOXPHOSGALACT-ALDOL-RXN	0.0	0.0
DEOXYADENPHOSPHOR-RXN	1.9073743064580205e-05	6.504137990769881e-05
DEOXYGLUCONOKIN-RXN	4.252243327940163e-21	2.812066245775334e-18
DEOXYGUANPHOSPHOR-RXN	0.009443901430776013	0.27651865368354994
DEOXYINOPHOSPHOR-RXN	3.516404464130671e-09	1.5168066413277334e-06
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN	0.0	0.0
DEOXYRIBOSE-P-ALD-RXN	-0.016753426409147922	0.27840347621539463
DEPHOSICITDEHASE-RXN	0.0	0.0
DEPHOSPHOCOAKIN-RXN	0.010430802667628379	0.01872554004143897
DETHIOBIOTIN-SYN-RXN	8.369678216253554e-05	4.4784936468912985e-05
DGDPKIN-RXN	0.010469643467871149	0.010997302092786309
DGTPTRIPHYDRO-RXN	0.0006624374051451414	0.004773515163541553
DHBAMPLIG-RXN	0.0013212380818886198	0.0005659118737907471
DHBDEHYD-RXN	0.0019524230550066926	0.0008072709802588747
DHDOGALDOL-RXN	-5.854141750712337e-22	2.6624120949011195e-18
DHHB-METHYLTRANSFER-RXN	0.00040770419701061035	0.0015981044323933895
DIACYLGLYKIN-RXN	8.591847738472591e-19	6.720880679376024e-17
DIAMACTRANS-RXN	0.0	0.0
DIAMINOPIMDECARB-RXN	1.4389409009246885e-06	5.786729805117781e-05
DIAMINOPIMEPIM-RXN	0.02546874951875405	0.4287506875759031
DIENOYLCOAREDUCT-RXN	0.0	0.0
DIHYDRODIPICSYN-RXN	0.025963033695245007	0.4287696134250817
DIHYDROFOLATESYNTH-RXN	0.0008216720647505898	0.00035422192784201155
DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN	0.0008195642066282128	0.0003482019973723147
DIHYDROOROT-RXN	-3.0759060274932324	2.1213387571001876
DIHYDROOROTATE-DEHYDROGENASE-RXN	2.7768769611174466	2.20199816917299
DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN	0.0	0.0
DIHYDROXYISOVALDEHYDRAT-RXN	0.07866099664430717	0.06147129866606991
DIHYDROXYMETVALDEHYDRAT-RXN	0.015174788832490854	0.02553056154703695
DIMESULFREDUCT-RXN	0.0	0.0
DIMETHUROPORDEHYDROG-RXN	0.000396567123323479	0.0016413050924374442
DIOHBUTANONEPSYN-RXN	0.0022474712600402064	0.0008968543414612445
DISULFOXRED-RXN	-2.5054142839901346e-23	1.0881692343280217e-20
DLACTDEHYDROGFAD-RXN	0.00462265121828649	0.4039846508189629
DLACTDEHYDROGNAD-RXN	-0.0031489089961306764	0.4038799264395458
DMBPPRIBOSYLTRANS-RXN	0.0	0.0
DMK-RXN	0.0008539932638431765	0.0005333285267795098
DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN	0.0	0.0
