# Column descriptions:
# id	Object ID, according to EcoCyc
# protein-count-avg	A floating point number
# protein-count-std	A floating point number
# protein-concentration-avg	A floating point number in mM units
# protein-concentration-std	A floating point number in mM units
# relative-protein-count-to-protein-rna-counts	A floating point number
# relative-protein-mass-to-total-protein-mass	A floating point number
# relative-protein-mass-to-total-cell-dry-mass	A floating point number
# validation-count	A floating point number
id	protein-count-avg	protein-count-std	protein-concentration-avg	protein-concentration-std	relative-protein-count-to-protein-rna-counts	relative-protein-mass-to-total-protein-mass	relative-protein-mass-to-total-cell-dry-mass	validation-count
ACETYLORNTRANSAM-MONOMER	447.68501000592187	139.6948633539807	0.0005227578115881966	0.00012885917956588432	7.585146744169745e-05	0.00014154969587830754	6.893583296485368e-05	3919.0
ACNEULY-MONOMER	160.49546925731556	138.45884983135107	0.0001862655954529523	0.00015370246434349662	2.719281769284657e-05	3.779428467240215e-05	1.8406118635837485e-05	81.0
ACONITASE-MONOMER	375.4253869637132	197.22474989472002	0.0004373025832274524	0.0002145414656093216	6.360848784212828e-05	0.00026493306945928237	0.00012902452181043456	595.0
ACONITATEDEHYDRB-MONOMER	2032.9618243450204	694.28030571489	0.0023606078279667622	0.0006186024711887645	0.0003444456128372054	0.001373155255827074	0.0006687375819718216	7596.0
ACPSUB-MONOMER	4.810951889894019	19.64065278187595	5.260902544965688e-06	2.0354413392677456e-05	8.151216870876288e-07	3.714630621578831e-07	1.809054794970646e-07	nan
ACRB-MONOMER	316.7107114414654	109.08689763605341	0.00036909520499215	0.00010316230644583546	5.366043463689208e-05	0.0002598833466929283	0.0001265652664727228	282.0
ACRD-MONOMER	10.625546241653224	22.168642769196357	1.2320870299122867e-05	2.5849586327616903e-05	1.8002909563318842e-06	8.67890615076831e-06	4.2266966454054596e-06	1.0
ACRF-MONOMER	0.0746947172816565	0.4133821852039648	9.294417531062546e-08	5.313976141065093e-07	1.2655558683730374e-08	6.014893811088852e-08	2.9293013488282393e-08	nan
ACS-MONOMER	246.93320791897244	203.91722543948953	0.0002873308020054027	0.00022831788941323717	4.1838001635328566e-05	0.0001286058464452504	6.263207486136357e-05	995.0
ACSERLYA-MONOMER	19459.79182832697	4592.539414635723	0.022630701905806135	0.002498973694584402	0.003297081057659331	0.004849408329878891	0.0023617006065085613	73308.0
ACSERLYB-MONOMER	888.1717827898144	322.8180069287241	0.001035092752240929	0.0003098634497438717	0.00015048333439626413	0.00020959835440021235	0.00010207607341709256	1533.0
ACYLCOADEHYDROG-MONOMER	21.2532876600437	22.888154495405065	2.4974662773743438e-05	2.5559946153108447e-05	3.6009538424203896e-06	1.3703280951238403e-05	6.673607321185342e-06	86.0
ACYLCOASYN-MONOMER	92.5640685303547	52.42074461519556	0.00010811426605114138	5.681403559301762e-05	1.5683170696978168e-05	4.1688680687335115e-05	2.0302720613811444e-05	150.0
ADCLY-MONOMER	1880.1684389740867	447.7089800734096	0.00218794778771176	0.0002595286822253488	0.0003185577625926399	0.00040367237777178715	0.00019659167357395782	28.0
ADENODEAMIN-MONOMER	276.5257244083233	153.80987599353736	0.0003228753735501304	0.00016452840051311515	4.685187467293642e-05	7.26985992821131e-05	3.5404798758445076e-05	253.0
ADENPRIBOSYLTRAN-MONOMER	2679.2438866880398	725.7809801953317	0.0031051264077051545	0.00046390551460007606	0.0004539454658908427	0.00038439592343354414	0.00018720388628010046	3061.0
ADENYL-KIN-MONOMER	7066.062399175022	1868.3234691792197	0.00819120727875063	0.0011432370774805156	0.001197206048969424	0.0012040865328347928	0.0005863997629079298	5283.0
ADENYLATECYC-MONOMER	98.34325672336689	25.852422988195986	0.00011490360196285401	2.154618507068774e-05	1.666234108522929e-05	6.933479416053243e-05	3.376659878529246e-05	3.0
ADENYLOSUCCINATE-SYN-MONOMER	5882.70313297666	1356.5859316013173	0.006847843020584149	0.0007888114052946212	0.0009967089698943645	0.002012138949080515	0.0009799277464724505	nan
ADENYLYLSULFKIN-MONOMER	966.4656837720283	282.83129930114023	0.0011205521883484613	0.0002126597444040417	0.00016374870435170965	0.0001558433051049009	7.589693487323536e-05	834.0
ADHC-MONOMER	369.41165179391885	288.9879338280158	0.0004246613596718934	0.00030440019242780646	6.258957805681156e-05	0.00010504260093382348	5.11565860119771e-05	551.0
ADHE-MONOMER	2966.8142548651244	989.2281281095532	0.003454095356787376	0.0008827489214553757	0.000502668639397797	0.002060653232977086	0.0010035545903900717	nan
ADHP-MONOMER	253.22715484674603	296.4832493833112	0.0002981573285708028	0.00033732879458489595	4.2904387821601535e-05	6.472745023288111e-05	3.1522785476917295e-05	26.0
AERGLYC3PDEHYDROG-MONOMER	10087.382877110944	2275.00001131407	0.01174120903689438	0.0011805328822540023	0.0017091097016292682	0.004136572920352481	0.0020145440660608023	135.0
AGAB-MONOMER	7.432038859733312	25.201549390111836	8.230124276392636e-06	2.5970792238701566e-05	1.2592136010697223e-06	9.463346705100256e-07	4.6087254635441737e-07	nan
AGAC-MONOMER	6.988534030344489	25.85037661233916	7.6877652244026e-06	2.6576637937075785e-05	1.1840703834619297e-06	1.446395310332853e-06	7.044060737507637e-07	nan
AGAD-MONOMER	7.050343570684691	25.67799599362776	7.76077488111342e-06	2.6330222014440253e-05	1.1945428009695855e-06	1.4778123500349214e-06	7.197064231278043e-07	nan
AGAX-MONOMER	58.05266892650752	38.37948683307861	6.709652408034018e-05	4.06604017281741e-05	9.83588913759784e-06	6.936703667375245e-06	3.37823011468688e-06	nan
AGMATIN-MONOMER	1652.7162606440547	673.3008586287972	0.0019221991782602118	0.0006531839791314795	0.00028002044033805873	0.0004005892504147332	0.0001950901659149236	1283.0
AICARTRANSIMPCYCLO-CPLX	1567.1507193032612	511.9231243397618	0.001828077148300332	0.0004811688612317279	0.00026552303316988805	0.000649075115233516	0.0003161047676418068	2728.0
AIRS-MONOMER	1921.2486675787711	540.115282259399	0.002226932032593208	0.00036977432242824455	0.00032551800372839846	0.0005113929358744424	0.00024905244612573736	2544.0
AKBLIG-MONOMER	164.25560280574217	210.55148093500043	0.00019083986881366863	0.0002421523277483008	2.7829898767821903e-05	5.116554933914823e-05	2.491803137345374e-05	172.0
ALARACEBIOSYN-MONOMER	92.89066233076719	32.84823252633497	0.00010830972084399022	3.16619154336416e-05	1.5738505627710647e-05	2.627931080514528e-05	1.2798234350516855e-05	15.0
ALARACECAT-MONOMER	100.74995915950257	56.83929696189224	0.00011743307457239898	6.0251286710820155e-05	1.7070109733712704e-05	2.8278290508719812e-05	1.377175343927715e-05	28.0
ALAS-MONOMER	1615.7116584304997	441.44665281750537	0.0018750655989054745	0.0003051351096935508	0.00027375073436787826	0.0011209252811957063	0.0005458995688483903	nan
ALDDEHYDROGB-MONOMER	9.062812685058503	32.975732993957934	1.0355320752411524e-05	3.612496014549311e-05	1.5355163249755104e-06	3.686608404760426e-06	1.7954077514647437e-06	589.0
ALDHDEHYDROG-MONOMER	100.12147495456495	125.37333455404	0.00011583856675573747	0.00013799617499006265	1.6963625379439115e-05	3.864007701512434e-05	1.8818026265162064e-05	116.0
ALDOSE1EPIM-MONOMER	946.6835244328275	268.5468241618449	0.0011023687431518635	0.0002160030322635546	0.00016039700442540652	0.0002611417609015311	0.00012717812424784246	1240.0
ALKAPHOSPHA-MONOMER	32.63963621326908	40.456227071198136	3.7403716209946744e-05	4.416861064716028e-05	5.5301478678209036e-06	1.165844585812322e-05	5.677756291305018e-06	nan
ALPHA-AMYL-CYTO-MONOMER	368.764036368463	176.35663541844852	0.0004321172149731886	0.0001893868214883735	6.247985229146137e-05	0.00015080883541675094	7.34451079064908e-05	109.0
ALPHA-AMYL-PERI-MONOMER	39.64022584795083	66.60569417123658	4.588014213977608e-05	7.229458343298534e-05	6.716260837609022e-06	2.1681201382102872e-05	1.0558918319675793e-05	23.0
ALPHACOMP-MONOMER	1002.6050443119398	321.17407885591115	0.0011597772559599321	0.00024414010654751317	0.00016987181204593553	0.0004799329051914945	0.00023373115979748304	3317.0
ALPHAGALACTOSID-MONOMER	52.003642461865184	55.858838266132665	6.0673320637438014e-05	6.171674449585414e-05	8.810999932728739e-06	1.9029856431933506e-05	9.267692143010489e-06	12.0
ALTRO-OXIDOREDUCT-MONOMER	16.38096271262584	30.135491271400266	1.9135280812882634e-05	3.417343689716862e-05	2.7754336912999683e-06	6.4850001647796395e-06	3.15824689952448e-06	2.0
ALTRODEHYDRAT-MONOMER	77.65520154785486	53.49887933835281	8.978300431950624e-05	5.762129989416184e-05	1.3157154830374265e-05	3.034356311856329e-05	1.4777557703112913e-05	nan
AMINEOXID-MONOMER	14.816534275387474	30.54179325792064	1.726339204833104e-05	3.485345608599243e-05	2.510371895573366e-06	9.031932465947542e-06	4.398623281802584e-06	nan
AMP-NUCLEOSID-MONOMER	1673.0417236731944	604.3976356469228	0.0019451903419431297	0.0005578753302416336	0.00028346419244664915	0.0006526472504650661	0.00031784442604320464	426.0
AMPG-MONOMER	28.736793204141225	11.088455163106351	3.33192677142779e-05	1.0188101517307528e-05	4.868887466377036e-06	1.1057148463453881e-05	5.384919655352348e-06	nan
AMTB-MONOMER	31.594356864266608	40.825640266309584	3.684593343556946e-05	4.63436127508539e-05	5.353045729629386e-06	1.0162551694325213e-05	4.949243880389396e-06	53.0
AMYLOMALT-MONOMER	109.25401002634212	88.3076621198676	0.0001261663906725423	9.330737818596725e-05	1.851095479895196e-05	6.197003464630897e-05	3.0179902052751973e-05	65.0
ANGLYC3PDEHYDROGSUBUNITA-MONOMER	157.59615384615384	118.01999453056622	0.00018481745701068273	0.00013286276138758547	2.6701585412118572e-05	6.713446845057359e-05	3.2695022582540335e-05	14.0
ANGLYC3PDEHYDROGSUBUNITB-MONOMER	152.01466684364215	116.51512991483347	0.00017841033480577118	0.00013166857913366213	2.5755911623215806e-05	4.9815496239789816e-05	2.426054472628308e-05	4.0
ANGLYC3PDEHYDROGSUBUNITC-MONOMER	146.0529752302383	114.08668604513055	0.0001712792426482134	0.00012904556564280367	2.474581960046624e-05	4.6561544194062565e-05	2.2675844078867042e-05	0.0
ANSA-MONOMER	583.7621500479876	202.7084048053251	0.0006794415779336372	0.00018830135069221728	9.890707691435663e-05	0.00015656649303287222	7.624913317288901e-05	554.0
ANSB-MONOMER	20.1248494006657	36.08730610583706	2.299668044238613e-05	3.9747500716969715e-05	3.4097620535998436e-06	5.358639929105985e-06	2.6097004644165854e-06	5.0
ANSP-MONOMER	20.777817483816953	32.59986535233093	2.4015334065229455e-05	3.675662330170334e-05	3.5203947220891455e-06	8.14337224142981e-06	3.965887352300991e-06	nan
ANTHRANSYNCOMPI-MONOMER	1995.048046292704	728.447514907352	0.0023352904495025813	0.0007097436269274472	0.0003380218648062204	0.0008286383742930202	0.00040355350962845566	1090.0
ANTHRANSYNCOMPII-MONOMER	930.8277041514366	343.52628745625253	0.0010893229578548427	0.0003349672762043711	0.00015771054584637253	0.00038244358032553616	0.0001862530795860371	nan
APHA-MONOMER	81.8250597292275	55.34770868615553	9.541724857144217e-05	6.065932751161843e-05	1.3863655729470037e-05	1.543425486777711e-05	7.516605450122457e-06	84.0
APPA-MONOMER	35.096723060586875	53.46706726710059	4.126135288425896e-05	6.189746878081177e-05	5.946453169171698e-06	1.1933322606751349e-05	5.811623464327003e-06	9.0
APPB-MONOMER	17.400895427906313	36.1589686506673	2.0166591751296994e-05	4.1017453399271365e-05	2.9482413382318937e-06	5.33485490639222e-06	2.5981169682975194e-06	nan
APPC-MONOMER	18.469494700945457	36.75557096946012	2.1369728431338013e-05	4.14888925729228e-05	3.12929458137282e-06	7.729914016201045e-06	3.7645298928203384e-06	1.0
AQPZ-MONOMER	40.608449388413554	66.34979147170377	4.733366127575601e-05	7.624906128320218e-05	6.880307376390211e-06	6.9552998916528064e-06	3.387286624505715e-06	nan
ARABISOM-MONOMER	13.531896428498499	40.319646796342646	1.6071402380823183e-05	4.57900123587712e-05	2.292715142186911e-06	5.482037841445991e-06	2.6697962337539885e-06	nan
ARAE-MONOMER	8.737712115333565	10.028688650677587	1.0120540654076787e-05	1.1071234157028932e-05	1.4804343929728233e-06	3.2639370009975682e-06	1.5895634004188305e-06	nan
ARAF-MONOMER	63.03697851789835	71.87131047980655	7.320019263739035e-05	7.71615347045195e-05	1.0680382896023479e-05	1.618822045546692e-05	7.883792715992082e-06	35.0
ARAG-MONOMER	60.74169916889588	68.78984480669001	7.060569439359512e-05	7.416403633370112e-05	1.0291492710023822e-05	2.4145139658020232e-05	1.1758875948481824e-05	nan
ARAH-MONOMER	59.08952237038247	69.03130095697618	6.873565561333623e-05	7.457117478781557e-05	1.0011563670990976e-05	1.4610908686190851e-05	7.115629280630181e-06	nan
ARAJ-MONOMER	14.16492924383819	16.77738979063437	1.6279428314248565e-05	1.8559038306467254e-05	2.3999701695143383e-06	4.292658348661801e-06	2.090558916869308e-06	nan
ARCA-MONOMER	3381.2106833636235	811.7901208067625	0.003934357806685465	0.0004974807413381505	0.0005728800078860871	0.0006665721480919606	0.0003246259624562927	3367.0
ARCB-MONOMER	1.4659773131036735	1.2462278051924327	1.7144938266526928e-06	1.4758954879021726e-06	2.4838117861859953e-07	9.31667894606882e-07	4.537297092927166e-07	50.0
ARCD-MONOMER	28.87513017908558	26.690272312436395	3.38287403408586e-05	3.037599831144535e-05	4.892325960667554e-06	1.0329657164583312e-05	5.030625579684104e-06	nan
ARGDECARBOXBIO-MONOMER	898.5166654754855	369.7196179699848	0.0010430680783935133	0.0003546685576132658	0.00015223607240330613	0.00047952633503555657	0.00023353315688278708	1295.0
ARGDECARBOXDEG-MONOMER	3.0659191153948253	17.106092728714763	3.447655863655966e-06	1.8221654027074977e-05	5.194600193497037e-07	1.8696339588366445e-06	9.10526677518158e-07	nan
ARGS-MONOMER	658.1599926487105	214.9985680233007	0.0007639548145011236	0.00018368027201149005	0.00011151233599079214	0.00030753364764205275	0.00014977134379116406	941.0
ARGSUCCINLYA-MONOMER	517.9827270221151	192.89500913005537	0.0006049583299520282	0.00019247575539361152	8.776204044348036e-05	0.00018827874843101392	9.169325495287861e-05	2883.0
ARGSUCCINSYN-MONOMER	5377.644871454534	1328.9211856455026	0.006252795696447538	0.00085236612980587	0.0009111367273046493	0.001938416019740167	0.0009440240907905963	8325.0
ARGSUCCTRAN-MONOMER	18.63349992852913	29.88152037292472	2.2051661769031832e-05	3.489848424268243e-05	3.1570820589570402e-06	5.1772600966774684e-06	2.521367036683651e-06	nan
ARGT-MONOMER	1122.8183899654898	389.85314035962557	0.0013097377218574025	0.00036738573250335124	0.00019023961188309595	0.0002270946500291979	0.000110596909194941	6161.0
AROA-MONOMER	1684.8213126135877	427.86191723267405	0.001960244763713663	0.00028118190270437303	0.00028546001336318374	0.0005610737745324146	0.00027324741153367547	2056.0
AROB-MONOMER	83.28213636642094	27.70293784358031	9.668411336025141e-05	2.4685208304850594e-05	1.4110528862668476e-05	2.339491126570997e-05	1.1393508726624609e-05	305.0
AROC-MONOMER	358.61795756672313	134.2351279822554	0.00041661113656408323	0.00012749109079810442	6.076079771359895e-05	0.00010140453043296786	4.9384816607562725e-05	798.0
AROD-MONOMER	635.1282008739867	362.31184841659467	0.000737975324811526	0.0003796503160581328	0.00010761004941679827	0.000126015364131704	6.137048927506483e-05	881.0
AROE-MONOMER	215.21045618835637	87.23294315944503	0.00025068770195083864	8.47294401117478e-05	3.646320190722499e-05	4.57275598791632e-05	2.2269687053445826e-05	121.0
AROF-MONOMER	330.5046660268322	160.21346248034618	0.00038346953652158296	0.0001628247081907721	5.599755040744326e-05	9.264901454723989e-05	4.5120810409071395e-05	2076.0
AROG-MONOMER	1556.904808458067	850.2780239453997	0.0018012573951335313	0.0008578306476571767	0.0002637870640051521	0.00042755979361378156	0.0002082250359646578	6678.0
AROH-MONOMER	767.155686528762	248.21922637005753	0.0008977501105617687	0.00023765468125378435	0.00012997952417187193	0.00021471069613420397	0.0001045658246924092	300.0
AROK-MONOMER	1273.8749617120336	355.70653589982635	0.0014818901844533031	0.0002835253076833564	0.00021583319303412855	0.0001798024714778519	8.75652403458436e-05	2112.0
AROL-MONOMER	109.23714034836944	73.87775926200905	0.00012656495173935054	7.860060572905432e-05	1.8508096562019973e-05	1.510955977161074e-05	7.35847634376906e-06	680.0
AROP-MONOMER	185.5512165363174	130.23600433094364	0.00021355600687182237	0.0001338573987934462	3.1438023934921705e-05	6.662985658002218e-05	3.2449272569411934e-05	200.0
ARSF-MONOMER	11.054116211635458	19.979773833668716	1.3199225736971128e-05	2.4572267091052144e-05	1.8729037541652686e-06	3.6343769215858405e-06	1.7699706017959426e-06	nan
ARTI-MONOMER	272.3983531069408	132.62009614191706	0.0003160354753965022	0.00013215713142481197	4.615257234453711e-05	5.3003091236630325e-05	2.5812928960656245e-05	1927.0
ARTJ-MONOMER	3701.842595617815	1114.7039262177477	0.004293575519584427	0.0008503930354562636	0.0006272048132951319	0.0007176791430867719	0.00034951547739616785	9359.0
ARTM-MONOMER	123.58417992281146	59.54014763249362	0.00014342287239092348	5.905562909646978e-05	2.0938921764657734e-05	2.2252168497778894e-05	1.0836983867400495e-05	nan
ARTP-MONOMER	295.74983408547916	141.16618123179563	0.0003431708621444481	0.00013970640784844812	5.010902400043595e-05	5.7742306776094826e-05	2.8120964797722503e-05	588.0
ARTQ-MONOMER	119.14528496457086	55.984646760737085	0.0001384521146086357	5.604911928083068e-05	2.0186837846552797e-05	2.2575039036917806e-05	1.099422439990215e-05	nan
ARYLSULFAT-MONOMER	19.20694901063895	36.30798901713382	2.2872888183544274e-05	4.474777667994387e-05	3.2542417882509675e-06	8.425741390879046e-06	4.103403384391904e-06	nan
ASCF-MONOMER	34.62763931714688	45.835409198177395	4.0713231611137754e-05	5.138209969282849e-05	5.8669761049463455e-06	1.2768995310933839e-05	6.218602748820401e-06	nan
ASL-MONOMER	2035.1988983275817	529.5800702917022	0.002370975886811415	0.00038525886477853955	0.0003448246412624606	0.0007578318106609686	0.000369070147350159	5.0
ASNS-MONOMER	4336.699227604092	1194.3619767831196	0.005061945308524126	0.0010050096132711796	0.0007347688506762714	0.0016469324222103921	0.0008020692496542222	5528.0
ASNSYNA-MONOMER	3274.9110749218926	766.0151404118675	0.0038254878501659062	0.0005562211212799225	0.000554869618642372	0.0008670110943909682	0.000422241330938601	1766.0
ASNSYNB-MONOMER	633.2961957076637	332.6078780635396	0.0007341970378831259	0.000333112074820145	0.0001072996519785983	0.0002866583393019693	0.0001396049018225498	1154.0
ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER	13896.360999366972	3255.8094284233557	0.01619827310400907	0.002085704462415203	0.0023544665341544836	0.004017709019907044	0.001956656396745694	13769.0
ASPAMINOTRANS-MONOMER	10020.649394539625	2548.412430663911	0.011658160035495167	0.0016931356473537337	0.0016978030184314939	0.003154616043921854	0.0015363232207789655	6985.0
ASPARTASE-MONOMER	161.4659211574197	75.62722149869306	0.00018820603298889477	7.869280218431145e-05	2.7357241783578374e-05	6.107046252566825e-05	2.9741803241846428e-05	nan
ASPCARBCAT-MONOMER	10107.777651569297	2669.7213772056552	0.011721711855399561	0.0017405892423355148	0.0017125651972036858	0.0025141764196241075	0.0012244240062259445	8888.0
ASPCARBREG-MONOMER	7030.2219961814135	1932.3418060222957	0.008142039610558831	0.0012990250402888856	0.0011911335937832854	0.0008697385286892689	0.00042356961323580854	19076.0
ASPDECARBOX-MONOMER	4384.631784627637	1127.7696267829742	0.005094073072431604	0.000738066790772534	0.0007428900848190466	0.0004382050768958808	0.00021340937398562566	665.0
ASPKINIHOMOSERDEHYDROGI-MONOMER	1684.5557932245615	450.31256343987235	0.0019606913688337032	0.00033864131815029955	0.0002854150262967381	0.001084621190260687	0.0005282191864702543	5703.0
ASPKINIIHOMOSERDEHYDROGII-MONOMER	166.59826478936515	96.02395744847452	0.0001940421912014841	0.00010253125165505161	2.8226817014370587e-05	0.00010697783200065623	5.2099059005251975e-05	343.0
ASPKINIII-MONOMER	1684.091357640236	367.15865400960905	0.0019609647318296073	0.0001805513064180229	0.00028533633677214855	0.0005903883332288893	0.0002875238358608314	3720.0
ASPS-MONOMER	1152.6556252680157	367.6379401183083	0.0013360830999496116	0.0002946850846279859	0.0001952949477364672	0.0005489006856948782	0.0002673190199990715	2272.0
ATOA-MONOMER	62.74910661411856	58.9678432582463	7.328804926373517e-05	6.471706544618384e-05	1.0631608633207212e-05	1.0408239653242137e-05	5.068895879585026e-06	nan
ATOC-MONOMER	35.57580762083682	61.466552053726176	4.169374424699623e-05	6.877387028556972e-05	6.027624676171984e-06	1.3411266650576977e-05	6.531394023383199e-06	2.0
ATOD-MONOMER	64.83658695962917	62.23596894510833	7.568691038242837e-05	6.810650960948287e-05	1.0985291342978055e-05	1.1018984285429832e-05	5.366333395698574e-06	nan
ATOS-MONOMER	39.343524739131325	67.13108990855936	4.603616503362329e-05	7.523474892295232e-05	6.665990638713507e-06	1.926993189974412e-05	9.38461081418997e-06	nan
ATPA-MONOMER	4261.367291356109	992.815892164871	0.004965236906802124	0.0006097621115456803	0.0007220053277038173	0.001700254984409404	0.0008280377635263346	14552.0
ATPB-MONOMER	2587.633040472933	590.3132449985425	0.003016875919955347	0.0003581785874998227	0.0004384238000684833	0.000566581966905988	0.0002759299452335669	1155.0
ATPC-MONOMER	1785.2399277123195	422.30604530606763	0.002080582952662747	0.00027274087112749045	0.0003024739833274697	0.00019430560052259604	9.462838007986134e-05	10112.0
ATPD-MONOMER	4874.3253405076475	1132.05857101287	0.005683855413997042	0.0007235349715623557	0.0008258590785982895	0.0017718530790547349	0.0008629066077329345	24156.0
ATPE-MONOMER	11618.265070143554	2661.7440151170213	0.013541495363975415	0.0016006486892914317	0.001968487742498565	0.0006929636730597123	0.00033747884600066145	286.0
ATPF-MONOMER	2338.4006733577016	546.3359276373698	0.002724575091395415	0.0003367749750824553	0.00039619625088293414	0.0002916982155809587	0.00014205936184223528	8988.0
ATPG-MONOMER	1805.1151395724	420.4496216316809	0.002104354423280477	0.00026645054275742424	0.00030584144918316544	0.0004119427838253634	0.0002006194274078551	2307.0
ATPH-MONOMER	1261.6102693430805	291.69424296984795	0.0014703697472815943	0.00017808804940419714	0.00021375518083109819	0.00017617660457796744	8.579941419261674e-05	7700.0
