# Column descriptions:
# id	Object ID, according to EcoCyc
# protein-count-avg	A floating point number
# protein-count-std	A floating point number
# protein-concentration-avg	A floating point number in mM units
# protein-concentration-std	A floating point number in mM units
# relative-protein-count-to-protein-rna-counts	A floating point number
# relative-protein-mass-to-total-protein-mass	A floating point number
# relative-protein-mass-to-total-cell-dry-mass	A floating point number
id	protein-count-avg	protein-count-std	protein-concentration-avg	protein-concentration-std	relative-protein-count-to-protein-rna-counts	relative-protein-mass-to-total-protein-mass	relative-protein-mass-to-total-cell-dry-mass
EG11900-MONOMER	13.687622300494539	36.911348730802736	2.179015828643648e-05	5.724283553812739e-05	3.0621445154978628e-06	9.11735117677593e-07	4.696780171912151e-07
EG11901-MONOMER	13.274486782652009	34.06272560709745	2.1128522604047136e-05	5.283817271320463e-05	2.969719357033842e-06	9.907410378767704e-07	5.103777151912638e-07
EG11902-MONOMER	6.015735107505841	11.106857507196997	9.786135668718062e-06	1.7863985651732574e-05	1.3458181312813838e-06	1.8758143597434095e-06	9.663209763678772e-07
EG11903-MONOMER	10.101972225187083	38.58570402791082	1.6787152599981537e-05	6.411649768258642e-05	2.2599760693243796e-06	2.1993890290521467e-06	1.133009640813917e-06
EG11905-MONOMER	5.719538430521459	19.95795007304317	9.652850325681368e-06	3.2642400535497886e-05	1.2795541001717846e-06	1.2772580004800938e-06	6.579761966778191e-07
EG11906-MONOMER	6.896362709170907	24.397598484445925	1.1749373756726307e-05	4.109444959216143e-05	1.5428288992171187e-06	6.000123588906402e-06	3.0909483417927744e-06
EG11910-MONOMER	9.189639591560821	29.383653828423373	1.4132978103179714e-05	4.338442068054659e-05	2.05587236825517e-06	7.489755952244887e-06	3.8583286490676026e-06
EG11911-MONOMER	8.643393697892577	30.2720594182804	1.3324521451699977e-05	4.513470129835311e-05	1.9336682461156365e-06	2.658361170831111e-06	1.3694479673816764e-06
EG11912-MONOMER	11.085020338942849	33.434123332907085	1.8526663311492875e-05	5.471346398697306e-05	2.4798999775037406e-06	1.328081405356988e-06	6.841577438911043e-07
EG11913-MONOMER	63.697958990049926	80.43026267857624	0.00010237847070876687	0.00012502501731976706	1.4250273092554713e-05	1.9421656231001996e-05	1.0005016602170756e-05
EG11914-MONOMER	250.3827539995968	92.96883434437804	0.00040585592818738036	0.00012723833263396486	5.601470877139957e-05	0.00015816018401515597	8.147581483540545e-05
EG11915-MONOMER	37.31366089111847	21.713524387569183	6.018870723926166e-05	3.201005874310886e-05	8.347674968117527e-06	8.731294160981702e-06	4.497903886261487e-06
EG11916-MONOMER	489.3162035554607	174.55974637806045	0.0007964362393659072	0.00025188583375622235	0.0001094680212652751	0.00010483687343418489	5.4006447583722876e-05
EG11917-MONOMER	5.34336642117622	3.798200484109738	8.629083881729704e-06	5.768715019549509e-06	1.1953982818702584e-06	1.3335300213051597e-06	6.869645844803889e-07
EG11918-MONOMER	14.852217122662207	38.69081209513217	2.3477055975856785e-05	6.025416852614284e-05	3.3226833855212625e-06	2.141233011187673e-06	1.1030507167484498e-06
EG11919-MONOMER	35.459223680933576	37.12221417777611	5.750164100065516e-05	5.796611640664098e-05	7.93280709641291e-06	1.9997366253402445e-05	1.0301592149778181e-05
EG11920-MONOMER	23.870011029280963	40.910319661172856	3.883954361751967e-05	6.583118824546853e-05	5.340111069220934e-06	5.560757866061799e-06	2.8646102118619157e-06
EG11921-MONOMER	218.95139289145052	94.01709924133849	0.00035524517134769283	0.00013551226409924143	4.89830002745582e-05	6.746528594106644e-05	3.4754569738141376e-05
EG11922-MONOMER	97.66762965334851	83.94743937058261	0.00015826303602156546	0.00012951765169921337	2.1849842866709726e-05	9.76334700205691e-06	5.029563271355146e-06
EG11923-MONOMER	67.0910046133229	80.38079351594152	0.00011076396752717414	0.00013297086512583872	1.5009352779153308e-05	4.6993694855415255e-06	2.420868187725713e-06
EG11924-MONOMER	5.993299415329514	22.465379046560294	1.0223252924660816e-05	3.8931417391221775e-05	1.3407989007502598e-06	1.3497960577405914e-06	6.953439916047015e-07
EG11925-MONOMER	6.001207291184877	22.019953754779863	1.0207009790675839e-05	3.8164786330961996e-05	1.3425680216500133e-06	1.4956797172467392e-06	7.704955861950015e-07
EG11926-MONOMER	5.229093582855991	18.941780971549306	8.889417678798998e-06	3.298712861493365e-05	1.169833582797577e-06	3.891994080450333e-06	2.0049508099262107e-06
EG11928-MONOMER	44.9159758541763	29.134316004953288	7.309318484744105e-05	4.519051758440418e-05	1.0048436908953213e-05	3.545735519568172e-06	1.82657659667349e-06
EG11929-MONOMER	85.80928594300352	49.57219392857847	0.0001394086446937199	7.607233763465549e-05	1.919693782898016e-05	1.5664115462940967e-05	8.069329072712075e-06
EG11930-MONOMER	0.24147958397077834	1.450369388905087	4.008572540868219e-07	2.5035818806520387e-06	5.402292432003388e-08	2.234244436860138e-08	1.1509653151213288e-08
EG11931-MONOMER	0.25913354917517584	1.7104465509267097	4.2669887928850327e-07	2.9384238487317177e-06	5.797240448106103e-08	6.55001500681508e-08	3.3742235012400646e-08
EG11932-MONOMER	150.2827623012061	121.25202624046968	0.00024220304663754235	0.00018461015157017753	3.36207068146438e-05	5.4815063566876436e-05	2.8237839992256407e-05
EG11933-MONOMER	10.05118772310575	29.643985461123936	1.597860623437237e-05	4.484013605057157e-05	2.2486147473133956e-06	8.606751552112576e-07	4.4337460793992564e-07
EG11935-MONOMER	121.34447409304919	48.45194947008864	0.00019702420627312203	6.919752161248303e-05	2.714673941701167e-05	1.8013564128304913e-05	9.27964155190178e-06
EG11936-MONOMER	358.1006226206995	145.85180663411776	0.0005813787501203634	0.0002102455151998078	8.011295413336514e-05	4.5905071975494895e-05	2.364788058113903e-05
EG11937-MONOMER	112.4323905077027	77.91033185777661	0.00018360171924445176	0.00012163682268625895	2.515296085756521e-05	1.0984633476268796e-05	5.658705879233862e-06
EG11938-MONOMER	22.783154848732817	43.187314771040455	3.691050909928847e-05	6.91009709166236e-05	5.096963602163766e-06	1.3137607717406949e-05	6.767805060602797e-06
EG11939-MONOMER	311.65766297838024	150.5407181282134	0.0005020723775359754	0.000204119454540729	6.972290602785319e-05	0.00013509958993147426	6.959620869270868e-05
EG11941-MONOMER	2.536395441230536	14.478830044068511	4.137950138349533e-06	2.3734271895899553e-05	5.674330587875185e-07	1.187671199347811e-06	6.118257848899149e-07
EG11948-MONOMER	8.666092669678966	26.682218600186626	1.3893682622793996e-05	3.9933192607729074e-05	1.938746376592733e-06	5.038226195485567e-06	2.5954293563728723e-06
EG11949-MONOMER	8.391392417072852	27.369547263667965	1.332885700981201e-05	3.998430222545185e-05	1.8772914464772744e-06	1.1559615725837238e-06	5.954906516525698e-07
EG11950-MONOMER	8.436792732534007	27.553271628136272	1.3491957603044065e-05	4.128112156240918e-05	1.8874482380616115e-06	1.823104492965734e-06	9.391676231246537e-07
EG11951-MONOMER	97.20743587006795	38.77609369842045	0.00015640629287402022	4.946959178300574e-05	2.1746890006190784e-05	2.3109034164895764e-05	1.190455992681243e-05
EG11952-MONOMER	2.953449318675063	13.583312735786496	5.30873663172867e-06	2.518585489899361e-05	6.607348182492576e-07	1.4971154318965253e-06	7.71235190929852e-07
EG11954-MONOMER	3.325963876139989	13.730771337171815	5.916330983192216e-06	2.5408308247620003e-05	7.440724048688944e-07	1.1641313310343267e-06	5.996992818518588e-07
EG11955-MONOMER	2.0564177369812975	8.922116895278508	3.3973198824912808e-06	1.4607072212692858e-05	4.6005421223832953e-07	1.4264853748336142e-06	7.348502974314959e-07
EG11956-MONOMER	16.178278246225734	27.842560941654785	2.630739371390829e-05	4.4554303865371064e-05	3.6193449025904674e-06	5.188627508326902e-06	2.6729082085401677e-06
EG11957-MONOMER	34.168823899147306	49.04702291440924	5.50853445421911e-05	7.768293506729403e-05	7.6441236035572e-06	8.45699926958028e-06	4.356601573537962e-06
EG11962-MONOMER	8.897885461510182	7.564451978117465	1.4320600641211325e-05	1.166803807999127e-05	1.9906022074050907e-06	2.460833792966631e-06	1.2676922431833071e-06
EG11964-MONOMER	921.3777588026708	454.5608115307759	0.0014808131061168162	0.0006461686003404601	0.00020612724320405692	0.00011971589973289274	6.167133997869175e-05
EG11966-MONOMER	1.3226598356281354	15.294832869382978	1.9213696941367284e-06	2.0356614358265357e-05	2.959005934428557e-07	3.638879316081988e-07	1.8745593855472e-07
EG11967-MONOMER	1520.076870530473	425.23570727047627	0.0024671380742600944	0.0005138333954236525	0.00034006600635538186	0.0008348055530141285	0.00043004794844212873
EG11969-MONOMER	72.31840466787634	122.21932324672785	0.00011660815740228633	0.0001950950284837381	1.6178807492028145e-05	1.1094055262320906e-05	5.715074232842294e-06
EG11970-MONOMER	13.41082529856145	22.499954108846907	2.1627288489902392e-05	3.595124200000978e-05	3.0002205083351993e-06	1.7725866821317464e-06	9.131435019020482e-07
EG11972-MONOMER	1.5514616762135174	7.116178335120914	2.506843286424358e-06	1.1336563450547888e-05	3.470872996437588e-07	1.404684990044709e-06	7.236198848882781e-07
EG11973-MONOMER	1.893015974668232	7.1632569944407525	3.0598898702441268e-06	1.1602906947874884e-05	4.2349857099510495e-07	4.857817857236745e-07	2.5024924617084376e-07
EG11974-MONOMER	29.098741713214977	18.52909110398882	4.66115416889132e-05	2.705489083270135e-05	6.509863465606495e-06	5.347485970967483e-06	2.754743739825974e-06
EG11975-MONOMER	628.6650893608946	296.48783035245197	0.0010247691295478898	0.0004459205811438009	0.0001406426414470747	0.00016054871905309945	8.270626255959823e-05
EG11976-MONOMER	619.2490791143368	294.7876709482219	0.001009707611860484	0.00044491322835016377	0.00013853612626851613	5.655768740568467e-05	2.9135548211949026e-05
EG11977-MONOMER	606.3881690207659	292.1323234388791	0.0009879052715387744	0.0004388442413516673	0.00013565893076715308	0.00016411873007132101	8.45453446174005e-05
EG11982-MONOMER	54.54409221902017	28.406925938029758	8.824099019243377e-05	4.117174251745521e-05	1.22024036881298e-05	2.314908288692527e-05	1.192519092367671e-05
EG11983-MONOMER	229.57672465933754	131.90061632406105	0.0003694095057398878	0.00019106887284711362	5.1360060415763656e-05	8.219214929915842e-05	4.234107578289433e-05
EG11984-MONOMER	98.17563833445998	58.48125495781668	0.00015804117580319748	8.596767956946834e-05	2.196349270029949e-05	2.0186754023359568e-05	1.0399154775752605e-05
EG11985-MONOMER	81.98341338456612	54.013063022962996	0.00013148675948854144	7.984947894537206e-05	1.834102769246291e-05	3.3584778326739765e-05	1.7301112775484453e-05
EG11987-MONOMER	1.4693563880883767	9.109356759387058	2.3605333414685886e-06	1.454956317967018e-05	3.2871900658261207e-07	5.139673873904855e-07	2.6476898688010803e-07
EG11988-MONOMER	1.4055264999229136	9.290961757672196	2.245103501314109e-06	1.4861915648816192e-05	3.1443921878019344e-07	1.2298869439852855e-06	6.335731179158554e-07
EG11989-MONOMER	1.8621221285326313	12.450068217524125	2.9596053254683175e-06	1.985831038138757e-05	4.165871133708434e-07	4.697167924407474e-07	2.419734059130556e-07
EG11990-MONOMER	1.6778050544941354	10.158996715529641	2.680830635027e-06	1.6232596130068746e-05	3.7535237551873295e-07	3.032119713553778e-07	1.5619887260412946e-07
EG11991-MONOMER	81.4499662005906	83.81111336612773	0.00013054437606957909	0.00013029168522773243	1.8221686850579844e-05	7.832002225560338e-06	4.034635942628194e-06
EG11992-MONOMER	3.798870981131628	14.79214910361967	5.80272175866754e-06	2.204964720754438e-05	8.498694429591256e-07	1.1027475648599945e-06	5.680775914886226e-07
EG11995-MONOMER	13.045068251088104	37.00897701037572	2.110207428401727e-05	5.712940338041989e-05	2.9183946869955253e-06	1.7078958779599796e-05	8.798181993610037e-06
EG11998-MONOMER	3.1066068950795174	12.63592925147554	5.3475762723162564e-06	2.253773387767479e-05	6.9499866790099e-07	1.168960326730823e-06	6.021869266510771e-07
EG11999-MONOMER	2.767557310752956	11.035869894518223	4.7671545419822245e-06	1.9712227803241244e-05	6.191477419815994e-07	2.1879679177851454e-06	1.1271260845156037e-06
EG12002-MONOMER	2.684572052039231	10.190767582918522	4.587503963559469e-06	1.7884307114415872e-05	6.005825851370667e-07	1.0721433695771345e-06	5.523119184554278e-07
EG12003-MONOMER	2.312000569253211	9.483519917049307	3.991172715687623e-06	1.661004332228875e-05	5.172322633939764e-07	1.4847922504403625e-06	7.648869354775872e-07
EG12004-MONOMER	11.241356245775075	24.22621991587477	1.8605891475748645e-05	3.944802933579393e-05	2.5148748715482957e-06	1.7691320417191727e-06	9.11363852717075e-07
EG12005-MONOMER	261.61934512161855	107.22616312837427	0.0004227371048002808	0.0001443129311635168	5.852851760698877e-05	4.4600939507058034e-05	2.297606007093388e-05
EG12006-MONOMER	31.077399461581336	43.68631667126917	4.9699362060440276e-05	6.70455803956487e-05	6.952521499207297e-06	8.073678675581585e-06	4.159134948586118e-06
EG12007-MONOMER	14.333020244067313	20.091705170053345	2.2928140309304978e-05	3.0892831378844784e-05	3.2065305695427325e-06	8.440579794340926e-06	4.348143122805709e-06
EG12008-MONOMER	51.638713962120946	46.49116955609464	8.414493532982695e-05	7.49525825293698e-05	1.155242315100691e-05	1.3736366653073527e-05	7.076254197009592e-06
EG12013-MONOMER	124.55965655056274	64.1360101507041	0.00020046740787116606	8.974977066753857e-05	2.78660282103797e-05	9.85767853100758e-05	5.0781579175600905e-05
EG12015-MONOMER	215.24311618695225	78.7060972858296	0.0003465576081926823	0.00010074150613727999	4.815339824994523e-05	6.920458695753247e-05	3.5650566214391304e-05
EG12016-MONOMER	31.111289002739532	45.54532805957716	5.1201751137092426e-05	7.518776326351336e-05	6.960103142703301e-06	6.399592583118665e-06	3.2967337738696938e-06
EG12017-MONOMER	54.632886232373906	32.556254433828734	8.825030749036212e-05	4.831660862466298e-05	1.2222268358196739e-05	1.1117785283041348e-05	5.727298692407122e-06
EG12019-MONOMER	11.450637445001838	22.904786254829506	1.8229163544963238e-05	3.548285495824648e-05	2.5616944916649242e-06	2.9255013211395413e-06	1.5070645335052104e-06
EG12022-MONOMER	12.427343129232339	10.135246469469934	2.0367658008151005e-05	1.610889276752395e-05	2.7801994948395047e-06	4.147992917477449e-06	2.1368279569691203e-06
EG12023-MONOMER	24.035900902503528	44.51726510020234	3.7941589431707295e-05	6.695406486347811e-05	5.377223341485107e-06	3.3239922013582956e-06	1.7123460926565941e-06
EG12024-MONOMER	22.36455450006523	40.57560729097761	3.531370028185924e-05	6.124980063462614e-05	5.003315871848207e-06	5.191032150779439e-06	2.674146953957848e-06
EG12025-MONOMER	22.99288670675158	24.609648987234404	3.702746393829696e-05	3.8286706666075495e-05	5.1438840420077354e-06	5.951195505487241e-06	3.0657431645875635e-06
EG12026-MONOMER	1152.097064788131	514.7187253480614	0.0018503499011525623	0.0006926335670684779	0.00025774291771147846	0.0003414087937977947	0.00017587586812609345
EG12027-MONOMER	23.863111205986645	44.6098517930327	3.787926754247299e-05	6.840226015124115e-05	5.3385674661323366e-06	8.348077310906284e-06	4.300490704726745e-06
EG12028-MONOMER	12.064285290734219	9.137659162542246	1.958311087486062e-05	1.43471290894048e-05	2.6989775306035863e-06	4.541843446969734e-06	2.3397190512957733e-06
EG12030-MONOMER	0.2737016875985816	3.9269628706064976	3.9071031548513183e-07	4.717525301709802e-06	6.123153482487785e-08	8.755712814422987e-08	4.510483093213607e-08
EG12031-MONOMER	9.026721694477057	31.983631894783745	1.456373063214092e-05	5.075374489615095e-05	2.0194249755613005e-06	2.1654515878715144e-06	1.1155268546699929e-06
EG12033-MONOMER	4.792179884014658	13.63848875985721	8.051579443001989e-06	2.2380285120949338e-05	1.0720888571409863e-06	1.4952953325446709e-06	7.702975713974954e-07
EG12035-MONOMER	2853.3002407466706	812.7174541109622	0.0046319277052829875	0.0009541061471706234	0.0006383298349016739	0.000582455462767265	0.0003000504439837306
EG12036-MONOMER	43.07061111704083	54.32149395382664	6.907750277233195e-05	8.228106718671707e-05	9.635598697549002e-06	2.2063205216021265e-05	1.1365803814971792e-05
EG12042-MONOMER	503.22819938093716	181.32971258082353	0.0008101676919415985	0.0002151274073714609	0.00011258036180049521	5.975464756394898e-05	3.0782454072060765e-05
EG12043-MONOMER	2977.2020943774387	1530.6554934191088	0.004830554472453322	0.002308216994514814	0.0006660487018623561	0.00023395751538050812	0.00012052261649282834
EG12044-MONOMER	666.7100295300103	191.38365950372153	0.001079726023319101	0.0002200936946723987	0.00014915391552548733	0.00016348567233748958	8.42192265427223e-05
EG12045-MONOMER	39.27584350280476	62.06709451133718	6.287493566042609e-05	9.46224541242175e-05	8.78664724473882e-06	2.47369770255116e-05	1.2743190533498157e-05
EG12048-MONOMER	319.7764779829461	164.87367485463858	0.0005131773185983847	0.0002277564935516046	7.15392174581938e-05	0.00011464949895479905	5.906139655804956e-05
EG12049-MONOMER	34.610232326466715	13.433357894511516	5.5647486266262246e-05	1.7143135081923456e-05	7.742873873336477e-06	2.2089551291917368e-05	1.1379375928678643e-05
EG12052-MONOMER	8.021029162367618	16.309544209651914	1.3222644465201013e-05	2.681582195288585e-05	1.7944351413981523e-06	2.9733428634499686e-06	1.5317099818334135e-06
EG12053-MONOMER	21.246719085399842	43.20458709767088	3.4894585117760235e-05	7.102816707239703e-05	4.753237844481597e-06	4.192388467794302e-06	2.159698211323309e-06
EG12054-MONOMER	4.7591181319007125	9.594266837237054	7.82391433028629e-06	1.5742715215175878e-05	1.0646924035652029e-06	3.2226024145349927e-06	1.6601154029361963e-06
EG12069-MONOMER	276.66096939078045	137.43005690355628	0.00044644239272440483	0.0001935511916069967	6.189357446265095e-05	0.000158017077299996	8.140209377660244e-05
EG12073-MONOMER	13.323452046346699	8.788997933016974	2.130980801187094e-05	1.2772457236839998e-05	2.9806736857244565e-06	4.869648585872785e-06	2.5085870313481992e-06
EG12080-MONOMER	1.0820531065808043	1.487511573606342	1.7866575167696555e-06	2.362881836680396e-06	2.4207294101577596e-07	1.9935028506303063e-07	1.0269479018577986e-07
EG12081-MONOMER	18.781755434589247	45.49274744917766	3.007900139356367e-05	7.021469764108928e-05	4.201785243107687e-06	3.1822482491890753e-06	1.6393270577276055e-06
EG12094-MONOMER	42.1811861813783	45.98328990832322	6.966520509979945e-05	7.620976155944757e-05	9.436619822409553e-06	2.558877953432635e-05	1.318199442030872e-05
EG12096-MONOMER	11.745645805908374	19.138326826071996	1.878465599828374e-05	2.9338587657560996e-05	2.6276926770724313e-06	1.391050740498157e-06	7.165962360578739e-07
EG12097-MONOMER	76.55803180702316	44.83682754861937	0.0001234129948382155	6.726717420755445e-05	1.7127281281476972e-05	1.9121252241465994e-05	9.850264254228956e-06
EG12098-MONOMER	290.81415780173387	163.52867164102256	0.0004679526051326039	0.00024134034282578224	6.505987371594369e-05	0.00010236045807117171	5.273072853452728e-05
EG12099-MONOMER	3214.4604096251232	863.0884037133324	0.005170278933555719	0.0007157731275414052	0.000719127259470255	0.0006275164408094059	0.00032326349173101903
EG12101-MONOMER	275.40615505034333	153.3991091509769	0.00044546401214591385	0.00023021982776910712	6.161285201384414e-05	2.1870522320679806e-05	1.126654371357177e-05
EG12104-MONOMER	76.20899657262129	55.245236305751085	0.00012296424736921833	8.041672047739722e-05	1.7049196402651774e-05	2.6095203484178566e-05	1.3442877424607828e-05
EG12105-MONOMER	51.57149701735036	33.780731190851625	8.401286074946788e-05	5.3489034300302964e-05	1.1537385623359005e-05	1.6001706283931373e-05	8.243238121898e-06
EG12106-MONOMER	36.17645189217395	57.82506185697526	5.7413056287180165e-05	8.745836896751252e-05	8.093262753735563e-06	1.7361986343816446e-05	8.943982920430036e-06
EG12107-MONOMER	37.80178128817258	60.57280096035206	5.975211804762406e-05	9.055155117039679e-05	8.456875467950714e-06	5.598382441078833e-06	2.883992415584282e-06
EG12108-MONOMER	19.740842731941036	32.77310682943645	3.2668361001560676e-05	5.55132545211751e-05	4.416348725573399e-06	1.033846708151756e-05	5.325834911363919e-06
EG12110-MONOMER	277.99677423180464	143.31683664731045	0.00045041145561868146	0.00021059404351796176	6.219241580835128e-05	7.829025400158883e-05	4.0331024386258025e-05
EG12111-MONOMER	556.8421365970518	175.00803456873746	0.0009002799072345476	0.00020858612298685757	0.00012457467463265455	0.00021206341237382765	0.00010924392524909122
EG12113-MONOMER	7.040227226906702	22.908599002773567	1.0643027318800193e-05	3.072979293867026e-05	1.5750137399650616e-06	2.98513162164439e-06	1.537782930507373e-06
EG12114-MONOMER	429.7256555306507	176.29909805114534	0.000690274555541791	0.0002313753576481378	9.613664304605795e-05	0.00024272860594585577	0.00012504102139515417
EG12115-MONOMER	116.96621719381886	47.84402265925548	0.0001882697141365794	6.235949184628607e-05	2.616725188754248e-05	2.805074752695593e-05	1.4450270943551512e-05
EG12116-MONOMER	127.0271794689342	49.17209169540359	0.000205432224185021	6.573774049210203e-05	2.8418053361678874e-05	2.9828806462169017e-05	1.5366233462651624e-05
EG12117-MONOMER	13920.830528575325	3505.5534190925637	0.022536150401671777	0.003365063758706783	0.0031143170025017416	0.0024558389596499412	0.0012651191675576152
EG12119-MONOMER	166.58939528705778	78.7559403725571	0.0002689485524089729	0.00010957700109537806	3.726876676747127e-05	2.684179200466262e-05	1.3827480594058929e-05
EG12120-MONOMER	76.1716061242158	42.57167838111883	0.000123601143560332	6.358573239766111e-05	1.704083154906338e-05	2.3884139883596277e-05	1.2303853658088409e-05
EG12121-MONOMER	58.56756679830647	35.12937413741446	9.525140799455887e-05	5.38584295862238e-05	1.3102520621935132e-05	2.0714299253185774e-05	1.0670918353484044e-05
EG12122-MONOMER	79.5891343793361	75.51815668598125	0.00012872973715557747	0.00011706221291438988	1.7805388400007282e-05	1.4612766722552525e-05	7.5277294543712345e-06
EG12123-MONOMER	115.5995944070872	81.71391542554302	0.00018606615397917216	0.00012380797185148845	2.5861516064382487e-05	3.7915275872677796e-05	1.9531957525666426e-05
EG12128-MONOMER	179.96854876009536	84.58721333791468	0.0002900835086730603	0.0001184225295196056	4.0261901771495014e-05	5.651390619105265e-05	2.9112994431053794e-05
EG12130-MONOMER	236.65165024133964	111.53649428416271	0.00038087513532307417	0.00015288789344908724	5.294283674410378e-05	0.00014728354499814333	7.587274202602665e-05
EG12131-MONOMER	115.76043452995103	52.807217149797616	0.00018637679671119645	7.175989544258168e-05	2.5897498625070303e-05	2.2097088116635918e-05	1.1383258504682455e-05
EG12132-MONOMER	669.5422706087452	213.88102641268176	0.0010765151958561962	0.00023190695343608088	0.00014978753408212317	7.334292858277116e-05	3.778242233281417e-05
EG12133-MONOMER	130.32338800536047	70.94010128253878	0.00020940547980199131	0.00010047313092476579	2.9155469011392577e-05	3.4411026754928235e-05	1.7726752542928566e-05
EG12134-MONOMER	16.880447338148265	16.821897944113086	2.673489374883245e-05	2.500173421320806e-05	3.776431589129517e-06	4.990339762889283e-06	2.5707607829285656e-06
EG12137-MONOMER	60.49841913639544	67.3256923345162	9.858600797827655e-05	0.00010629027866585088	1.3534483804985685e-05	1.4823494183054511e-05	7.636285167425727e-06
EG12138-MONOMER	19.382910544229787	48.62351269023033	3.098338259855483e-05	7.931513371910981e-05	4.336273453078442e-06	5.498876258191321e-06	2.832732059620457e-06
EG12139-MONOMER	60.993882899870734	38.06964912958794	9.863945359414733e-05	6.029853753044412e-05	1.364532713574438e-05	1.5816954361502215e-05	8.148063640937096e-06
EG12140-MONOMER	52.733703347920446	66.8208164886635	8.496277991105583e-05	0.00010254570394841435	1.17973901488275e-05	1.7622683318397276e-05	9.078280301034138e-06
EG12146-MONOMER	721.3998315959251	239.0921857199217	0.0011634506453306753	0.00028747968779152647	0.00016138891688461705	0.00022228145082686974	0.0001145077216600851
EG12147-MONOMER	354.79658210884594	138.38241319553754	0.0005721983757001113	0.0001829566185607941	7.937378634291628e-05	3.297373015053282e-05	1.6986332868201477e-05
EG12154-MONOMER	8.363449200080645	28.546716737105328	1.3310962688812054e-05	4.280343214983352e-05	1.871040092752021e-06	1.5270867721858412e-06	7.866748503295101e-07
EG12155-MONOMER	2.860291030704095	12.870693269142626	5.292709268142758e-06	2.461931198632155e-05	6.398937887175497e-07	2.2890421096438123e-07	1.1791941962960366e-07
EG12158-MONOMER	443.5774053913023	190.93418081588243	0.0007133131849388664	0.00026408906491788434	9.923550557562307e-05	0.00014296196233491595	7.36464897549034e-05
EG12159-MONOMER	3109.5413147377285	1185.7311676549966	0.005033852416913414	0.0015907337338629	0.0006956551454735949	0.0003015916927944834	0.00015536419024186971
EG12163-MONOMER	175.78110079339666	73.05590716749896	0.00028320622154192254	0.00010001010646582646	3.932510131458177e-05	8.059479452592841e-05	4.151820255129979e-05
EG12165-MONOMER	109.68000142313302	41.089122182146326	0.00017723099847158022	5.293090588568336e-05	2.4537206495353832e-05	5.258037638648859e-05	2.70866465989376e-05
EG12166-MONOMER	26.950939860770152	40.99377228562609	4.421476366789395e-05	6.568621847122849e-05	6.029365135184093e-06	7.327446109634085e-06	3.7747151482053745e-06
EG12167-MONOMER	66.75785154350636	25.75445952434207	0.00010788912254322443	3.3520204575301324e-05	1.4934820999771647e-05	1.8875630576639303e-05	9.723732880940558e-06
EG12169-MONOMER	24.100340365982376	46.41149948352245	3.957696621277783e-05	7.578783846798512e-05	5.391639501234507e-06	1.7708508061995446e-06	9.122492698492089e-07
EG12171-MONOMER	7.351065570854235	23.1432573132268	1.217527772028486e-05	3.900570526418007e-05	1.6445533509529384e-06	4.043880649027818e-06	2.083194787792463e-06
EG12172-MONOMER	1371.0459980313326	507.38031071727585	0.002229589948683568	0.0007345440303929072	0.0003067253677225774	0.00017209848637651386	8.86560956967698e-05
EG12173-MONOMER	4.327932543494503	16.723447498550758	7.223554358907478e-06	2.6566716493576918e-05	9.68229149706124e-07	7.072068914278303e-07	3.643158238281705e-07
EG12176-MONOMER	289.9946774824777	127.52516519444143	0.0004684599047563302	0.00018082750039739357	6.487654259311763e-05	6.028800573345164e-05	3.105721217081959e-05
EG12177-MONOMER	116.87430889102359	41.57390659138556	0.00018843167199912757	5.2819620137337664e-05	2.6146690500096605e-05	1.3659421840263656e-05	7.036616273216829e-06
EG12179-MONOMER	119594.75568363753	27031.15536006633	0.19299855471228208	0.012755390843474317	0.02675529885024121	0.008465857358595404	0.004361164795469485
EG12180-MONOMER	12.426306614010745	13.23415703853716	2.0234397950426904e-05	2.0603610950328986e-05	2.7799676094666213e-06	2.5651483732207536e-06	1.3214296327693199e-06
EG12181-MONOMER	4892.60860283915	2069.733112916506	0.007920674823236117	0.002948224331302817	0.0010945564007212754	0.0005973175055608148	0.00030770658736939513
EG12182-MONOMER	2816.4432608721436	722.9829242802065	0.00454658510252651	0.0006334639685376466	0.0006300843269308322	0.0005596133441497684	0.00028828338491942665
EG12188-MONOMER	89.84383724101944	28.001057478001233	0.0001448136180878854	3.147658705041252e-05	2.0099532805557495e-05	7.131518603524476e-05	3.6737835938552636e-05
EG12190-MONOMER	17.401010424449424	30.84710659715304	2.8276968971642078e-05	5.006690922017189e-05	3.892890048070931e-06	6.626312485259526e-06	3.413527952387847e-06
EG12193-MONOMER	72.58182659124061	67.9872308972432	0.00011756421448329244	0.00010693941440599272	1.623773927580937e-05	2.3713888042576498e-05	1.2216148857030607e-05
EG12194-MONOMER	46.007571067705555	46.08805750734719	7.450876385832156e-05	7.247789160854061e-05	1.0292644575037887e-05	5.020199973860862e-06	2.586143194344029e-06
EG12195-MONOMER	7.1030039966319185	19.09500682006441	1.2181700469681396e-05	3.2795831926732066e-05	1.5890579279835898e-06	1.5198213742888692e-06	7.829320991595789e-07
EG12196-MONOMER	1.958828761518483	8.011653102078851	3.240719088298248e-06	1.289654518009425e-05	4.382219655978216e-07	8.97735040892319e-07	4.624659133931496e-07
EG12197-MONOMER	1009.2284697762124	294.0092325550942	0.001626954103298785	0.00030121813113194836	0.00022578088113213584	0.00019446480420449706	0.00010017804719960798
