# Column descriptions:
# id	Object ID, according to EcoCyc
# complex-count-avg	A floating point number
# complex-count-std	A floating point number
# complex-concentration-avg	A floating point number in mM units
# complex-concentration-std	A floating point number in mM units
# relative-complex-mass-to-total-protein-mass	A floating point number
# relative-complex-mass-to-total-cell-dry-mass	A floating point number
id	complex-count-avg	complex-count-std	complex-concentration-avg	complex-concentration-std	relative-complex-mass-to-total-protein-mass	relative-complex-mass-to-total-cell-dry-mass
ABC-61-CPLX	22.244545273964725	22.952902301331775	2.5147879277592686e-05	2.493605677395858e-05	1.8319785197041462e-05	8.67807447359948e-06
ABC-62-CPLX	43.03361438981297	20.860075375691473	4.8784366038723745e-05	2.1172126593656554e-05	4.3414668091656116e-05	2.0565509851438575e-05
ABC-63-CPLX	33.99140887183616	13.80927304004059	3.844227252656671e-05	1.3045501053849398e-05	3.564135810333487e-05	1.688329620867597e-05
ABC-64-CPLX	4.320025404857241	11.451983844405465	4.95102002656799e-06	1.3057722893715342e-05	4.702218634764833e-06	2.227438971840481e-06
ABC-7-CPLX	343.56853822751464	108.50502225511505	0.00038949866235139536	9.496309348891487e-05	0.0004536289845454874	0.00021488385747583922
ABC-70-CPLX	24.454767853969116	12.686890837436435	2.767161572533027e-05	1.2912941179101141e-05	3.211941736213339e-05	1.5214954374150179e-05
ABC-8-CPLX	947.9532702219527	263.5322767615323	0.0010735969390187785	0.00020054439277587789	0.0013952327780791102	0.0006609211748909028
ABC-9-CPLX	72.0027051468359	36.57475282267053	8.15353208029555e-05	3.665675026180062e-05	8.257867237909138e-05	3.911748206264219e-05
ACETOACETYL-COA-TRANSFER-CPLX	37.53770478092231	31.802643234045835	4.2756909777963016e-05	3.41911807271728e-05	2.5234372258790165e-05	1.195351143045491e-05
ATOA-CPLX	1.3170798005248245	2.475260043397133	1.508172750474986e-06	2.7952964732242418e-06	4.373196569639931e-07	2.0715813592156062e-07
ATOD-CPLX	1.947700494506069	3.0655309699935582	2.201607131442113e-06	3.3290328920306644e-06	6.62614241749918e-07	3.138800851279667e-07
ACETOLACTSYNI-CPLX	539.1708659606277	223.99633602579885	0.0006097750283996833	0.00021352306664600205	0.0005578385666267938	0.0002642478922850629
ACETOLACTSYNII-CPLX	0.0	0.0	0.0	0.0	0.0	0.0
ACETOLACTSYNIII-CPLX	140.10224670939144	63.367329628770925	0.00015816659054499184	6.028951216599095e-05	0.00016405104750085283	7.771091158395882e-05
ACETYL-COA-ACETYLTRANSFER-CPLX	89.12780054573398	76.08613618143863	0.00010171443179364337	8.253365630146111e-05	0.00010404464385705023	4.928590364238718e-05
ACETYL-COA-CARBOXYLTRANSFER-CPLX	807.372792757002	237.7615759501864	0.0009128799004422569	0.00018555437172365513	0.0008006901610053375	0.00037928658948494713
ACETYLGLUTKIN-CPLX	171.40107526319642	54.64022294869605	0.00019427906978961728	4.630858630309862e-05	6.73218982914544e-05	3.189035465173902e-05
ACETYLORNDEACET-CPLX	333.1238957250839	109.60808265443922	0.00037757451984060675	9.486400000348712e-05	0.0002039830233411343	9.662667159384697e-05
ACETYLORNTRANSAM-CPLX	228.65132094802982	72.14306808665145	0.00025867770327103236	6.121905357831035e-05	0.00014471957397694157	6.855360077924422e-05
ACNEULY-CPLX	35.333119883744025	40.96793246938289	3.940914630007944e-05	4.2771226539436435e-05	3.331137110215615e-05	1.5779582354977896e-05
ACSERLYA-CPLX	9281.439187776396	2113.547427191287	0.01051589484455112	0.001073673486031111	0.004630022063936644	0.0021932394868767213
ACSERLYB-CPLX	448.88876227117333	143.3474018818443	0.0005085352129342551	0.00012464738395006578	0.00021205416321882256	0.00010044996712881474
ACYLCOASYN-CPLX	36.95790425609769	21.9159312316673	4.175965629875632e-05	2.2843172038231813e-05	3.331963422839933e-05	1.578349659437272e-05
ADCLY-CPLX	915.9665293619513	213.75319204255337	0.0010370326659048406	0.00010821669891572629	0.0003936670374213366	0.00018647990856876097
ADENPRIBOSYLTRAN-CPLX	1337.266063606235	363.72077759546227	0.0015084256516559524	0.00023257977418119296	0.0003840621611153519	0.00018193008273857016
ADENYLOSUCCINATE-SYN-DIMER	2917.521021735267	661.7734641635581	0.003306564600467373	0.00035952414443629876	0.0019976168943738755	0.0009462702751502006
ADENYLYLSULFKIN-CPLX	491.09230954198074	145.94458434720062	0.0005535995745270481	0.00010611532724193325	0.00015851925338122895	7.509050305698175e-05
ADHC-CPLX	198.78456315145687	161.8836645936021	0.00022174343474160323	0.00016545968970574511	0.00011315003844344409	5.359912519396936e-05
ADHE-CPLX	77.17977595634129	23.53103691854719	8.749501759632894e-05	1.99170748698304e-05	0.0021461755356564855	0.001016642440482982
AERGLYC3PDEHYDROG-CPLX	5064.207891187755	1117.0856090534294	0.005735137394471286	0.0005080571219507617	0.0041571038894526405	0.0019692183483126257
AGMATIN-CPLX	789.1996450638258	290.9042025125282	0.0008940202670926032	0.0002746252321199062	0.00038291735059505573	0.0001813877864809211
AIRS-CPLX	979.6012718110632	269.4996447931127	0.0011058223527059337	0.0001801153774526595	0.0005219605242411721	0.0002472524788323077
AKBLIG-CPLX	79.79999686359787	95.78266428234234	8.927815542027369e-05	0.00010192658922747551	4.975967054312123e-05	2.3571134820113307e-05
ALAS-CPLX	820.8331904527919	199.15341580169599	0.0009287670386756456	0.00011433452341812877	0.0011399475971900113	0.0005399926930373227
ALD-CPLX	252.93182768606707	98.06923302275388	0.0002873321975343685	9.635942747355389e-05	0.00038239211897807333	0.00018113898448684538
ALKAPHOSPHA-CPLX	22.421075054102936	26.29528110727983	2.5596291243143416e-05	2.9519732513464768e-05	1.6031307927010228e-05	7.59402376193077e-06
ALPHA-SUBUNIT-CPLX	0.07521353671158691	0.32940943375232323	8.613061475488362e-08	3.7911952018593874e-07	9.278646975706286e-08	4.395291134877573e-08
ALPHAGALACTOSID-CPLX	22.323164420654255	21.572057324173876	2.531421079658296e-05	2.4019342651209217e-05	1.635214310578532e-05	7.746003249965953e-06
AMINEOXID-CPLX	12.472559095043438	29.358606688559487	1.4056079685024479e-05	3.258845349203207e-05	1.5219724634192524e-05	7.209577100528947e-06
AMP-NUCLEOSID-CPLX	295.1442300655508	99.48174673688689	0.00033430812082299843	8.765000948939552e-05	0.0006914240250640501	0.0003275272672580649
ANGLYC3PDEHYDROG-CPLX	130.0469885312229	102.84153335120469	0.00014606533633663695	0.00010686017981663493	0.00013959868065004425	6.612783578341062e-05
ANSA-CPLX	145.81797890246835	46.009522588249865	0.00016559787007484994	4.157555189283336e-05	0.00015657453630107848	7.416929140138046e-05
ANSB-CPLX	6.013162434266238	12.691086583490018	6.678000137812242e-06	1.375303024040967e-05	6.410206808353537e-06	3.0365122448624595e-06
ANTHRANSYN-CPLX	457.4274785417821	160.338468603079	0.0005207012220441665	0.00015351715241205855	0.0007565379043056781	0.0003583716842229028
APHA-CPLX	21.39249197603789	15.823189076270411	2.4135357151725012e-05	1.653152734704731e-05	1.6155034247476813e-05	7.65263286743092e-06
APORNAP-CPLX	3432.075229218722	853.8518819063552	0.003872509136495101	0.00043596686034085436	0.009401021838398468	0.004453260055403496
APP-UBIOX-CPLX	14.492130244325725	26.621833302879352	1.667628447318153e-05	3.042769436304541e-05	1.089490935166987e-05	5.160913936489568e-06
ARABISOM-CPLX	1.1965217300394142	3.263537461110345	1.3722682638716873e-06	3.6498964162701647e-06	2.9110011834854976e-06	1.3789400252958763e-06
ARGDECARBOXBIO-CPLX	214.27776499984319	80.22231841563932	0.00024250758769556858	7.581612021456909e-05	0.0004578367004197584	0.00021687705069988247
ARGDECARBOXDEG-CPLX	0.18312406561353253	0.786063800654938	2.158363407081979e-07	9.553492750451487e-07	1.117708345491296e-06	5.294579689451569e-07
AROC-CPLX	91.63140479451339	33.033383677806896	0.00010381297790969825	3.091671074000021e-05	0.00010373297634738403	4.913826687531846e-05
AROD-CPLX	356.03842876708035	176.32226753228176	0.0004048685248183327	0.0001838981627655011	0.00014140870689179115	6.698524444601796e-05
AROF-CPLX	156.10679449247786	67.88806920552268	0.00017680785018654138	6.667908726240251e-05	8.759961313678378e-05	4.149589956885958e-05
AROG-CPLX	390.04639261481844	178.3965287998653	0.00043958103900398703	0.00017192100570570502	0.00042884290884882093	0.00020314270393662187
AROH-CPLX	373.8699177217175	116.34642037621967	0.00042548100442344876	0.00010417897534503555	0.00020946326407815898	9.922265930536413e-05
ASNS-CPLX	2202.5154415531465	574.3406033938942	0.0024934972161284336	0.00039015734981507255	0.001674374540015692	0.0007931505090628254
ASNSYNA-CPLX	1639.5925290901298	378.34299231210974	0.0018595469385457065	0.00022616074716958704	0.0008689169052168477	0.0004116055692650335
ASNSYNB-CPLX	312.25708304147366	141.22330659667563	0.00035175400178041725	0.0001326453191104138	0.0002829353247009165	0.0001340263432435401
ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX	6950.20322317592	1635.7768826551235	0.007867605075317682	0.0009011447606508037	0.004022463101210406	0.0019054390640588484
ASPAMINOTRANS-DIMER	4790.140748659188	1204.0411076871426	0.005431439663958497	0.0008258145925938252	0.003018673123819356	0.001429944177740037
ASPARTASE-CPLX	37.434402149480924	19.06974940589547	4.244894121069629e-05	1.9685870759781024e-05	5.668503314750209e-05	2.6851676146940847e-05
ASPCARBCAT-TRIMER	1076.7912619836698	267.767239839432	0.0012172783597517343	0.00016259529992275747	0.0008042295450322368	0.0003809631941965057
ASPCARBREG-DIMER	1.000538415698738	0.8171758162381998	1.1820853757082335e-06	1.016590799007763e-06	2.4778248911148085e-07	1.1737445994238731e-07
ASPCARBTRANS-CPLX	1224.4592450680077	333.7772171468954	0.0013781826330534067	0.00020588167050279978	0.0027387473107444204	0.0012973434388765988
ASPKINIHOMOSERDEHYDROGI-CPLX	370.29625670405954	85.83872119923994	0.0004196567488896316	4.982737464903256e-05	0.0009545291066753339	0.0004521600327652675
ASPKINIIHOMOSERDEHYDROGII-CPLX	84.42663694054427	40.510833490102605	9.570790242304976e-05	4.243673468314385e-05	0.00010852254788809743	5.1407084881637436e-05
ASPKINIII-CPLX	860.1401971751471	188.3689927481239	0.0009745985853190999	8.847561774657335e-05	0.0006036129335353327	0.00028593119046469
ASPS-CPLX	601.8147536356128	177.09225622058318	0.0006798665028043088	0.0001313546916386613	0.0005736859352572501	0.00027175478408027307
ATPA-CPLX	160.02392552090413	52.20693606566266	0.00018081478972869724	4.540815989832954e-05	0.00019171603590313803	9.081580485012375e-05
ATPASE-1-CPLX	14.076671963701372	38.54944244447723	1.6201412883354882e-05	4.339971840125765e-05	1.5752646563130104e-05	7.46202199211433e-06
ATPD-CPLX	367.13997762699813	93.6819312621785	0.00041664276900566557	7.129713364682836e-05	0.000400731335471195	0.00018982626355715216
ATPE-CPLX	4.325498426571599	8.630783240414326	5.102960004865421e-06	1.0062449544147146e-05	2.582215736630453e-06	1.223194498645021e-06
ATPF-CPLX	14.600069523580517	16.385052710407667	1.6023723715966826e-05	1.7017458213504943e-05	3.6457504821286275e-06	1.726990456262708e-06
ATPSYN-CPLX	1161.4860743745492	262.3272803357588	0.0013156664027664299	0.00013591010083175364	0.004451389301542432	0.002108621223135718
F-O-CPLX	5.22733688095263e-06	0.0022863310250010277	5.938179105704691e-12	2.6199396966620775e-09	5.571483619858527e-12	2.6392094263954643e-12
F-1-CPLX	104.43337497778381	37.583435968279375	0.0001181538182621625	3.365389865178698e-05	0.00028893151664516884	0.00013686673682297042
B1-CPLX	200.53413712350107	58.28210446426583	0.0002269755260516506	4.528836403391287e-05	0.0002487660180468926	0.00011784035718171855
B2-CPLX	0.0	0.0	0.0	0.0	0.0	0.0
BADH-CPLX	44.77140071719062	26.875543143183037	5.0528618352659896e-05	2.7681478177357744e-05	6.851654998653867e-05	3.245626065273446e-05
BETAGALACTOSID-CPLX	0.6665298846849484	2.5735577143262005	7.920836346826234e-07	3.1480701237117085e-06	2.245320979518916e-06	1.063607595166957e-06
BIOTIN-CARBOXYL-CPLX	1260.457669025938	291.9242714061048	0.0014290506167482537	0.00017570957177638947	0.0008992017451899891	0.00042595148510854496
BIOTIN-SYN-CPLX	298.638184650448	131.88633781924517	0.00033569818463732376	0.00012264422937270324	0.00016691674150612302	7.90683896181608e-05
BRANCHED-CHAINAMINOTRANSFER-CPLX	179.35892463225684	62.895345725249015	0.00020264081267211404	5.526545060861574e-05	0.00026529682128339144	0.00012567099165978674
CARBODEHYDRAT-CPLX	16.80382588786317	22.94159403313993	1.931289157274845e-05	2.6128094730595053e-05	5.7762975193413535e-06	2.7362296836650377e-06
CARBPSYN-CPLX	2452.8988588723587	623.5741514051932	0.0027736586027610807	0.0003915712998762412	0.0028248859711643075	0.0013381472857634386
CARNDEHYDRA-CPLX	3.6704817513669488	10.031021733764529	4.004563539822252e-06	1.0417176043806181e-05	2.395127758163989e-06	1.1345710026386734e-06
CFA-CPLX	482.42988834408425	150.79304449775245	0.0005445057783949305	0.00011832717212715108	0.00030636213500536595	0.00014512361334328622
CHEZ-CPLX	1066.4897178283552	292.2248470643384	0.0012096002969179888	0.00022661908249996758	0.0003696073061598288	0.00017508282408024454
CHORISMUTPREPHENDEHYDRAT-CPLX	1415.1361041703694	369.3002877247749	0.001598375601089818	0.00022912740721340737	0.0008823603485129121	0.00041797372264947924
CHORISMUTPREPHENDEHYDROG-CPLX	188.27149219558603	79.75110537365832	0.00021307691937906895	7.740058253989355e-05	0.00011447403462563069	5.422630162361616e-05
CITRATE-SI-SYNTHASE	1784.336833906598	407.4441259691098	0.002016489330303772	0.00015337066093427726	0.0037173828077502534	0.0017609226585115633
CITRYLY-CPLX	0.9463701372698665	3.368592513673606	1.0501400883868857e-06	3.7244460773092602e-06	1.359444304130238e-06	6.439681899686264e-07
CITTRANS-CPLX	0.8272156067369918	2.912217915390532	9.208607134159168e-07	3.213131434863824e-06	1.9802404005002624e-06	9.380390373762112e-07
COADTRI-CPLX	21.664891114572768	13.22939355554134	2.468967061305825e-05	1.4224324247797933e-05	1.6767120318973782e-05	7.94257777975235e-06
COBU-CPLX	14.623278899331947	12.31053719159996	1.6564804648003547e-05	1.3537775433914167e-05	4.2634844034788135e-06	2.019610752662869e-06
CPLX-153	17.906192826002865	23.710486839005704	2.0452072207523428e-05	2.575774264638458e-05	1.3217650748321298e-05	6.261195550397835e-06
CPLX-154	0.9807006722355229	3.5268597244469695	1.0582506461192745e-06	3.615771013482847e-06	9.429989136625513e-07	4.466981852280997e-07
CPLX-155	54.2008342829662	59.52762179675169	6.251552442849013e-05	6.598413642023867e-05	2.841984955339411e-05	1.346247067311009e-05
CPLX-156	3.5538494108791334	15.037356432547453	4.125238602927443e-06	1.7328811450341288e-05	1.670965413086088e-06	7.915356070829792e-07
CPLX-157	2664.8224874805283	616.1564219746961	0.003017502939992129	0.00031546752352850234	0.002305123750532667	0.0010919361424180873
CPLX-158	33.75608984746631	36.00745207015948	3.809244990077148e-05	3.914276178305998e-05	3.776409730476464e-05	1.7888836867581274e-05
CPLX-159	6.1265067798559345	17.106771971586443	6.732258440093755e-06	1.8239730713016363e-05	2.978372037812101e-06	1.4108535704006902e-06
CPLX-160	0.41649067965834125	0.647584107091723	4.873006228128334e-07	7.721716943231644e-07	4.59999882872836e-07	2.1790174930993074e-07
CPLX-165	527.761766735319	147.46251612901747	0.000599069353219575	0.00011972063430517552	0.0008046948069705386	0.00038118358857923933
CPLX-166	74.4845218554955	42.81755170303163	8.450665192646105e-05	4.489110810654223e-05	7.322672366546857e-05	3.468746792562011e-05
CPLX-167	189.959888030444	85.02172205804784	0.00021502054540889864	8.510361233450556e-05	0.00018778152214024574	8.895202735030376e-05
CPLX-168	9.059087202433847	12.510293219993082	1.0244169570482171e-05	1.3887223899420178e-05	7.889781670570135e-06	3.73738622921763e-06
CPLX-169	70.07015086094239	73.14051705626771	7.956873928720189e-05	7.862736702705151e-05	3.406040376586469e-05	1.613439880991488e-05
CPLX-170	11.11309343341941	31.793233720793445	1.2618933728616751e-05	3.6578813863340424e-05	6.049883115586528e-06	2.8658270645067714e-06
CPLX-171	1.156689423006555	4.97459449490058	1.3038181708621787e-06	5.546637296010817e-06	4.913587056184928e-07	2.3275641033702414e-07
CPLX-3942	55.25970455091949	20.77050810537251	6.245986054504183e-05	1.9268506234436216e-05	2.9888151600474144e-05	1.4158004729718835e-05
CPLX-3945	19.29911344366499	11.424658629420914	2.1784885985079457e-05	1.1949062608308473e-05	5.7298787580633684e-05	2.714241136146061e-05
CPLX-3946	220.5443225894136	69.62158440412514	0.0002501179265594196	6.087578711342259e-05	0.0001397720019994564	6.620993803307598e-05
CPLX-64	1.1770446728209847	4.13970826567423	1.3109997683437533e-06	4.598625219442576e-06	1.6884401604258284e-06	7.998133874821781e-07
CPLX-722	21.407128519304557	27.17106290737556	2.4282152519249345e-05	3.0011553467246444e-05	1.4570364022135378e-05	6.901975254162097e-06
CPLX-7524	20.735750279662522	27.736891443370236	2.3752430552858827e-05	3.0572800196100595e-05	1.3701601936015394e-05	6.490443022637548e-06
CPLX-7	6.320367795422944	13.193911349853726	7.004579173368925e-06	1.3592614351652505e-05	4.159733086953541e-06	1.9704637980530677e-06
CPLX-8331	78.95333033632686	28.409889652283713	8.934946725627885e-05	2.5626055459811045e-05	5.984223721467257e-05	2.8347242373758902e-05
CPLX-8401	11.987255752684238	24.62132887124721	1.3799721247784573e-05	2.788312083440332e-05	5.386913576914686e-06	2.551778675377664e-06
CPLX-9493	18.073893634149147	27.15944635359607	2.0355350313435823e-05	2.9901756956805414e-05	9.114158010796033e-06	4.3173727820026174e-06
CPLX-9494	7.938424585210819	11.609798707101563	8.991977552669186e-06	1.2985252090202783e-05	6.343869596987695e-06	3.0050883359895183e-06
