# Column descriptions:
# id	Object ID, according to EcoCyc
# protein-count-avg	A floating point number
# protein-count-std	A floating point number
# protein-concentration-avg	A floating point number in mM units
# protein-concentration-std	A floating point number in mM units
# relative-protein-count-to-protein-rna-counts	A floating point number
# relative-protein-mass-to-total-protein-mass	A floating point number
# relative-protein-mass-to-total-cell-dry-mass	A floating point number
# validation-count	A floating point number
id	protein-count-avg	protein-count-std	protein-concentration-avg	protein-concentration-std	relative-protein-count-to-protein-rna-counts	relative-protein-mass-to-total-protein-mass	relative-protein-mass-to-total-cell-dry-mass	validation-count
ACSERLYB-MONOMER	898.4755935641028	286.7648459832721	0.0010178800464518717	0.00024935879135625253	0.0001516693422537516	0.00021221904643123416	0.00010052807223656379	1533.0
ACYLCOADEHYDROG-MONOMER	25.710233034678154	25.925619416808235	2.8569464400651324e-05	2.698044609225736e-05	4.340077973728621e-06	1.6591728481900614e-05	7.859494740960597e-06	86.0
ACYLCOASYN-MONOMER	74.34775119967381	43.89452975472447	8.401733566332601e-05	4.5746650765110994e-05	1.2550451679793545e-05	3.351434457039657e-05	1.5875730800748953e-05	150.0
ADCLY-MONOMER	1832.8642617432124	427.6434496926668	0.0020751335400012528	0.00021649028618334737	0.0003094010777925127	0.0003938671451338449	0.00018657469950725784	28.0
ADENODEAMIN-MONOMER	267.6163082456012	125.27151852914582	0.00030515734268498485	0.00013252210465750992	4.5175617166156986e-05	7.041906546177641e-05	3.3357481425997394e-05	253.0
ADENPRIBOSYLTRAN-MONOMER	2675.66246563026	727.6236007039917	0.0030181456117583353	0.0004652589593989577	0.0004516716638293852	0.00038422447743644266	0.0001820069719109898	3061.0
ADENYL-KIN-MONOMER	7024.658790812433	1805.2166674219698	0.007926880380933872	0.0010051936793192553	0.0011858144906676774	0.0011980988249174233	0.0005675389049345682	5283.0
ADENYLATECYC-MONOMER	99.64358971678288	23.34965093430932	0.00011344597831673056	1.7284750881911617e-05	1.6820576786284067e-05	7.03142237422938e-05	3.330781794796943e-05	3.0
ADENYLOSUCCINATE-SYN-MONOMER	5836.831820890529	1323.7509444107116	0.006615203067747764	0.0007192098712021298	0.000985300490588199	0.0019982296216832446	0.0009465605238166301	nan
ADENYLYLSULFKIN-MONOMER	982.8956126961558	291.97491090900667	0.0011080183098279694	0.00021227039347329884	0.0001659200674448684	0.00015863400388166848	7.514486032034408e-05	834.0
ADHC-MONOMER	398.0354439577213	323.92631018660296	0.0004440185599759415	0.00033108875065233976	6.719133431245558e-05	0.00011328275463561675	5.3661992797881706e-05	551.0
ADHE-MONOMER	3107.388446017292	941.3888645570752	0.003523611951760284	0.0007968871259642021	0.0005245502105013216	0.002160216513972659	0.0010232936459528815	nan
ADHP-MONOMER	198.5294116109607	176.0266486389891	0.00022557440091774356	0.00019222151256512857	3.351323674537903e-05	5.0791408547934045e-05	2.4059868675161698e-05	26.0
AERGLYC3PDEHYDROG-MONOMER	10131.203296358637	2234.534037699986	0.01147348844481545	0.001016298799605907	0.0017102222377597888	0.0041582479958430325	0.0019697603110242377	135.0
AGAB-MONOMER	12.494328339484166	35.37968205426052	1.4174084440682538e-05	4.06675674254408e-05	2.109135267252833e-06	1.5923439117131392e-06	7.542926352466699e-07	nan
AGAC-MONOMER	12.049753792432908	32.83234101316492	1.3730150919832669e-05	3.797972207683487e-05	2.0340877872578038e-06	2.4961246631063394e-06	1.182413193650515e-06	nan
AGAD-MONOMER	12.689177321721676	36.468933510276685	1.440228129636996e-05	4.200162532571515e-05	2.1420272202301482e-06	2.662132419187882e-06	1.2610509972587917e-06	nan
AGAX-MONOMER	62.60100783055065	40.05377717452	7.081542539830819e-05	4.1425407033352685e-05	1.0567514298766716e-05	7.4868555437834416e-06	3.546520293945715e-06	nan
AGMATIN-MONOMER	1579.229843388987	581.9516636396608	0.001788993206632173	0.0005493652411754878	0.00026658570731361096	0.0003831188415969511	0.00018148323268301361	1283.0
AICARTRANSIMPCYCLO-CPLX	1484.352089889285	476.7671222932818	0.0016821712160873848	0.0004139451672737528	0.0002505696390187222	0.0006153302962584057	0.0002914817002141944	2728.0
AIRS-MONOMER	1960.1498782030508	539.143206663695	0.002212729612707188	0.000360293457235414	0.0003308878336544566	0.0005222129081797806	0.00024737203299692414	2544.0
AKBLIG-MONOMER	159.92169187985488	191.76379469850107	0.000178926081937668	0.00020408003109782195	2.6995967384387495e-05	4.9859968755651305e-05	2.361864604082595e-05	172.0
ALARACEBIOSYN-MONOMER	95.14659020815256	36.07037931041397	0.00010774516683782862	3.418918241604029e-05	1.606144992465859e-05	2.694153388938885e-05	1.276219317041327e-05	15.0
ALARACECAT-MONOMER	102.73341104640829	50.81194928233873	0.00011631659397787066	5.17488293351724e-05	1.7342161537280935e-05	2.8860719812137146e-05	1.3671310727587637e-05	28.0
ALAS-MONOMER	1642.5299840043492	398.3997305007151	0.0018585326169983972	0.00022872476672003653	0.0002772712404104173	0.0011405472697476112	0.0005402767576733789	nan
ALDDEHYDROGB-MONOMER	13.098153704613647	39.73664283672493	1.4831507970415452e-05	4.347492112388998e-05	2.2110654661601068e-06	5.332873290035204e-06	2.526179814415552e-06	589.0
ALDHDEHYDROG-MONOMER	93.71306102393075	103.32143553904102	0.00010654206820183086	0.00011338470898727455	1.5819459568960665e-05	3.619912272917188e-05	1.7147509075240293e-05	116.0
ALDOSE1EPIM-MONOMER	877.8805971709653	260.0418792626014	0.0009936708145500657	0.00020049655610858042	0.00014819275415381818	0.00024237852437292127	0.00011481460413897434	1240.0
ALKAPHOSPHA-MONOMER	45.034100532142894	52.74171392957864	5.141090735691361e-05	5.921502324666874e-05	7.602090090844656e-06	1.6099931227753593e-05	7.626530590371713e-06	nan
ALPHA-AMYL-CYTO-MONOMER	369.2942572477026	170.94600477292204	0.00041855064680604265	0.00017045495547163793	6.233960888426809e-05	0.00015116037401450303	7.160460502379983e-05	109.0
ALPHA-AMYL-PERI-MONOMER	33.368007130087506	64.27226005263606	3.765912628576796e-05	7.043833316768107e-05	5.63276702226613e-06	1.8266892382293048e-05	8.653019169698911e-06	23.0
ALPHACOMP-MONOMER	954.2724880032619	311.3554553501058	0.0010753102494598032	0.0002511895765307088	0.0001610882717605835	0.0004572042116206226	0.0002165774410241367	3317.0
ALPHAGALACTOSID-MONOMER	44.91418803776228	43.263805878555154	5.093559602404015e-05	4.816795842704866e-05	7.581847972660266e-06	1.645024908731364e-05	7.792476011783368e-06	12.0
ALTRO-OXIDOREDUCT-MONOMER	28.297976497893384	55.25521287167357	3.170334320009566e-05	5.877288102626439e-05	4.776908258044292e-06	1.1212775546012517e-05	5.311487017859027e-06	2.0
ALTRODEHYDRAT-MONOMER	69.7330242234791	43.89670613776681	7.859554143424937e-05	4.5876328049655155e-05	1.17714515487119e-05	2.7272296095419748e-05	1.2918875087046865e-05	nan
AMINEOXID-MONOMER	25.033507229406908	58.76749384094983	2.821048627367849e-05	6.523163914807171e-05	4.22584163997972e-06	1.5273653295860132e-05	7.235123084675565e-06	nan
AMP-NUCLEOSID-MONOMER	1773.7242945708879	597.0706797666846	0.0020091860075902076	0.0005260383823110289	0.00029941781281994564	0.0006925402713749572	0.0003280560326618479	426.0
AMPG-MONOMER	31.07505410293672	12.410732232467302	3.5280135458209795e-05	1.1955919655272037e-05	5.245699549384468e-06	1.1967513029587997e-05	5.6690058435460664e-06	nan
AMTB-MONOMER	33.84568640160584	50.21403676957782	3.953840738610645e-05	5.755969204120103e-05	5.7134028252177076e-06	1.0896417926606161e-05	5.161628547796705e-06	53.0
AMYLOMALT-MONOMER	103.52186072283614	74.49232021051031	0.00011733352534381166	7.898800594813388e-05	1.7475257688896613e-05	5.877107027667485e-05	2.7839831049793003e-05	65.0
ANGLYC3PDEHYDROGSUBUNITA-MONOMER	141.71616083470116	107.9206156354409	0.00015913538646235414	0.00011114346260260629	2.3922738752716582e-05	6.042358603751737e-05	2.8622627064437554e-05	14.0
ANGLYC3PDEHYDROGSUBUNITB-MONOMER	136.83653856206416	106.27687575420461	0.0001536826927228644	0.00011015421267862917	2.3099022331437067e-05	4.488158916122226e-05	2.126038973958503e-05	4.0
ANGLYC3PDEHYDROGSUBUNITC-MONOMER	132.53958400853102	104.2451863107657	0.00014893115269692746	0.00010841422822403766	2.237366454153497e-05	4.22911745823826e-05	2.003331145286479e-05	0.0
ANSA-MONOMER	584.8803384177896	184.11154168386525	0.0006642738690645332	0.00016637377747635393	9.873213792384308e-05	0.00015700630414140426	7.437381964411648e-05	554.0
ANSB-MONOMER	24.67949629381815	51.018726517726236	2.744349189978985e-05	5.530361499875531e-05	4.166081969114992e-06	6.577265993508522e-06	3.115648109976638e-06	5.0
ANSP-MONOMER	25.82965938672884	36.75165879363041	2.9484370112204235e-05	4.0901802330690764e-05	4.360238027483047e-06	1.0132350786620218e-05	4.79969026782719e-06	nan
ANTHRANSYNCOMPI-MONOMER	1932.5665753625158	678.4594280005106	0.0021997112567923383	0.0006481755281267405	0.00032623156760897107	0.0008034027682183027	0.00038057155037059866	1090.0
ANTHRANSYNCOMPII-MONOMER	915.5420565388757	320.7886413145126	0.0010421970267188365	0.00030713741506633544	0.00015455028774912538	0.00037649876065301444	0.00017834730314918824	nan
APHA-MONOMER	86.64083229657818	63.46415532674799	9.777230808215179e-05	6.630542258962557e-05	1.4625614920281156e-05	1.6357206240265608e-05	7.748401654620658e-06	84.0
APPA-MONOMER	43.02645032461762	54.450258788902175	4.8801333676301734e-05	6.0132323739159286e-05	7.263183849392877e-06	1.4642576729631598e-05	6.936182383058655e-06	9.0
APPB-MONOMER	16.205646046565118	29.799388869060593	1.8596421844664045e-05	3.375211858056007e-05	2.73563321506549e-06	4.972840636062036e-06	2.355632499013001e-06	nan
APPC-MONOMER	16.19880868992483	27.388011493355837	1.8625785140272992e-05	3.1372872221023526e-05	2.7344790185666483e-06	6.78562574587819e-06	3.2143480362539795e-06	1.0
AQPZ-MONOMER	44.59405808616742	69.59801939483202	4.9823147167335536e-05	7.326289919193046e-05	7.527807663116061e-06	7.644755962086175e-06	3.6213176550886235e-06	nan
ARABISOM-MONOMER	7.805511704007277	19.873522058524106	8.965844003073905e-06	2.220503883982329e-05	1.317628252320779e-06	3.1649869280304968e-06	1.499252964704689e-06	nan
ARAE-MONOMER	8.25488233264681	11.746328321016275	9.387042986061249e-06	1.3126465618347007e-05	1.3934853464501259e-06	3.086328152512422e-06	1.4619923361216512e-06	nan
ARAF-MONOMER	74.33850404073141	70.25585071968705	8.442006070031199e-05	7.693838688362415e-05	1.2548890690797788e-05	1.9107537313292833e-05	9.051232316774901e-06	35.0
ARAG-MONOMER	72.39925876363029	70.09078130944519	8.2397027103204e-05	7.706132218999841e-05	1.222153170881378e-05	2.880474815185104e-05	1.364479697586241e-05	nan
ARAH-MONOMER	70.39168696615822	69.25169178045806	7.997250172909277e-05	7.618791108352139e-05	1.1882638703560382e-05	1.7421088933535972e-05	8.252362434950375e-06	nan
ARAJ-MONOMER	12.65990423518834	13.727360994644084	1.4590571427060544e-05	1.5539245637578916e-05	2.1370857061678284e-06	3.839984867472138e-06	1.818999202174042e-06	nan
ARCA-MONOMER	3449.392081630093	837.2200182563719	0.003906887356450576	0.0005121664077222723	0.0005822829600978017	0.0006806199428210404	0.00032240937808440396	3367.0
ARCB-MONOMER	1.430865856080961	1.1854721647865083	1.6284069986023718e-06	1.3773991116769942e-06	2.41540766159573e-07	9.101646804452818e-07	4.3114462288671297e-07	50.0
ARCD-MONOMER	28.756406101347608	27.449845490277	3.25064384780829e-05	2.9732211080900872e-05	4.854294574293282e-06	1.0296360562058945e-05	4.877381628852834e-06	nan
ARGDECARBOXBIO-MONOMER	858.7920173338491	321.03270988727195	0.0009719862073833593	0.00030342851587828416	0.00014497046033839128	0.00045873460501518344	0.00021730238772569782	1295.0
ARGDECARBOXDEG-MONOMER	2.3510757859301	8.54227786646004	2.769762792970802e-06	1.0378840020241368e-05	3.968790255350428e-07	1.4349927291164232e-06	6.797554468246258e-07	nan
ARGS-MONOMER	699.8619721696584	222.83661363822713	0.0007920028512110182	0.00018501026985431093	0.00011814189027251775	0.000327311099973642	0.0001550471291587929	941.0
ARGSUCCINLYA-MONOMER	530.2785386457016	206.61027855782274	0.0006040200770867799	0.00020826060273600376	8.951494925825827e-05	0.00019291999995446027	9.138612211031731e-05	2883.0
ARGSUCCINSYN-MONOMER	5341.1551578133	1348.0530044924556	0.006033702595489705	0.0008117749259092202	0.0009016265944935533	0.0019269801588422905	0.000912809683504506	8325.0
ARGSUCCTRAN-MONOMER	23.422990873069807	45.646643211011245	2.641127849754387e-05	4.9473563251359086e-05	3.953974537295724e-06	6.5138098155930145e-06	3.0855889454265164e-06	nan
ARGT-MONOMER	1124.946934689653	379.2887924119263	0.0012721491766089707	0.0003278633116581849	0.0001898993838863589	0.0002277280881270687	0.0001078746987064171	6161.0
AROA-MONOMER	1668.0822207818005	411.41023704031636	0.0018868759767060488	0.00023346075400344738	0.0002815846474444078	0.000555994829471222	0.0002633745147768824	2056.0
AROB-MONOMER	83.55639512394016	27.1168503439714	9.442919873375326e-05	2.2815788471879e-05	1.4104939054906464e-05	2.3492888495618544e-05	1.1128571310861792e-05	305.0
AROC-MONOMER	368.0142026743055	132.23093590259657	0.00041697883526910093	0.00012373263293979038	6.212352618086831e-05	0.00010415427076318529	4.933783386130175e-05	798.0
AROD-MONOMER	712.6455865594714	352.7734377136361	0.0008103877412329183	0.00036791235432477907	0.00012029985917007824	0.00014152164868338303	6.703874492476672e-05	881.0
AROE-MONOMER	227.02192606454716	83.74993197144285	0.00025805709818690084	8.280504903466239e-05	3.832298445281372e-05	4.828026446377042e-05	2.2870340788130035e-05	121.0
AROF-MONOMER	312.7598090976571	135.8535112315084	0.00035424754194045906	0.00013343087071453642	5.2796174842189725e-05	8.775286934422733e-05	4.156849696928933e-05	2076.0
AROG-MONOMER	1562.013350618394	713.8209635978172	0.001760438311471817	0.0006878777067942197	0.0002636794356762546	0.0004293453045734158	0.00020338068857816426	6678.0
AROH-MONOMER	748.4234744017313	232.77491369070086	0.0008517514044498561	0.0002084197528687885	0.0001263394319254587	0.00020965477085747988	9.931337598546007e-05	300.0
AROK-MONOMER	1266.41104118096	336.35561328072214	0.0014343133011328938	0.0002439900644736042	0.00021377957399696583	0.0001789083956231065	8.47488310845615e-05	2112.0
AROL-MONOMER	103.85350911124819	56.00515647160514	0.00011730437667366149	5.6309950466131804e-05	1.753124239598302e-05	1.4377714034230615e-05	6.810717036645138e-06	680.0
AROP-MONOMER	179.78155220541342	108.60859669771885	0.00020329524423998643	0.00011463085015303801	3.0348459065191217e-05	6.461559912478214e-05	3.0608381884939614e-05	200.0
ARSF-MONOMER	12.830929629590909	26.49231555597679	1.4230172559254386e-05	2.7306019391587964e-05	2.1659560608703187e-06	4.222320934806471e-06	2.0001116350210336e-06	nan
ARTI-MONOMER	267.1305997846337	129.301850680605	0.00030211635605876256	0.0001283139394531114	4.509362597649117e-05	5.202445487916232e-05	2.4643962199005288e-05	1927.0
ARTJ-MONOMER	3673.506534171101	1075.1499562424513	0.004154010926670636	0.000816210782443706	0.0006201151414613672	0.000712820811428688	0.00033766291587898937	9359.0
ARTM-MONOMER	121.0280054573397	58.77692938691448	0.00013696035215047316	5.860924997787286e-05	2.043042472548646e-05	2.181134832132029e-05	1.0332026443880147e-05	nan
ARTP-MONOMER	287.29991061253935	134.8337751356699	0.00032472270347358976	0.0001323128076442151	4.849835519661958e-05	5.61425698954079e-05	2.6594711534625168e-05	588.0
ARTQ-MONOMER	115.53791648806599	56.64432589970503	0.000130662077885574	5.6783896589029164e-05	1.9503656999296786e-05	2.191105851279717e-05	1.0379259119269429e-05	nan
ARYLSULFAT-MONOMER	26.601493972880576	50.67812433577592	3.024100404266842e-05	5.817990483521692e-05	4.490529428661746e-06	1.1680002805636842e-05	5.532812372469106e-06	nan
ASCF-MONOMER	36.02975138785794	47.52815102863873	4.114807086684274e-05	5.163255915051231e-05	6.082089189407378e-06	1.3297876187895873e-05	6.299198307079603e-06	nan
ASL-MONOMER	2016.3633051405632	569.5624409592826	0.002278412746444992	0.00040180577955803925	0.0003403770769355358	0.0007514878010526456	0.0003559794524550182	5.0
ASNS-MONOMER	4406.5579502566625	1149.0389644818758	0.004988720773979757	0.0007804988129774828	0.0007438596559615776	0.0016749549859706293	0.0007934254660653594	5528.0
ASNSYNA-MONOMER	3280.428179004924	756.868933616706	0.003720525704941158	0.0004524257441955395	0.0005537606004929852	0.0008692463067848024	0.0004117616066479878	1766.0
ASNSYNB-MONOMER	625.0999022488003	282.54250397690697	0.0007041779551595215	0.0002653747961762129	0.00010552149852047786	0.0002832006917034204	0.00013415204748001426	1154.0
ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER	13904.10732506717	3272.1708522195004	0.015739458308917917	0.00180269742626791	0.0023471164133164074	0.004023534051770875	0.0019059463728848707	13769.0
ASPAMINOTRANS-MONOMER	9582.994989597599	2408.764843094598	0.010865936706466708	0.0016520005117670428	0.0016176806106971528	0.0030195281243970817	0.001430349191150875	6985.0
ASPARTASE-MONOMER	151.20238157468296	76.39355267943581	0.00017148845923747899	7.884924848440482e-05	2.5524083152512218e-05	5.7239541166687294e-05	2.711434636031619e-05	nan
ASPCARBCAT-MONOMER	10580.632983450252	2793.525170619482	0.011924971530525963	0.0016906202185437789	0.0017860893013937563	0.0026341402618608057	0.001247791124211792	8888.0
ASPCARBREG-MONOMER	7351.04932253714	2003.029542215004	0.00827409772525178	0.0012354329360314646	0.0012409116325590522	0.0009102405615517912	0.0004311805677346653	19076.0
ASPDECARBOX-MONOMER	4347.663432687583	1069.0516403418028	0.004911248541498565	0.0005835756854256469	0.0007339178247020099	0.0004348979604784546	0.00020601097932403944	665.0
ASPKINIHOMOSERDEHYDROGI-MONOMER	1482.9584531264702	343.423463286357	0.0016807039209757765	0.00019936217320856258	0.00025033438279955405	0.0009556719666158633	0.0004527014050341088	5703.0
ASPKINIIHOMOSERDEHYDROGII-MONOMER	169.3289536962499	81.08048957317467	0.00019196396203096966	8.493652107184514e-05	2.8583982932413252e-05	0.00010882826885123732	5.155190477214014e-05	343.0
ASPKINIII-MONOMER	1721.1646297477287	376.80659714987405	0.0019502285751485731	0.00017699444118947927	0.00029054535167586065	0.0006039231945392564	0.0002860781609705853	3720.0
ASPS-MONOMER	1204.4075414789181	354.30665872190843	0.0013606232185143202	0.0002627740174752732	0.00020331292350072346	0.0005740567697037353	0.00027193044820020474	2272.0
ATOA-MONOMER	78.01826954239893	65.95090314971006	8.888431929859044e-05	7.093076769647899e-05	1.3170062392381844e-05	1.2952488854362007e-05	6.135588473754216e-06	nan
ATOC-MONOMER	29.62208968019153	41.23591582154088	3.309325064813797e-05	4.432199471735535e-05	5.000428381314456e-06	1.1176810801379264e-05	5.294450533588361e-06	2.0
ATOD-MONOMER	79.30693876697578	65.1743373075576	9.030016713700287e-05	6.992251499779278e-05	1.3387599312777088e-05	1.3490243300963308e-05	6.3903225269061595e-06	nan
ATOS-MONOMER	34.51472018065676	44.08342797243936	3.857845425719865e-05	4.697147414000485e-05	5.82634068790541e-06	1.6919925591380794e-05	8.014961572446647e-06	nan
ATPA-MONOMER	4279.822207818005	984.3666862200336	0.004846222367949276	0.0005285234566656968	0.0007224657229116415	0.0017091413994963312	0.0008096195556450351	14552.0
ATPB-MONOMER	2601.396935212387	575.6974978437407	0.002948178074819164	0.00028887116394466373	0.0004391350916272142	0.0005701037025557317	0.00027005788196973084	1155.0
ATPC-MONOMER	1804.4347366990412	422.7341673045464	0.002043446733083177	0.0002431104406785132	0.00030460196316444424	0.00019656993021782717	9.311509252717884e-05	10112.0
ATPD-MONOMER	4901.28526100093	1116.1497861016583	0.005553839948353793	0.0006136838899209414	0.0008273732943431159	0.001783242276203116	0.0008447211094953686	24156.0
ATPE-MONOMER	11665.301439608576	2616.1923373530076	0.013216085041090056	0.001338253009722207	0.001969189379445223	0.0006963896869052885	0.00032987949916501633	286.0
