# Column descriptions:
# id	Object ID, according to EcoCyc
# rna-count-avg	A floating point number
# rna-count-std	A floating point number
# rna-concentration-avg	A floating point number in mM units
# rna-concentration-std	A floating point number in mM units
# relative-rna-count-to-total-rna-counts	A floating point number
# relative-rna-count-to-total-rna-type-counts	A floating point number
# relative-rna-mass-to-total-rna-mass	A floating point number
# relative-rna-mass-to-total-rna-type-mass	A floating point number
# relative-rna-mass-to-total-cell-dry-mass	A floating point number
id	rna-count-avg	rna-count-std	rna-concentration-avg	rna-concentration-std	relative-rna-count-to-total-rna-counts	relative-rna-count-to-total-rna-type-counts	relative-rna-mass-to-total-rna-mass	relative-rna-mass-to-total-rna-type-mass	relative-rna-mass-to-total-cell-dry-mass
EG10078	0.41077575885288453	0.7342430235377446	1.3315344162686882e-06	2.3470743789718834e-06	4.237673827114537e-06	0.00016096663498945903	1.157355803513948e-05	0.0002460014776751401	1.4146493810951776e-06
EG10079	0.5201157077039492	0.8991161932938851	1.6366919072432072e-06	2.7641883010111897e-06	5.365654311644887e-06	0.00020381259962384916	1.4433327852416917e-05	0.000306787244569386	1.7642023526017003e-06
EG10080	0.15763833679754025	0.4224390143197939	4.960888313780511e-07	1.360005519358422e-06	1.6262397174124574e-06	6.177217635844649e-05	4.333716983260925e-06	9.211521456678725e-05	5.297152379240515e-07
EG10081	0.4820356126857022	0.7482188169859516	1.5400910143043285e-06	2.3900051051473145e-06	4.972809752259255e-06	0.00018889052931404454	6.639113414560809e-06	0.00014111751161362894	8.115065094427508e-07
EG10082	0.16541412438578174	0.4391890431733111	5.292507650642638e-07	1.415168953030676e-06	1.7064568452193935e-06	6.481919735590583e-05	2.2893947763207288e-06	4.8662174263669185e-05	2.798353707279457e-07
EG10083	0.16541412438578174	0.4391890431733111	5.292507650642638e-07	1.415168953030676e-06	1.7064568452193935e-06	6.481919735590583e-05	2.9488935594202167e-06	6.268013439959687e-05	3.604466695620704e-07
EG10084	0.23711267133456576	0.5509032964511592	7.666869660440363e-07	1.8291260871158447e-06	2.4461184471977626e-06	9.291499801417407e-05	8.554125630764838e-06	0.00018182200659449833	1.045580666950536e-06
EG10085	0.07395139893296042	0.2779090922620321	2.600250598668182e-07	1.0157380207918813e-06	7.629026323555451e-07	2.897860348975683e-05	2.7741684924149463e-06	5.896627004261338e-05	3.3908982258810174e-07
EG10086	0.07165640175860384	0.27435858994921386	2.5241578634937657e-07	1.0051154500709863e-06	7.392268207978438e-07	2.8079285639311818e-05	2.7461943926370654e-06	5.837166725398982e-05	3.3567051602590873e-07
EG10087	0.018549630750663307	0.1349279139013849	6.012265143661427e-08	4.4849651947816344e-07	1.9136300777397463e-07	7.268860388863957e-06	4.942490195473308e-07	1.050549785804632e-05	6.041262915748652e-08
EG10088	2.668175592187814	2.0673728849282456	8.67870294411941e-06	6.499368344034349e-06	2.7525621046225306e-05	0.0010455515871599823	7.74167613931215e-05	0.0016455300644545572	9.462740261780916e-06
EG10089	0.008137853085698412	0.08984224191825493	2.6044231461654445e-08	2.958962714943513e-07	8.395229340326802e-08	3.188900023948579e-06	3.539976967293486e-07	7.5243893212971095e-06	4.326954779738624e-08
EG10090	0.0020478731046637486	0.045207071575262894	5.4173042376007785e-09	1.1970606408792614e-07	2.1126412817347816e-08	8.024797847460055e-07	6.657172706231089e-08	1.4150137044279506e-06	8.137139175454975e-09
EG10091	0.7563203417591785	0.9390945449741885	2.476557321373518e-06	3.1053777282021504e-06	7.80240520068042e-06	0.0002963717740477803	1.981088759695627e-05	0.0004210898332311005	2.421507698228133e-06
EG10092	0.19229700864934243	0.44638657792281095	6.14690236664175e-07	1.4403811957306755e-06	1.9837879500517995e-06	7.535352740206177e-05	8.418793742168751e-06	0.00017894546297065125	1.0290388937237007e-06
EG10093	0.030321548644170075	0.17479006439094802	9.824877719629421e-08	5.74401168150576e-07	3.1280529660709185e-07	1.1881805456463774e-05	3.659911168289911e-07	7.779315166740041e-06	4.473551740411049e-08
EG10094	1.0513041062825068	1.1196475539084985	3.4262484788782455e-06	3.5909005711515256e-06	1.0845537497082355e-05	0.00041196414513715746	3.868981600798567e-05	0.000822370430946654	4.729100947539648e-06
EG10095	0.3423453798335265	0.5927096522355021	1.130345210703898e-06	1.969567490398221e-06	3.5317275294078186e-06	0.00013415149898299313	1.2924675846461996e-05	0.000274720129025864	1.5797980734653917e-06
EG10096	1.7471805825614697	1.464823119374773	5.707572023538208e-06	4.7128622704617235e-06	1.802438743376562e-05	0.0006846503792707133	5.4681416429257444e-05	0.0011622794997117668	6.68377275805698e-06
EG10097	0.419737358837559	0.6916636255306505	1.3349892497614824e-06	2.200915912897271e-06	4.330124116318983e-06	0.00016447832856573763	1.9580544444107198e-05	0.0004161937800207414	2.3933525883105005e-06
EG10098	2.258740816658844	1.768011741810069	7.3521679961109436e-06	5.629760135032526e-06	2.330178116576385e-05	0.0008851104300464093	9.139449594863731e-05	0.0019426334569262326	1.1171254918901638e-05
EG10099	2.258740816658844	1.768011741810069	7.3521679961109436e-06	5.629760135032526e-06	2.330178116576385e-05	0.0008851104300464093	4.8259000114558265e-05	0.0010257679879654238	5.898753385696328e-06
EG10100	2.258740816658844	1.768011741810069	7.3521679961109436e-06	5.629760135032526e-06	2.330178116576385e-05	0.0008851104300464093	2.5027105611751653e-05	0.0005319630267312605	3.059092057669147e-06
EG10101	2.258740816658844	1.768011741810069	7.3521679961109436e-06	5.629760135032526e-06	2.330178116576385e-05	0.0008851104300464093	8.216403547098339e-05	0.0017464356316567212	1.00430050615725e-05
EG10102	2.258740816658844	1.768011741810069	7.3521679961109436e-06	5.629760135032526e-06	2.330178116576385e-05	0.0008851104300464093	1.4280443428815819e-05	0.0003035376134701862	1.7455151127252743e-06
EG10103	2.258740816658844	1.768011741810069	7.3521679961109436e-06	5.629760135032526e-06	2.330178116576385e-05	0.0008851104300464093	2.8094313471090027e-05	0.0005971579878178275	3.434000420916578e-06
EG10104	2.258740816658844	1.768011741810069	7.3521679961109436e-06	5.629760135032526e-06	2.330178116576385e-05	0.0008851104300464093	5.140169735030358e-05	0.0010925675116323572	6.282888902710052e-06
EG10105	2.258740816658844	1.768011741810069	7.3521679961109436e-06	5.629760135032526e-06	2.330178116576385e-05	0.0008851104300464093	3.174233166110898e-05	0.0006746983485785998	3.879901902471819e-06
EG10106	0.7464449574237795	0.9316825251731254	2.4127387726112226e-06	3.0040291714941328e-06	7.700528064970946e-06	0.0002925020048332194	7.487237568301113e-06	0.00015914479366800003	9.151737054370838e-07
EG10107	0.396796965546307	0.6711447194103026	1.2944391989392443e-06	2.1943356321446317e-06	4.093464814646635e-06	0.00015548890347468673	1.3077413152211306e-05	0.0002779666330651896	1.5984673309566815e-06
EG10108	1.9512188580569152	1.6393592802137555	6.270918210112945e-06	5.0288855609035304e-06	2.012930146815561e-05	0.0007646048408174975	2.417037171161329e-05	0.000513752740424446	2.954372482417163e-06
EG10109	0.08624630032279385	0.3030295503553183	2.667770980044971e-07	9.679802814265385e-07	8.897401603833639e-07	3.379648492895221e-05	3.7937344523856404e-06	8.063762918545805e-05	4.637125487954681e-07
EG10110	0.08624630032279385	0.3030295503553183	2.667770980044971e-07	9.679802814265385e-07	8.897401603833639e-07	3.379648492895221e-05	3.3459287141520566e-06	7.111930534914086e-05	4.0897673561514626e-07
EG10111	0.08624630032279385	0.3030295503553183	2.667770980044971e-07	9.679802814265385e-07	8.897401603833639e-07	3.379648492895221e-05	1.3368019599462161e-06	2.841436112449834e-05	1.6339884930312567e-07
EG10112	0.030097412860030075	0.1730943851337886	9.597085859988223e-08	5.662854448782218e-07	3.1049305123793407e-07	1.1793975582922817e-05	1.607805448150834e-06	3.417466909124799e-05	1.9652391902665403e-07
EG10113	0.5963659351921916	0.8201793359515989	1.912845695331274e-06	2.608132892856893e-06	6.152272281119998e-06	0.00023369202232941064	7.499348854086551e-06	0.00015940222480462351	9.166540819028704e-07
EG10114	0.005139797511518089	0.07150790161223326	1.7427284376363277e-08	2.4987124478124105e-07	5.302354124316575e-08	2.0140816300033047e-06	1.9126162226511897e-07	4.065356699893777e-06	2.3378129244534386e-08
EG10115	0.005139797511518089	0.07150790161223326	1.7427284376363277e-08	2.4987124478124105e-07	5.302354124316575e-08	2.0140816300033047e-06	2.533566783829335e-07	5.385216635353895e-06	3.096807975408639e-08
EG10116	0.005139797511518089	0.07150790161223326	1.7427284376363277e-08	2.4987124478124105e-07	5.302354124316575e-08	2.0140816300033047e-06	1.1321035295989196e-07	2.406339868145998e-06	1.3837832346977786e-08
EG10117	0.12953132632829187	0.36122651169524383	4.1580397971972023e-07	1.1728522198225787e-06	1.336280195563882e-06	5.075816007987456e-05	4.394853212065334e-06	9.341469417191016e-05	5.371879898623977e-07
EG10118	0.15310006609132096	0.38704758978926174	5.029014345023907e-07	1.2950937163469652e-06	1.5794216893822449e-06	5.999380908991207e-05	4.204158031125554e-06	8.936137745165156e-05	5.138790973960334e-07
EG10119	0.15310006609132096	0.38704758978926174	5.029014345023907e-07	1.2950937163469652e-06	1.5794216893822449e-06	5.999380908991207e-05	3.0455515117837732e-06	6.473464512467327e-05	3.7226128284468176e-07
EG10120	0.15310006609132096	0.38704758978926174	5.029014345023907e-07	1.2950937163469652e-06	1.5794216893822449e-06	5.999380908991207e-05	2.7354184493637757e-06	5.814261945723414e-05	3.343533600194333e-07
EG10121	0.15310006609132096	0.38704758978926174	5.029014345023907e-07	1.2950937163469652e-06	1.5794216893822449e-06	5.999380908991207e-05	4.659992647271962e-06	9.905035890463525e-05	5.695962896074001e-07
EG10122	0.038122240208427124	0.1921604473652092	1.1776837732825428e-07	6.075233950128458e-07	3.932793405661567e-07	1.4938585328761e-05	7.750681244174892e-07	1.647444142300046e-05	9.47374730558032e-08
EG10123	0.08667349929598375	0.2941319836602867	2.844158256688792e-07	9.848313848167771e-07	8.941472605314167e-07	3.396388716655591e-05	2.20968384156109e-06	4.696788045374476e-05	2.7009221100283166e-07
EG10124	0.06098792157163246	0.2644738824068984	1.990492944185322e-07	8.785755022637863e-07	6.291678937821188e-07	2.389873379529825e-05	3.748388873213538e-06	7.967378734455629e-05	4.581699062203455e-07
EG10125	0.41654581852664246	0.6968638912265431	1.3146291498170715e-06	2.1743258875886062e-06	4.297199323284651e-06	0.0001632276912211288	3.4843710051755156e-06	7.406196205515117e-05	4.2589869692722553e-07
EG10126	0.09803929081139069	0.3342547167611579	3.1011519716177823e-07	1.0589930708492155e-06	1.0113998398067437e-06	3.8417687506030237e-05	4.7527892061061515e-06	0.00010102279387468234	5.809389202940026e-07
EG10127	0.04763364335590655	0.22069355120644904	1.6253427900625404e-07	7.660096072097639e-07	4.914015478983661e-07	1.866572483415288e-05	1.2267906339631043e-06	2.6076018095442028e-05	1.4995203772254215e-07
EG10128	0.15444104941523548	0.39920255813578465	5.165923669057686e-07	1.379335873281827e-06	1.5932556360353258e-06	6.0519286965798144e-05	3.0536139986209103e-06	6.490601711500244e-05	3.7324676993340714e-07
EG10129	0.1336021685616038	0.35750522358275355	4.505028248895975e-07	1.2426157185272685e-06	1.3782761050464488e-06	5.2353360774528685e-05	1.9466742309608113e-06	4.13774861554669e-05	2.3794424218217125e-07
EG10130	0.12331107939579122	0.35226951286737745	4.1157761615208367e-07	1.220930442108956e-06	1.2721104458745195e-06	4.832069341844305e-05	1.9244061178361602e-06	4.0904166825571186e-05	2.3522238496641266e-07
EG10131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EG10132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EG10133	0.001356308847616402	0.036803115002568276	6.03103639181054e-09	1.639317467294752e-07	1.399204890054467e-08	5.314833373247632e-07	5.466106528868252e-08	1.161846926544673e-06	6.681285214612562e-09
