# Column descriptions:
# id	Object ID, according to EcoCyc
# rna-count-avg	A floating point number
# rna-count-std	A floating point number
# rna-concentration-avg	A floating point number in mM units
# rna-concentration-std	A floating point number in mM units
# relative-rna-count-to-total-rna-counts	A floating point number
# relative-rna-count-to-total-rna-type-counts	A floating point number
# relative-rna-mass-to-total-rna-mass	A floating point number
# relative-rna-mass-to-total-rna-type-mass	A floating point number
# relative-rna-mass-to-total-cell-dry-mass	A floating point number
id	rna-count-avg	rna-count-std	rna-concentration-avg	rna-concentration-std	relative-rna-count-to-total-rna-counts	relative-rna-count-to-total-rna-type-counts	relative-rna-mass-to-total-rna-mass	relative-rna-mass-to-total-rna-type-mass	relative-rna-mass-to-total-cell-dry-mass
EG10619	0.18389479027978659	0.4402416491580262	5.85957853347516e-07	1.4215964579666338e-06	1.8971083928797811e-06	7.206103316829565e-05	7.1467539678986515e-06	0.00015190765288822876	8.735560012600298e-07
EG10620	0.18389479027978659	0.4402416491580262	5.85957853347516e-07	1.4215964579666338e-06	1.8971083928797811e-06	7.206103316829565e-05	6.383583614236986e-06	0.00013568610423840023	7.802728064810569e-07
EG10621	0.18389479027978659	0.4402416491580262	5.85957853347516e-07	1.4215964579666338e-06	1.8971083928797811e-06	7.206103316829565e-05	7.222520698371549e-06	0.00015351811076111074	8.828170563345074e-07
EG10622	0.18389479027978659	0.4402416491580262	5.85957853347516e-07	1.4215964579666338e-06	1.8971083928797811e-06	7.206103316829565e-05	6.576753186933601e-06	0.000139792015331684	8.038841467129887e-07
EG10623	0.18389479027978659	0.4402416491580262	5.85957853347516e-07	1.4215964579666338e-06	1.8971083928797811e-06	7.206103316829565e-05	5.1879595801345635e-06	0.00011027254703843727	6.34130298297304e-07
EG10624	0.032645281175467666	0.177706406165993	1.0674134778954805e-07	5.996248237836369e-07	3.367775498787877e-07	1.2792383547106341e-05	5.937824092368704e-07	1.2621127370362253e-05	7.257871046930979e-08
EG10625	0.07862185228110842	0.27346193587167983	2.5219390945637953e-07	9.010295144495726e-07	8.110842922701325e-07	3.080876786320001e-05	5.302887646274615e-06	0.00011271539771676441	6.481780887124778e-07
EG10626	0.0210208714475915	0.1451002606687302	6.680733726819009e-08	4.66347856191086e-07	2.1685699517750942e-07	8.237241045853993e-06	2.170059495222731e-07	4.612564613638513e-06	2.6524888133241672e-08
EG10627	0.08900872597005775	0.3079686048512401	2.892713316451925e-07	1.0232929044061657e-06	9.182380904887104e-07	3.4878969353277504e-05	2.4641469399608157e-06	5.237661457250643e-05	3.0119552975491976e-07
EG10628	0.21827951839541768	0.47175888391110565	7.194664941288463e-07	1.5949082191026005e-06	2.2518305478457083e-06	8.55350365886942e-05	4.295170829137248e-06	9.129589773748309e-05	5.250036969347466e-07
EG10629	0.06282123734446989	0.25419311184523236	1.9782169951918459e-07	8.184860047215999e-07	6.480808751349737e-07	2.4617137119902487e-05	5.47525162789445e-07	1.1637907608150847e-05	6.692463374896709e-08
EG10630	0.28007202996139885	0.5521140581622882	9.028824172548747e-07	1.817255756812311e-06	2.8892988096196756e-06	0.0001097490571095241	7.694075878186863e-06	0.0001635412402678472	9.404557912207509e-07
EG10631	0.09695884139040814	0.3175369710648099	3.141718043161447e-07	1.052649129000709e-06	1.0002536313605472e-06	3.7994302474602035e-05	4.1359409925069044e-06	8.791139186797383e-05	5.055408498865798e-07
EG10632	0.6432409651248552	0.8812922434130488	2.0713517394816472e-06	2.8345551657099998e-06	6.635847767768908e-06	0.000252060476822348	1.9428323046521084e-05	0.0004129582418546681	2.374746390870541e-06
EG10633	0.6432409651248552	0.8812922434130488	2.0713517394816472e-06	2.8345551657099998e-06	6.635847767768908e-06	0.000252060476822348	1.3521261002911517e-05	0.00028740083012055275	1.6527193669673093e-06
EG10634	0.9903564142105918	1.1348645965450155	3.1796948552605413e-06	3.5740410429311357e-06	1.0216784621699828e-05	0.0003880811756781358	1.9590313199463408e-05	0.00041640141955954	2.394546634573264e-06
EG10635	0.20144634629936495	0.4366665671225392	6.517731533755892e-07	1.446482371361274e-06	2.078174991787677e-06	7.89387878809644e-05	1.0307681438590654e-05	0.0002190946688649283	1.2599198209708362e-06
EG10636	1.0828210457754237	1.1942256238726412	3.4699681954288466e-06	3.740975735436918e-06	1.1170674768991623e-05	0.00042431437658583973	3.472606885882487e-05	0.0007381191010735386	4.244607550232333e-06
EG10637	0.1211770002203044	0.3587742682893683	3.8875493294681113e-07	1.1556219490459682e-06	1.250094707915188e-06	4.748443291310437e-05	2.8484721449471273e-06	6.054562949837269e-05	3.4817204395413425e-07
EG10638	0.004017202900355361	0.06325397205853356	1.3437827514394153e-08	2.1497637961461068e-07	4.144255161644375e-08	1.5741815796186844e-06	3.957692152264431e-07	8.412262803576308e-06	4.837532880353025e-08
EG10639	0.004017202900355361	0.06325397205853356	1.3437827514394153e-08	2.1497637961461068e-07	4.144255161644375e-08	1.5741815796186844e-06	1.6286256571413406e-07	3.4617212530492784e-06	1.990687972458902e-08
EG10640	0.004017202900355361	0.06325397205853356	1.3437827514394153e-08	2.1497637961461068e-07	4.144255161644375e-08	1.5741815796186844e-06	7.152241688318911e-08	1.5202429699441918e-06	8.74226771672428e-09
EG10641	0.004017202900355361	0.06325397205853356	1.3437827514394153e-08	2.1497637961461068e-07	4.144255161644375e-08	1.5741815796186844e-06	7.526678618380453e-08	1.5998313193624203e-06	9.199946305938142e-09
EG10642	0.00017432783210888784	0.01320217565098318	4.6171678061762724e-10	3.4967012685923934e-08	1.7984130649005155e-09	6.83121238651885e-08	6.3597816545696785e-09	1.3518018227110687e-07	7.773634654288087e-10
EG10643	0.14879934100248082	0.3871039212695183	4.815439925760485e-07	1.29901566083933e-06	1.5350542461877213e-06	5.8308526473677484e-05	2.552712259307103e-06	5.4259112535864576e-05	3.120209711463503e-07
EG10644	0.0036340648078083543	0.060173568788853195	1.2231351109812686e-08	2.0777475154462026e-07	3.7489995429849205e-08	1.4240450436512371e-06	6.494054834860935e-08	1.380342225466643e-06	7.937758315153643e-09
EG10645	0.0036340648078083543	0.060173568788853195	1.2231351109812686e-08	2.0777475154462026e-07	3.7489995429849205e-08	1.4240450436512371e-06	6.676158147754251e-08	1.4190491502734138e-06	8.160345300156659e-09
EG10646	0.053633585885192674	0.22589610974133323	1.7051323238755474e-07	7.383610598294001e-07	5.532985777804367e-07	2.1016862987403103e-05	2.534763259945991e-06	5.387759802215864e-05	3.098270442000835e-07
EG10647	0.0036340648078083543	0.060173568788853195	1.2231351109812686e-08	2.0777475154462026e-07	3.7489995429849205e-08	1.4240450436512371e-06	1.4781299288741199e-07	3.1418354286111376e-06	1.806735303621634e-08
EG10648	0.0036340648078083543	0.060173568788853195	1.2231351109812686e-08	2.0777475154462026e-07	3.7489995429849205e-08	1.4240450436512371e-06	3.5719532134205844e-07	7.592356352471853e-06	4.3660397151198656e-08
EG10649	0.22790203158973574	0.4921650421265752	7.286290927203416e-07	1.579063819983812e-06	2.35109899647203e-06	8.930571568951664e-05	7.829632215661859e-06	0.00016642255465931015	9.57024999093585e-07
EG10650	0.8975431269815424	1.0934157885850497	2.8617956809680814e-06	3.360276366382524e-06	9.259297648278235e-06	0.00035171135052270157	1.0175558925714923e-05	0.000216286342047635	1.2437703334492886e-06
EG10651	0.13592398540243866	0.3656834174079263	4.5177076310683647e-07	1.2357859421705593e-06	1.4022285955372118e-06	5.3263188182491415e-05	3.0626489928359503e-06	6.509806021194272e-05	3.743511277234401e-07
EG10652	0.006729820595588165	0.08175897571760038	2.1951804680206586e-08	2.743036246902836e-07	6.942664941753309e-08	2.6371482542682105e-06	2.0605191664215663e-07	4.379731437632562e-06	2.518596402819948e-08
EG10653	0.006986523117594659	0.08329292654396327	2.0782191523238498e-08	2.4992784312613175e-07	7.207486206255143e-08	2.7377397333664003e-06	4.6736584358372025e-07	9.934083173679612e-06	5.712666747454275e-08
EG10654	0.006986523117594659	0.08329292654396327	2.0782191523238498e-08	2.4992784312613175e-07	7.207486206255143e-08	2.7377397333664003e-06	1.479440490508604e-07	3.14462108966445e-06	1.8083372182614364e-08
EG10655	0.006986523117594659	0.08329292654396327	2.0782191523238498e-08	2.4992784312613175e-07	7.207486206255143e-08	2.7377397333664003e-06	6.031270428878255e-08	1.2819752000703952e-06	7.372091584562951e-09
EG10656	0.0742023543835787	0.26884699394426037	2.3572006928180154e-07	8.780818146013322e-07	7.654915566577644e-07	2.9076942920815505e-05	5.461767767103941e-07	1.160924702106812e-05	6.675981895939113e-08
EG10657	0.43026599362075074	0.6879539061206255	1.3926904356428175e-06	2.25173722331141e-06	4.438740360326601e-06	0.00016860408057412307	9.289665958432775e-06	0.00019745626590754532	1.1354866117038041e-06
EG10658	0.8620358042547486	1.0389951461839524	2.730635303884438e-06	3.198256748558815e-06	8.892994503685585e-06	0.0003377974470519184	2.3486734970018556e-05	0.0004992217165064157	2.8708107730055368e-06
EG10660	0.401756688154328	0.6435070913743612	1.2859852988558168e-06	2.073402170912994e-06	4.144630654482101e-06	0.00015743242093278534	2.4120427761918395e-05	0.0005126911580321883	2.9482677756959615e-06
EG10661	0.401756688154328	0.6435070913743612	1.2859852988558168e-06	2.073402170912994e-06	4.144630654482101e-06	0.00015743242093278534	1.1927993405944496e-05	0.00025353516996696947	1.4579724263009135e-06
EG10662	0.08505857223589812	0.28345133651967536	2.823832176294321e-07	9.65440517305497e-07	8.774872362049207e-07	3.333106166745312e-05	1.4211805887587252e-06	3.0207868990364347e-05	1.737125466695585e-07
EG10663	0.48770797214586065	0.7288364239874094	1.6015989752425494e-06	2.4504827516889676e-06	5.031327346601787e-06	0.0001911133007290426	1.0637904023346232e-05	0.00022611370687942057	1.3002833093405993e-06
EG10664	0.02345762971619046	0.15135180647851118	7.690802163120848e-08	5.109800901856964e-07	2.4199525252425067e-07	9.192109414606957e-06	7.711580919101565e-07	1.6391331823373343e-05	9.425954526127658e-08
EG10665	0.5626861811668471	0.7952334526207555	1.7876477693651523e-06	2.5272044122881704e-06	5.804822829537406e-06	0.00022049427013519222	2.2092460704253275e-05	0.0004695857542015405	2.7003870173071437e-06
EG10666	1.0249844350149904	1.141129072286085	3.278233614669768e-06	3.599895970389538e-06	1.0574016649844244e-05	0.00040165051579887375	1.134065243720585e-05	0.00024105095847641776	1.3861810605519143e-06
EG10667	0.9892932060037739	1.0987777284270712	3.2453460705764497e-06	3.60096223439152e-06	1.020581627828203e-05	0.0003876645467908262	1.4233013885710379e-05	0.00030252947598524254	1.7397177448289003e-06
EG10668	0.008183829656804054	0.09009358794602712	2.5769701659371143e-08	2.8913385525408543e-07	8.442660014565937e-08	3.206916408264673e-06	1.112807872250799e-07	2.3653260312089144e-06	1.3601979296062366e-08
EG10669	58.09557762856678	21.37109901763855	0.00018955546271787985	4.925596516653382e-05	0.0005993296913994598	0.022765339572991757	0.0015882958900819725	0.03375998416037737	0.00019413924318507106
EG10670	0.4866160285821017	0.708578027332921	1.5765160333075186e-06	2.2956953111175766e-06	5.020062561469993e-06	0.0001906854116015354	1.4095890768130655e-05	0.00029961485893786476	1.722957027612204e-06
EG10671	22.403875441806115	10.771323665701006	7.252601058160557e-05	2.7377136980243858e-05	0.00023112443843035507	0.008779185146322288	0.0006406341691272934	0.013616983798414114	7.830545525522367e-05
EG10672	0.7555042576220534	0.8877147435472158	2.445175683993922e-06	2.83549240343122e-06	7.793986256002974e-06	0.0002960519832261697	1.4317482299163831e-05	0.00030432489226633213	1.7500424166758134e-06
EG10673	8.315945249566575	4.834988785887965	2.666463305729872e-05	1.3040889202669291e-05	8.578954033270183e-05	0.003258687239279648	0.00020851921288047635	0.004432174992038746	2.5487544500334332e-05
EG10674	5.389477112288197	3.1693178783455496	1.760922623856383e-05	9.354906075402338e-06	5.5599303533283815e-05	0.002111921106397211	0.00023107211632231002	0.004911547675504878	2.824421196586407e-05
EG10675	0.5367534793728029	0.7940088931208172	1.7476214058040802e-06	2.568144827935281e-06	5.537294064047754e-06	0.00021033227869823553	1.2921277522191094e-05	0.0002746478960280492	1.57938269236029e-06
EG10676	0.5367534793728029	0.7940088931208172	1.7476214058040802e-06	2.568144827935281e-06	5.537294064047754e-06	0.00021033227869823553	1.2814513993654802e-05	0.00027237858647760697	1.566332862817047e-06
EG10677	0.5367534793728029	0.7940088931208172	1.7476214058040802e-06	2.568144827935281e-06	5.537294064047754e-06	0.00021033227869823553	1.4322798645531503e-05	0.00030443789373556994	1.7506922398396044e-06
EG10678	0.5367534793728029	0.7940088931208172	1.7476214058040802e-06	2.568144827935281e-06	5.537294064047754e-06	0.00021033227869823553	1.4175759426760744e-05	0.00030131250524363163	1.7327194661083788e-06
EG10679	0.07857779140046552	0.28064137801528066	2.615633980433488e-07	9.55382005274388e-07	8.106297483086742e-07	3.079150216156375e-05	4.5550938474841885e-07	9.68206850501653e-06	5.567743880152669e-08
EG10680	0.6522523730615607	0.9013662490246789	2.0990170914255184e-06	2.8833139195767284e-06	6.728811889277611e-06	0.00025559168814830234	7.44885999423876e-06	0.000158329060088036	9.104827701836029e-07
EG10681	0.4143561843277363	0.6658388510541817	1.32721092710264e-06	2.108015324813492e-06	4.274610464678262e-06	0.00016236966091807482	1.0027892127711902e-05	0.0002131476140607872	1.225720849982836e-06
EG10682	0.03881380446547447	0.20267553349807582	1.2745694191575471e-07	6.739038353645878e-07	4.004137044829599e-07	1.5209581776182243e-05	5.750969077017975e-07	1.2223958152843086e-05	7.029476001070518e-08
EG10683	0.0766525224854168	0.27325037039632966	2.4567394159455324e-07	8.933529383397911e-07	7.907681534710365e-07	3.003706606832733e-05	2.7394083121868598e-06	5.822742588817091e-05	3.348410455657617e-07
EG10684	3.58251740883708	2.4947023318386434	1.158363521125161e-05	7.366244024447653e-06	3.695821852050478e-05	0.0014038456741021766	4.922816582965252e-05	0.0010463680659450211	6.01721563169484e-06
EG10685	0.06801467418894455	0.26041842222477585	2.2713981462571684e-07	8.962331011786692e-07	7.016577742442627e-07	2.6652237864941233e-05	2.5901336367801496e-06	5.505452170278268e-05	3.165950293850737e-07
EG10686	0.13019798660932366	0.3672006296392585	4.2139731484481933e-07	1.2113932805286715e-06	1.3431576433285563e-06	5.101939765245792e-05	7.750038013371524e-06	0.00016473074205351104	9.47296107713171e-07
EG10687	0.19569927491115985	0.4526616058645195	6.237136943395673e-07	1.4551918258569932e-06	2.018886648988759e-06	7.66867398414527e-05	9.76298769867212e-06	0.0002075169444958516	1.193341275313344e-06
EG10688	0.23934445072365207	0.48765675272328834	7.901327025031503e-07	1.6292359398968735e-06	2.469142086984676e-06	9.378954333618445e-05	1.0193771999552223e-05	0.0002166734695898635	1.2459965385241283e-06
EG10689	0.1424335015948123	0.3790242777368402	4.4550882100281896e-07	1.204740151311629e-06	1.4693825251474529e-06	5.5814007928578344e-05	2.3574310865973018e-06	5.010831838052456e-05	2.881515276031718e-07
EG10690	0.25969099912836086	0.5369397581676095	8.322324599036112e-07	1.734852275848964e-06	2.679042583273779e-06	0.00010176254407873574	9.544551413231873e-06	0.00020287397741234817	1.1666415555669567e-06
EG10691	0.26232698920508424	0.5459858756799324	8.273908557322289e-07	1.7300575596580716e-06	2.7062361698375494e-06	0.00010279548344619178	6.82101770523269e-06	0.00014498397378238164	8.337408812267974e-07
EG10693	0.24120458616296778	0.5017759106276951	7.945704542841829e-07	1.7022319804931328e-06	2.4883317472705923e-06	9.45184562183064e-05	4.65841600398832e-06	9.901684660216394e-05	5.69403574675774e-07
EG10694	0.349925766994569	0.6291978262441558	1.1282757527903349e-06	2.029272794595009e-06	3.609928853559592e-06	0.00013712195034710906	1.3949389767090327e-05	0.00029650091051963543	1.7050500408565077e-06
EG10695	0.47661229298569935	0.7074117994953621	1.5335495937158553e-06	2.2625494795780097e-06	4.9168613194380095e-06	0.00018676534664742534	1.8274187822624107e-05	0.00038842654903785634	2.233675107931549e-06
EG10696	0.2009846648978458	0.457118345919943	6.440919040660421e-07	1.491224520959329e-06	2.0734121615828305e-06	7.875787335512363e-05	1.379470594265109e-05	0.0002932130323002529	1.6861428581349962e-06
EG10697	0.27185563356672826	0.5247469564319914	8.760806330137988e-07	1.7315293726534087e-06	2.8045362421981553e-06	0.00010652937909570217	9.488339581181132e-06	0.0002016791682010992	1.1597707183378719e-06
EG10698	0.3201846725606077	0.5915678635861173	1.025450425114317e-06	1.901494029870295e-06	3.303111679575191e-06	0.00012546760174263598	1.1214586472429005e-05	0.00023837136646802357	1.3707718719076564e-06
EG10699	0.6718767061618184	0.8741285375494863	2.210421008654874e-06	2.884348682838531e-06	6.931261817154983e-06	0.00026328168152055497	1.7038980225170244e-05	0.0003621716243823074	2.0826942550290295e-06
EG10700	0.0584036551374029	0.23450515602927155	1.9333502971674708e-07	7.969988966876353e-07	6.025079023035386e-07	2.288606286019782e-05	1.4307984471450276e-06	3.041230114233671e-05	1.7488814862120844e-07
EG10701	6.695633183590195	4.155476134924695	2.161875810816093e-05	1.1848608370576478e-05	6.907396282900326e-05	0.0026237515711638355	0.00040099490600924853	0.008523337345263523	4.9014071030358457e-05
EG10702	0.6587005871591268	0.8632673946928473	2.1259726528317812e-06	2.80251082922401e-06	6.795333409897998e-06	0.0002581184860486345	2.854750523338597e-05	0.0006067907941559053	3.489394574045881e-06
EG10703	6.479882376605588	4.045924143958994	2.0871794945592325e-05	1.15732481955942e-05	6.684821915198907e-05	0.0025392074357125263	0.00019820680811918133	0.0042129799267044445	2.422704734216778e-05
EG10704	0.13723623336941218	0.3765338027917133	4.2883068512645265e-07	1.1917239284328867e-06	1.4157661004762982e-06	5.377740581817993e-05	1.8738579631501773e-06	3.982974176901135e-05	2.290438255705106e-07
EG10705	0.07492648537849254	0.2810389877270788	2.463489220691351e-07	9.433581833282005e-07	7.729618878504281e-07	2.936070097379398e-05	1.5078226506754596e-06	3.204948720281242e-05	1.8430290608151968e-07
EG10706	0.11760806888822904	0.35112078077550746	3.7311710953741137e-07	1.1323593084509158e-06	1.2132766470370598e-06	4.608591108056761e-05	1.6928631374474688e-06	3.598261071050414e-05	2.0692061874125653e-07
EG10707	0.6086627522724878	0.8358767319899099	1.943375797599592e-06	2.669568923680068e-06	6.27912957192875e-06	0.00023851065445128585	1.8548309373575724e-05	0.0003942531329105043	2.267181302070047e-06
EG10708	0.06737674926485379	0.2580168973649046	2.1974639879816174e-07	8.63262086591863e-07	6.950767681935828e-07	2.6402260532555435e-05	2.4349693199427877e-06	5.1756430389069866e-05	2.9762911552214776e-07
EG10709	0.5174816333176885	0.7718847192284846	1.6573754825730483e-06	2.4476469305473847e-06	5.338480487862048e-06	0.00020278041093907292	1.3369605284475326e-05	0.00028417731573371374	1.634182313143937e-06
EG10710	0.5174816333176885	0.7718847192284846	1.6573754825730483e-06	2.4476469305473847e-06	5.338480487862048e-06	0.00020278041093907292	3.255960319171421e-05	0.0006920698434620476	3.9797979466655845e-06
EG10711	0.10178446566603769	0.3177009217364601	3.2768515897506193e-07	1.036863393737011e-06	1.0500360765307054e-06	3.988527214511204e-05	9.023015733015147e-07	1.917884886107121e-05	1.1028936463243903e-07
EG10712	0.033564812597580485	0.18124065137709844	1.0807397836086547e-07	6.0023159825181e-07	3.4626368472661467e-07	1.3152711233428217e-05	3.9157917626274924e-07	8.323201533614597e-06	4.786317549607222e-08
EG10713	0.0019156904627350313	0.0437266576903285	5.439230820465142e-09	1.2421974690180423e-07	1.9762780932972697e-08	7.506826798372362e-07	3.968164522304798e-08	8.43452232391456e-07	4.8503333793449725e-09
EG10714	0.0019156904627350313	0.0437266576903285	5.439230820465142e-09	1.2421974690180423e-07	1.9762780932972697e-08	7.506826798372362e-07	5.132847479992125e-08	1.0910111315167086e-06	6.2739388257098694e-09
EG10715	0.0019156904627350313	0.0437266576903285	5.439230820465142e-09	1.2421974690180423e-07	1.9762780932972697e-08	7.506826798372362e-07	3.649581487339078e-08	7.757358938844503e-07	4.460925651943148e-09
EG10716	0.0019156904627350313	0.0437266576903285	5.439230820465142e-09	1.2421974690180423e-07	1.9762780932972697e-08	7.506826798372362e-07	2.2844092154144335e-08	4.855620379665599e-07	2.792259798535846e-09
EG10717	0.0019156904627350313	0.0437266576903285	5.439230820465142e-09	1.2421974690180423e-07	1.9762780932972697e-08	7.506826798372362e-07	2.9414348346633744e-08	6.252159565929035e-07	3.595349810105472e-09
EG10718	0.0019156904627350313	0.0437266576903285	5.439230820465142e-09	1.2421974690180423e-07	1.9762780932972697e-08	7.506826798372362e-07	5.372782379258751e-08	1.1420104349169394e-06	6.567214027441362e-09
EG10719	0.0019156904627350313	0.0437266576903285	5.439230820465142e-09	1.2421974690180423e-07	1.9762780932972697e-08	7.506826798372362e-07	4.265216415715427e-08	9.065920244099026e-07	5.213423343460258e-09
EG10720	0.0019156904627350313	0.0437266576903285	5.439230820465142e-09	1.2421974690180423e-07	1.9762780932972697e-08	7.506826798372362e-07	3.8349713140368335e-08	8.151413828232168e-07	4.68752978077116e-09
EG10721	0.017220141569525196	0.13009076944122802	5.5544827413540047e-08	4.3161670851402895e-07	1.7764763780649158e-07	6.747886609056916e-06	3.0754442209735846e-07	6.537002886838283e-06	3.759151032537756e-08
EG10722	0.017220141569525196	0.13009076944122802	5.5544827413540047e-08	4.3161670851402895e-07	1.7764763780649158e-07	6.747886609056916e-06	5.160815065061141e-07	1.0969557746706064e-05	6.308123928327825e-08
EG10723	0.017220141569525196	0.13009076944122802	5.5544827413540047e-08	4.3161670851402895e-07	1.7764763780649158e-07	6.747886609056916e-06	2.5286221143450453e-07	5.374706505313874e-06	3.0907640487229715e-08
EG10724	0.017220141569525196	0.13009076944122802	5.5544827413540047e-08	4.3161670851402895e-07	1.7764763780649158e-07	6.747886609056916e-06	1.9727762397161912e-07	4.193229675948488e-06	2.411347208939924e-08
EG10725	0.017220141569525196	0.13009076944122802	5.5544827413540047e-08	4.3161670851402895e-07	1.7764763780649158e-07	6.747886609056916e-06	3.440076139081596e-07	7.3120453620196025e-06	4.204844842265846e-08
EG10727	0.014509439564755127	0.1195780737772245	4.811741316699018e-08	4.0636931652096355e-07	1.4968330278633522e-07	5.685670617087227e-06	5.411047773963414e-07	1.1501439264608439e-05	6.613986261850139e-08
EG10728	0.03778699437744849	0.19068072118850046	1.1989504460608125e-07	6.207983689179934e-07	3.8982085390288646e-07	1.4807215859789484e-05	6.880102848434739e-07	1.4623985658801672e-05	8.40962926600305e-08
EG10729	0.005787300887922529	0.07585385973172618	1.628639821503984e-08	2.1393665429420028e-07	5.970336119851052e-08	2.2678123757882906e-06	1.6094197616043583e-07	3.420898209108711e-06	1.9672123842670263e-08
EG10730	0.08230764073141061	0.28420167264450036	2.584120438936728e-07	9.189440760796305e-07	8.49107882785172e-07	3.225308133920685e-05	3.0881421129209577e-06	6.563992859782895e-05	3.77467181269026e-07
EG10731	0.23560310724993055	0.5006870046825653	7.686832310409411e-07	1.6428328286464158e-06	2.43054537582258e-06	9.232346006246233e-05	4.162558202959669e-06	8.847715332897742e-05	5.08794302297598e-07
EG10732	0.23560310724993055	0.5006870046825653	7.686832310409411e-07	1.6428328286464158e-06	2.43054537582258e-06	9.232346006246233e-05	9.060887631415136e-06	0.00019259347381409323	1.1075227722569498e-06
EG10733	0.03778699437744849	0.19068072118850046	1.1989504460608125e-07	6.207983689179934e-07	3.8982085390288646e-07	1.4807215859789484e-05	1.2900268428037459e-06	2.742013377448732e-05	1.5768147264891574e-07
EG10734	0.12096818995986629	0.3484028577004804	3.9473304343772377e-07	1.1468719619603e-06	1.247940564793494e-06	4.740260850100212e-05	3.316191385122282e-06	7.048722428459481e-05	4.053419075026791e-07
EG10735	0.1372649687263532	0.3685762031618538	4.534814618934156e-07	1.2554582184882924e-06	1.4160625421902927e-06	5.378866605837748e-05	2.629399699777463e-06	5.588914053741383e-05	3.21394565668431e-07
EG10736	0.04921217229720022	0.22228584963614217	1.5914353094563767e-07	7.313491522813112e-07	5.076860793871357e-07	1.9284287362338762e-05	1.8413487674908099e-06	3.9138743361611196e-05	2.250701889948098e-07
EG10737	0.006208752789724236	0.07855064721930473	1.7854910831990054e-08	2.3047634561075852e-07	6.405117300376451e-08	2.4329625653524825e-06	9.102807539502253e-08	1.9348450138764722e-06	1.1126466910942643e-08
EG10738	0.12553328033256386	0.35873416827930243	4.117695003879671e-07	1.206772713293249e-06	1.2950352717567679e-06	4.919148532705425e-05	2.8732288159300056e-06	6.10718443085127e-05	3.511980804744137e-07
EG10739	0.09351059855748509	0.31100499414642735	2.961207484084475e-07	9.904056924736816e-07	9.646806256811964e-07	3.664307365089501e-05	2.513509105282139e-06	5.342583086134528e-05	3.072291242994246e-07
EG10740	0.15218245035967087	0.41256550644873097	4.892291109019278e-07	1.3440645383757805e-06	1.569955317315351e-06	5.9634232086270035e-05	9.685316803915047e-06	0.00020586601270594073	1.183847472036634e-06
EG10741	0.16151569429411597	0.4063091120498451	5.188663096917449e-07	1.3419784836189986e-06	1.6662395860207943e-06	6.329155810243706e-05	5.760867214337731e-06	0.00012244997114236792	7.041574608768231e-07
EG10742	0.8584707043035986	1.0128048269160672	2.7795605590815703e-06	3.2455817393066978e-06	8.856215968369324e-06	0.0003364004265847413	2.7066761490810195e-05	0.0005753168820170556	3.3084015542126217e-06
EG10743	0.845700711679007	1.0639362539782267	2.6835147311840518e-06	3.321742482617583e-06	8.724477270670128e-06	0.0003313963758409463	4.753613604492497e-05	0.001010403168542724	5.810396874620143e-06
EG10744	1.7364737885652437	1.6009001256893562	5.662475061551421e-06	5.194334689536021e-06	1.7913933251131237e-05	0.0006804548137731031	7.015619749861106e-05	0.0014912033274751962	8.57527314159315e-06
EG10745	1.7364737885652437	1.6009001256893562	5.662475061551421e-06	5.194334689536021e-06	1.7913933251131237e-05	0.0006804548137731031	6.345610023671747e-05	0.0013487895751970603	7.75631250597553e-06
EG10746	0.14595262497485656	0.3957711765708683	4.727177560336129e-07	1.2968393634197876e-06	1.5056867537213239e-06	5.719301201143935e-05	1.0713942339374503e-05	0.00022772993743238367	1.3095775606315436e-06
EG10747	0.003258589477112288	0.056990973599036446	1.0267533810873155e-08	1.808077557880204e-07	3.361649036698656e-08	1.2769112384031387e-06	2.0143013810518465e-07	4.281493337807916e-06	2.4621038693480874e-08
EG10748	0.04160688116014214	0.20316053415456958	1.3984997519133038e-07	6.951482289857289e-07	4.29227839083234e-07	1.630407712338493e-05	2.7981849765942223e-06	5.947675183038559e-05	3.4202538521950175e-07
EG10749	0.14698135075334529	0.37383063429126717	4.665836004715712e-07	1.2086859560923237e-06	1.5162993670823305e-06	5.759612861051195e-05	4.396114740027844e-06	9.344150854843671e-05	5.373421878839552e-07
EG10750	0.14698135075334529	0.37383063429126717	4.665836004715712e-07	1.2086859560923237e-06	1.5162993670823305e-06	5.759612861051195e-05	3.1821423457169975e-06	6.763794823011692e-05	3.8895693841578907e-07
EG10751	0.14698135075334529	0.37383063429126717	4.665836004715712e-07	1.2086859560923237e-06	1.5162993670823305e-06	5.759612861051195e-05	3.0656103854546676e-06	6.516100601978926e-05	3.747131021674727e-07
EG10752	0.7112556393137996	0.905513780320465	2.2727924784880334e-06	2.815011778569959e-06	7.33750554201317e-06	0.0002787127146872892	1.9621510599297385e-05	0.00041706453512309257	2.3983599288284026e-06
EG10753	0.006225994003888851	0.07865895373337671	2.4755173619917065e-08	3.214982410419502e-07	6.422903803216126e-08	2.4397187094710174e-06	2.157168578446098e-07	4.585164357243629e-06	2.63673209669092e-08
EG10754	0.1755174758862463	0.4190370172229561	5.828386022162196e-07	1.4244505184483186e-06	1.8106857518598915e-06	6.877829780936742e-05	7.940836889731311e-06	0.00016878626286921485	9.706176749906254e-07
EG10755	2.884096895623605	2.1778649229063483	9.30440089707613e-06	6.7031722388279475e-06	2.9753123610742523e-05	0.001130162533369797	4.028265524263699e-05	0.0008562269860555896	4.9237955289848825e-06
